accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
Q93050	ATP6V0A1	erythrocytes	4	4	3	1	3	0	1	0	0	239.94	96411.4400	0.002488708809
Q93070	ART4	erythrocytes	8	8	2	6	0	1	5	0	2	-4.032	27765.2300	-0.0001452175977
Q93084	ATP2A3	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	109254.7500	0.00404504152
Q93100	PHKB	erythrocytes	9	9	9	0	8	1	0	0	0	730.38	124751.2750	0.005854689661
Q969E2	SCAMP4	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	25727.5900	0.003108724914
Q969G3	SMARCE1	erythrocytes	10	10	10	0	3	0	0	7	0	-18.1	46648.7800	-0.00038800586
Q969H8	MYDGF	erythrocytes	0	0	0	0	0	0	0	0	0	0	15834.5750	0
Q969M3	YIPF5	erythrocytes	0	0	0	0	0	0	0	0	0	0	27988.8800	0
Q969R2	OSBP2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	101264.2650	0.0015796293
Q969T9	WBP2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	28086.7200	0.005695218238
Q969U7	PSMG2	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	29395.6850	0.002720807493
Q969V3	NCLN	erythrocytes	2	2	0	2	0	0	2	0	0	0	58614.0800	0
Q969V4	TEKT1	erythrocytes	0	0	0	0	0	0	0	0	0	0	48282.3150	0
Q969X1	TMBIM1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	34607.0200	0.004622183592
Q969X5	ERGIC1	erythrocytes	1	1	0	1	0	0	1	0	0	0	32591.8450	0
Q969Z3	MTARC2	erythrocytes	10	10	10	0	1	0	0	9	0	-120.14	34552.8450	-0.003476992994
Q96A33	CCDC47	erythrocytes	1	1	0	1	0	0	1	0	0	0	53705.5600	0
Q96A49	SYAP1	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	39932.7850	0.006008596696
Q96A65	EXOC4	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	110365.1000	0.004385263095
Q96AA3	RFT1	erythrocytes	0	0	0	0	0	0	0	0	0	0	60334.3900	0
Q96AB3	ISOC2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	22336.8100	0.007161273253
Q96AG4	LRRC59	erythrocytes	6	6	6	0	6	0	0	0	0	386.15	34929.9200	0.0110549924
Q96AJ1	IFT38	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	48124.3700	0.006647775337
Q96AJ9	VTI1A	erythrocytes	0	0	0	0	0	0	0	0	0	0	25217.3500	0
Q96AT9	RPE	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	24796.2200	0.001695419705
Q96AY4	TTC28	erythrocytes	8	8	8	0	8	0	0	0	0	601.9	270879.8000	0.00222201877
Q96AZ6	ISG20	erythrocytes	0	0	0	0	0	0	0	0	0	0	20363.1700	0
Q96B36	AKT1S1	erythrocytes	11	11	11	0	11	0	0	0	0	813.83	27382.8850	0.02972038921
Q96BI3	APH1A	erythrocytes	0	0	0	0	0	0	0	0	0	0	28995.5800	0
Q96BJ3	AIDA	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	35022.6350	0.002283665978
Q96BM9	ARL8A	erythrocytes	0	0	0	0	0	0	0	0	0	0	21415.5950	0
Q96BN8	OTULIN	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	40262.3750	0.001986469998
Q96BT3	CENPT	erythrocytes	9	9	9	0	9	0	0	0	0	719.82	60421.6800	0.01191327351
Q96BW5	PTER	erythrocytes	0	0	0	0	0	0	0	0	0	0	39017.3600	0
Q96CD2	PPCDC	erythrocytes	0	0	0	0	0	0	0	0	0	0	22394.8550	0
Q96CN7	ISOC1	erythrocytes	2	2	2	0	2	0	0	0	0	180.05	32236.2950	0.005585319281
Q96CP7	TLCD1	erythrocytes	0	0	0	0	0	0	0	0	0	0	24638.6550	0
Q96CS3	FAF2	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	52491.4050	0.001601786045
Q96CT7	CCDC124	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	25834.8200	0.006191643681
Q96CV9	OPTN	erythrocytes;plasma	4	4	4	0	4	0	0	0	0	319.92	65921.0600	0.004853077302
Q96CW1	AP2M1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	49654.0800	0.003221487539
Q96D71	REPS1	erythrocytes	18	18	18	0	18	0	0	0	0	1439.64	86660.6350	0.01661238693
Q96DD7	SHISA4	erythrocytes	0	0	0	0	0	0	0	0	0	0	18873.6050	0
Q96DG6	CMBL	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	27916.6250	0.005876784891
Q96DT5	DNAH11	erythrocytes	0	0	0	0	0	0	0	0	0	0	520361.4350	0
Q96DX4	RSPRY1	erythrocytes	2	2	1	1	1	0	1	0	0	79.98	62443.1850	0.001280844339
Q96DY2	DRC10	erythrocytes	0	0	0	0	0	0	0	0	0	0	52358.5900	0
Q96EC8	YIPF6	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	26124.2900	0.004670748947
Q96EK7	FAM120B	erythrocytes	1	1	1	0	1	0	0	0	0	14.03	103782.0450	0.0001351871607
Q96EP5	DAZAP1	erythrocytes	3	3	3	0	3	0	0	0	0	98.11	43382.9100	0.002261489605
Q96F05	C11orf24	erythrocytes	1	1	0	1	0	0	1	0	0	0	43813.4200	0
Q96F24	NRBF2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	32377.0900	0.00494053048
Q96F85	CNRIP1	erythrocytes	0	0	0	0	0	0	0	0	0	0	18648.1150	0
Q96FJ2	DYNLL2	erythrocytes	0	0	0	0	0	0	0	0	0	0	10349.7100	0
Q96FN9	DTD2	erythrocytes	0	0	0	0	0	0	0	0	0	0	18660.2650	0
Q96FV2	SCRN2	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	46595.7500	0.001716465557
Q96FW1	OTUB1	erythrocytes	3	3	3	0	3	0	0	0	0	202	31152.3750	0.006484256818
Q96FZ7	CHMP6	erythrocytes	3	3	3	0	2	1	0	0	0	370.32	23353.2250	0.01585733876
Q96G03	PGM2	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	68151.1700	0.001790431478
Q96G21	IMP4	erythrocytes	0	0	0	0	0	0	0	0	0	0	33756.0700	0
Q96GD0	PDXP	erythrocytes	0	0	0	0	0	0	0	0	0	0	31697.6650	0
Q96GG9	DCUN1D1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	30123.8800	0.001395570557
Q96GK7	FAHD2A	erythrocytes	0	0	0	0	0	0	0	0	0	0	25293.1050	0
Q96GX9	APIP	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	27124.9950	0.002948571972
Q96GZ6	SLC41A3	erythrocytes	0	0	0	0	0	0	0	0	0	0	54765.8200	0
Q96H79	ZC3HAV1L	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	32830.4100	0.001280520103
Q96HI0	SENP5	erythrocytes	0	0	0	0	0	0	0	0	0	0	86691.8900	0
Q96HR9	REEP6	erythrocytes	0	0	0	0	0	0	0	0	0	0	23417.9400	0
Q96HY6	DDRGK1	erythrocytes	3	3	3	0	2	0	0	1	0	141.94	35610.2750	0.003985928219
Q96IG2	FBXL20	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	48422.5250	0.00330342129
Q96IJ6	GMPPA	erythrocytes	0	0	0	0	0	0	0	0	0	0	46290.4050	0
Q96IK0	TMEM101	erythrocytes	0	0	0	0	0	0	0	0	0	0	28794.6200	0
Q96IU4	ABHD14B	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	22214.0800	0.005492912603
Q96IV0	NGLY1	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	74257.8300	0.001643193721
Q96IW7	SEC22A	erythrocytes	3	3	3	0	3	0	0	0	0	202	34815.8750	0.005801950978
Q96IY4	CPB2	plasma	8	4	3	1	0	0	5	0	3	-6.048	35800.0000	-0.0001689385475
Q96J92	WNK4	erythrocytes	20	20	20	0	6	0	0	14	0	227.6	134737.1100	0.001689215391
Q96JC1	VPS39	erythrocytes	0	0	0	0	0	0	0	0	0	0	101807.5250	0
Q96JF6	ZNF594	erythrocytes	0	0	0	0	0	0	0	0	0	0	93905.7500	0
Q96JH7	VCPIP1	erythrocytes	10	10	10	0	10	0	0	0	0	761.86	134318.6650	0.005672033742
Q96JJ7	TMX3	erythrocytes	3	3	1	2	0	0	2	0	1	-2.016	49222.0950	-4.095721647e-05
Q96K17	BTF3L4	erythrocytes	2	2	2	0	2	0	0	0	0	94.01	17270.2750	0.005443457038
Q96K31	C8orf76	erythrocytes	0	0	0	0	0	0	0	0	0	0	43272.4250	0
Q96K76	USP47	erythrocytes	7	7	7	0	7	0	0	0	0	521.92	157309.1200	0.003317798739
Q96KG9	SCYL1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	89630.0050	0.0008923351059
Q96KN2	CNDP1	plasma	4	4	1	3	1	0	3	0	0	79.98	53949.8050	0.00148248914
Q96KP1	EXOC2	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	104064.6950	0.004246781293
Q96KP4	CNDP2	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	52746.6250	0.004626646729
Q96L94	SNX22	erythrocytes	0	0	0	0	0	0	0	0	0	0	22068.0500	0
Q96LD8	SENP8	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	24106.9250	0.001743897241
Q96M27	PRRC1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	46700.5500	0.003425227326
Q96MC5	BMERB1	erythrocytes	0	0	0	0	0	0	0	0	0	0	23731.2950	0
Q96MN5	TCEANC2	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	24149.6950	0.001740808735
Q96MV1	TLCD4	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	30040.3600	0.001399450606
Q96N06	SPATA33	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	15460.9900	0.005173019322
Q96N21	TEPSIN	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	55136.0400	0.002901187681
Q96NA2	RILP	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	44199.5500	0.005428562055
Q96NT3	GUCD1	erythrocytes	0	0	0	0	0	0	0	0	0	0	27206.6750	0
Q96NW7	LRRC7	erythrocytes	14	14	14	0	14	0	0	0	0	1053.77	177130.3900	0.005949120306
Q96P70	IPO9	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	115829.7450	0.0003629464953
Q96PD5	PGLYRP2	plasma	7	7	4	3	3	0	3	0	1	79.924	59979.3000	0.001332526388
Q96PL5	ERMAP	erythrocytes	3	3	2	1	1	0	1	0	1	77.964	49573.4050	0.001572698103
Q96PU5	NEDD4L	erythrocytes	13	13	13	0	13	0	0	0	0	1001.8	111798.9450	0.008960728565
Q96Q45	TMEM237	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	45525.1050	0.003513665702
Q96QK1	VPS35	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	91705.5850	0.002616416437
Q96QR8	PURB	erythrocytes	11	11	11	0	11	0	0	0	0	606.05	33109.2700	0.0183045413
Q96QU8	XPO6	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	128749.7150	0.003432551288
Q96RD7	PANX1	erythrocytes	6	6	5	1	3	0	1	0	2	133.948	48049.3950	0.002787714601
Q96RL7	VPS13A	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	360271.1050	0.0004439989713
Q96RQ1	ERGIC2	erythrocytes	0	0	0	0	0	0	0	0	0	0	42548.0600	0
Q96RS6	NUDCD1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	66754.8400	0.002396230745
Q96RT1	ERBIN	erythrocytes	21	21	21	0	21	0	0	0	0	1679.58	158295.6650	0.01061039795
Q96S52	PIGS	erythrocytes	2	2	0	2	0	0	2	0	0	0	61523.9150	0
Q96S97	MYADM	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	35273.0350	0.002267454445
Q96S99	PLEKHF1	erythrocytes	0	0	0	0	0	0	0	0	0	0	31194.0600	0
Q96T51	RUFY1	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	79816.6550	0.003006139508
Q96T66	NMNAT3	erythrocytes	0	0	0	0	0	0	0	0	0	0	28321.2150	0
Q96T76	MMS19	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	113156.3700	0.001449852094
Q96TA1	NIBAN2	erythrocytes	15	15	15	0	14	1	0	0	0	1330.08	84005.3800	0.01583327163
Q96TC7	RMDN3	erythrocytes	9	9	9	0	9	0	0	0	0	719.82	52117.4750	0.01381149029
Q99436	PSMB7	erythrocytes	0	0	0	0	0	0	0	0	0	0	25294.7350	0
Q99442	SEC62	erythrocytes	6	6	6	0	6	0	0	0	0	479.88	45861.3400	0.01046371519
Q99460	PSMD1	erythrocytes	9	9	9	0	9	0	0	0	0	606	105834.8600	0.005725901655
Q99471	PFDN5	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	17196.7100	0.009540196933
Q99497	PARK7	erythrocytes	9	9	9	0	5	3	0	1	0	993.34	19759.6450	0.05027114607
Q99536	VAT1	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	41788.5450	0.01057562545
Q99547	MPHOSPH6	erythrocytes	7	7	7	0	2	0	0	5	0	69.86	19023.4750	0.003672304876
Q99549	MPHOSPH8	erythrocytes	22	22	21	1	21	0	0	0	1	1641.64	97181.0050	0.01689260159
Q99570	PIK3R4	erythrocytes	6	6	6	0	5	1	0	0	0	610.26	152969.8200	0.003989414383
Q99572	P2RX7	erythrocytes	19	19	14	5	4	5	5	0	5	2424.53	68584.1600	0.03535116563
Q99575	POP1	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	114707.0450	0.002789017885
Q99598	TSNAX	erythrocytes	1	1	1	0	0	0	0	1	0	-18.02	33112.0250	-0.0005442131673
Q99613	EIF3C	erythrocytes	15	15	15	0	15	0	0	0	0	1123.82	105342.3000	0.01066826906
Q99618	CDCA3	erythrocytes	13	13	13	0	13	0	0	0	0	1039.74	28997.8850	0.03585571844
Q99623	PHB2	erythrocytes	8	8	8	0	8	0	0	0	0	412.2	33164.6150	0.01242890955
Q99627	COPS8	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	23094.0350	0.003463231956
Q99698	LYST	erythrocytes	10	10	10	0	10	0	0	0	0	799.8	429132.0700	0.001863761895
Q99712	KCNJ15	erythrocytes	0	0	0	0	0	0	0	0	0	0	42576.7600	0
Q99720	SIGMAR1	erythrocytes	0	0	0	0	0	0	0	0	0	0	25127.2500	0
Q99729	HNRNPAB	erythrocytes	21	21	21	0	19	0	0	2	0	648.43	36224.5950	0.01790026914
Q99733	NAP1L4	erythrocytes	12	12	12	0	12	0	0	0	0	845.94	42691.7250	0.01981508126
Q99735	MGST2	erythrocytes	0	0	0	0	0	0	0	0	0	0	16620.3200	0
Q99741	CDC6	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	62719.3850	0.008926426814
Q99747	NAPG	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	34745.8250	0.006905577864
Q99755	PIP5K1A	erythrocytes	2	2	2	0	1	0	0	1	0	61.96	62632.4150	0.0009892641055
Q99784	OLFM1	plasma	10	10	1	9	0	0	8	0	2	-2.016	53700.7900	-3.754134716e-05
Q99805	TM9SF2	erythrocytes	0	0	0	0	0	0	0	0	0	0	72712.8600	0
Q99808	SLC29A1	erythrocytes	4	4	3	1	3	0	1	0	0	239.94	50087.4600	0.004790420596
Q99816	TSG101	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	43812.5400	0.002785047386
Q99828	CIB1	erythrocytes	2	2	2	0	1	1	0	0	0	290.34	21571.7950	0.01345924157
Q99829	CPNE1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	59057.9300	0.0007118434391
Q99832	CCT7	erythrocytes	7	7	7	0	6	0	0	1	0	206.21	59365.8200	0.003473547573
Q99873	PRMT1	erythrocytes	6	6	6	0	5	0	0	1	0	326.09	42461.1800	0.00767972063
Q99880	H2BC13	erythrocytes	96	96	83	13	91	0	1	4	0	7015.22	13820.8400	0.5075827518
Q99933	BAG1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	38778.2100	0.002062498501
Q99943	AGPAT1	erythrocytes	0	0	0	0	0	0	0	0	0	0	28591.1800	0
Q99952	PTPN18	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	50481.7050	0.004753009036
Q99963	SH3GL3	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	39284.2200	0.002035931985
Q99969	RARRES2	erythrocytes;plasma	3	3	3	0	0	0	0	0	3	-6.048	15876.9300	-0.0003809300665
Q99973	TEP1	erythrocytes	0	0	0	0	0	0	0	0	0	0	290484.8200	0
Q9BPX3	NCAPG	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	114332.3500	0.004896776809
Q9BPY8	HOPX	erythrocytes	0	0	0	0	0	0	0	0	0	0	8260.0200	0
Q9BPZ7	MAPKAP1	erythrocytes	8	8	8	0	8	0	0	0	0	601.9	58990.7000	0.01020330323
Q9BQA1	WDR77	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	36723.7850	0.002177880085
Q9BRA2	TXNDC17	erythrocytes	2	2	2	0	1	0	0	0	1	40.024	13809.4950	0.002898295702
Q9BRB3	PIGQ	erythrocytes	0	0	0	0	0	0	0	0	0	0	83949.4200	0
Q9BRF8	CPPED1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	35547.7550	0.004499862228
Q9BRG1	VPS25	erythrocytes	0	0	0	0	0	0	0	0	0	0	20747.3850	0
Q9BRP4	PAAF1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	42058.2600	0.0009995658403
Q9BRP8	PYM1	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	22655.2150	0.01597689539
Q9BRR6	ADPGK	erythrocytes	0	0	0	0	0	0	0	0	0	0	51789.1300	0
Q9BRT2	UQCC2	erythrocytes	0	0	0	0	0	0	0	0	0	0	13277.6300	0
Q9BRZ2	TRIM56	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	81486.5900	0.002944533573
Q9BS26	ERP44	erythrocytes	3	3	2	1	0	0	0	0	3	-4.032	43717.5400	-9.222842822e-05
Q9BS40	LXN	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	25749.8250	0.001632632455
Q9BSF0	AKAP19	erythrocytes	5	5	5	0	3	2	0	0	0	688.71	10839.1250	0.0635392617
Q9BSJ5	MTNAP1	erythrocytes	0	0	0	0	0	0	0	0	0	0	67314.3700	0
Q9BSJ8	ESYT1	erythrocytes	10	10	10	0	10	0	0	0	0	723.92	122854.3950	0.005892503886
Q9BSL1	UBAC1	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	45337.6600	0.001854528884
Q9BSQ5	CCM2	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	48835.9550	0.01146409444
Q9BT09	CNPY3	erythrocytes	4	4	3	1	0	0	1	0	3	-6.048	27466.5150	-0.0002201953906
Q9BT73	PSMG3	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	13104.3550	0.003208093798
Q9BT78	COPS4	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	46136.7500	0.001822408384
Q9BTC8	MTA3	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	67502.6850	0.004739367034
Q9BTE1	DCTN5	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	20126.3850	0.002088800348
Q9BTM9	URM1	erythrocytes	3	3	3	0	2	0	0	1	0	327.25	11379.8600	0.02875694429
Q9BTU6	PI4K2A	erythrocytes	11	11	11	0	7	4	0	0	0	1475.56	54021.4700	0.02731432521
Q9BTV4	TMEM43	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	44743.6800	0.0009395740359
Q9BTW9	TBCD	erythrocytes	0	0	0	0	0	0	0	0	0	0	132597.7450	0
Q9BTX7	TTPAL	erythrocytes	0	0	0	0	0	0	0	0	0	0	38514.5650	0
Q9BTY2	FUCA2	plasma	4	4	1	3	1	0	3	0	0	79.98	50950.9200	0.001569745944
Q9BTY7	HGH1	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	41997.2400	0.006714250746
Q9BUB5	MKNK1	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	51341.6600	0.01090459483
Q9BUF5	TUBB6	erythrocytes	2	2	1	1	2	0	0	0	0	79.98	49856.5050	0.001604203905
Q9BUH6	PAXX	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	21639.2250	0.0147842633
Q9BUK6	MSTO1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	61834.4050	0.001293454671
Q9BUL8	PDCD10	erythrocytes	2	2	2	0	1	0	0	1	0	24.02	24701.2450	0.0009724206209
Q9BUN8	DERL1	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	28669.1750	0.009835651008
Q9BUP3	HTATIP2	erythrocytes	2	2	1	1	1	0	0	0	1	42.04	26917.4700	0.001561810973
Q9BV20	MRI1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	39149.2300	0.001073839766
Q9BV40	VAMP8	erythrocytes	9	9	9	0	7	2	0	0	0	1054.86	11438.1250	0.0922231572
Q9BV73	CEP250	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	281131.2850	0.001991453922
Q9BV81	EMC6	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	11885.9400	0.003536952063
Q9BV86	NTMT1	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	25386.6900	0.003311971746
Q9BVA0	KATNB1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	72332.5500	0.00110572626
Q9BVC4	MLST8	erythrocytes	12	12	12	0	4	0	0	8	0	99.88	35875.6350	0.002784062219
Q9BVC6	TMEM109	erythrocytes	0	0	0	0	0	0	0	0	0	0	22751.2350	0
Q9BVK6	TMED9	erythrocytes	2	2	1	1	1	0	1	0	0	42.04	23321.1550	0.001802655143
Q9BVM2	DPCD	erythrocytes	0	0	0	0	0	0	0	0	0	0	23239.4200	0
Q9BVM4	GGACT	erythrocytes	0	0	0	0	0	0	0	0	0	0	17328.3200	0
Q9BVQ7	AFG2B	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	80709.1100	0.0005208829586
Q9BWD1	ACAT2	erythrocytes	4	4	4	0	4	0	0	0	0	168.16	41350.3500	0.004066712857
Q9BWP8	COLEC11	plasma	2	2	2	0	0	0	0	0	2	-4.032	26107.0450	-0.0001544410714
Q9BWS9	CHID1	erythrocytes	0	0	0	0	0	0	0	0	0	0	42771.2950	0
Q9BWT3	PAPOLG	erythrocytes	9	9	9	0	9	0	0	0	0	681.88	82801.4650	0.008235119995
Q9BX97	PLVAP	erythrocytes	4	4	0	4	0	0	4	0	0	0	50593.4950	0
Q9BXD5	NPL	erythrocytes	0	0	0	0	0	0	0	0	0	0	35162.0150	0
Q9BXL5	HEMGN	erythrocytes	11	11	11	0	11	0	0	0	0	879.78	55340.3350	0.01589762693
Q9BXS5	AP1M1	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	48455.1150	0.005819406269
Q9BXS6	NUSAP1	erythrocytes	16	16	16	0	16	0	0	0	0	1241.74	49451.1200	0.0251104525
Q9BXT6	MOV10L1	erythrocytes	0	0	0	0	0	0	0	0	0	0	135291.4700	0
Q9BY32	ITPA	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	21314.2000	0.001972393991
Q9BY43	CHMP4A	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	25097.8650	0.003186725245
Q9BYN0	SRXN1	erythrocytes	4	4	3	1	3	0	0	0	1	108.04	14258.9200	0.007577011443
Q9BYX7	POTEKP	erythrocytes	3	3	3	0	3	0	0	0	0	46.03	42015.6800	0.001095543378
Q9BZ23	PANK2	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	59134.6200	0.004057521635
Q9BZE9	ASPSCR1	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	60050.9450	0.006027548775
Q9BZF1	OSBPL8	erythrocytes	11	11	11	0	11	0	0	0	0	841.84	101194.0900	0.008319062902
Q9BZI7	UPF3B	erythrocytes	4	4	4	0	4	0	0	0	0	253.97	57761.3500	0.004396884768
Q9BZP3	LINC00470	erythrocytes	0	0	0	0	0	0	0	0	0	0	9645.6950	0
Q9BZV1	UBXN6	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	49752.9300	0.002452518877
Q9C0B5	ZDHHC5	erythrocytes	28	28	28	0	28	0	0	0	0	2107.54	77543.7300	0.0271787287
Q9C0C9	UBE2O	erythrocytes	13	13	13	0	13	0	0	0	0	1039.74	141291.6150	0.007358823098
Q9C0E2	XPO4	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	130137.2300	0.001229164014
Q9C0E8	LNPK	erythrocytes	14	14	14	0	13	1	0	0	0	1250.1	47608.0100	0.02625818639
Q9C0I1	MTMR12	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	86146.4300	0.002785257613
Q9C0K7	STRADB	erythrocytes	0	0	0	0	0	0	0	0	0	0	47025.5850	0
Q9GZN8	ADISSP	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	19159.5800	0.006368615596
Q9GZP4	PITHD1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	24177.5100	0.003308032961
Q9GZS3	SKIC8	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	33579.9900	0.002503872098
Q9GZT8	NIF3L1	erythrocytes	3	3	3	0	3	0	0	0	0	202	41967.4200	0.004813257522
Q9GZU7	CTDSP1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	29202.8000	0.001439587985
Q9GZZ9	UBA5	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	44862.6250	0.005348327255
Q9H008	LHPP	erythrocytes	0	0	0	0	0	0	0	0	0	0	29164.9650	0
Q9H074	PAIP1	erythrocytes	2	2	2	0	2	0	0	0	0	56.07	53523.9100	0.001047569208
Q9H0D2	ZNF541	erythrocytes	0	0	0	0	0	0	0	0	0	0	145585.2850	0
Q9H0E2	TOLLIP	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	30150.2200	0.001394351351
Q9H0H0	INTS2	erythrocytes	0	0	0	0	0	0	0	0	0	0	133377.0750	0
Q9H0I2	ENKD1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	38758.4250	0.004127102688
Q9H0J9	PARP12	erythrocytes	4	4	4	0	4	0	0	0	0	1703.88	79062.5400	0.02155104048
Q9H0M4	ZCWPW1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	72006.0350	0.001110740232
Q9H0N0	RAB6C	erythrocytes	1	1	1	0	1	0	0	0	0	329.21	28354.7950	0.01161038195
Q9H0N5	PCBD2	erythrocytes	6	6	6	0	6	0	0	0	0	426.33	14365.2150	0.02967794078
Q9H0P0	NT5C3A	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	37947.6450	0.002107640672
Q9H0R3	TMEM222	erythrocytes	0	0	0	0	0	0	0	0	0	0	23229.6950	0
Q9H0R4	HDHD2	erythrocytes	1	1	1	0	1	0	0	0	0	100.07	28535.4800	0.003506862334
Q9H0R8	GABARAPL1	erythrocytes	2	2	1	1	0	2	0	0	0	699.99	13915.7250	0.05030208631
Q9H0U3	MAGT1	erythrocytes	2	2	1	1	0	0	1	0	1	-2.016	34871.3350	-5.781252711e-05
Q9H0U4	RAB1B	erythrocytes	6	6	6	0	4	2	0	0	0	1096.38	22170.9000	0.0494513078
Q9H0V9	LMAN2L	erythrocytes	2	2	1	1	0	0	1	0	1	-2.016	35033.8450	-5.754435461e-05
