accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
Q9H4A4	RNPEP	Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase)	650	reviewed	9606		
Q9H4B0	OSGEPL1	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase-like protein 1) (OSGEP-like protein 1) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein OSGEPL1) (tRNA threonylcarbamoyladenosine biosynthesis protein OSGEPL1)	414	reviewed	9606		
Q9H4G4	GLIPR2	Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)	154	reviewed	9606		
Q9H4I9	SMDT1	Essential MCU regulator, mitochondrial (Single-pass membrane protein with aspartate-rich tail 1, mitochondrial)	107	reviewed	9606		
Q9H4M9	EHD1	EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin)	534	reviewed	9606		
Q9H511	KLHL31	Kelch-like protein 31 (BTB and kelch domain-containing protein 6) (Kelch repeat and BTB domain-containing protein 1) (Kelch-like protein KLHL)	634	reviewed	9606		
Q9H583	HEATR1	HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]	2144	reviewed	9606		
Q9H5N1	RABEP2	Rab GTPase-binding effector protein 2 (Rabaptin-5beta)	569	reviewed	9606		
Q9H6F2	TMEM38A	Trimeric intracellular cation channel type A (TRIC-A) (TRICA) (Transmembrane protein 38A)	299	reviewed	9606		
Q9H6K4	OPA3	Optic atrophy 3 protein	179	reviewed	9606		
Q9H6L5	RETREG1	Reticulophagy regulator 1 (Reticulophagy receptor 1)	497	reviewed	9606		
Q9H6N6	MYH16	Putative uncharacterized protein MYH16 (Myosin heavy chain 16 pseudogene) (myosin heavy polypeptide 5)	1097	reviewed	9606		
Q9H6W3	RIOX1	Ribosomal oxygenase 1 (60S ribosomal protein L8 histidine hydroxylase) (Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66) (EC 1.14.11.27, EC 1.14.11.79) (Myc-associated protein with JmjC domain) (Nucleolar protein 66) (hsNO66) (Ribosomal oxygenase NO66) (ROX)	641	reviewed	9606		
Q9H6Z4	RANBP3	Ran-binding protein 3 (RanBP3)	567	reviewed	9606		
Q9H773	DCTPP1	dCTP pyrophosphatase 1 (EC 3.6.1.12) (Deoxycytidine-triphosphatase 1) (dCTPase 1) (RS21C6) (XTP3-transactivated gene A protein)	170	reviewed	9606		
Q9H7C9	AAMDC	Mth938 domain-containing protein (Adipogenesis associated Mth938 domain-containing protein)	122	reviewed	9606		
Q9H7D7	WDR26	WD repeat-containing protein 26 (CUL4- and DDB1-associated WDR protein 2) (Myocardial ischemic preconditioning up-regulated protein 2)	661	reviewed	9606		
Q9H7F0	ATP13A3	Polyamine-transporting ATPase 13A3 (ATPase family homolog up-regulated in senescence cells 1) (Putrescine transporting ATPase) (EC 7.6.2.16)	1226	reviewed	9606		
Q9H7Z7	PTGES2	Prostaglandin E synthase 2 (EC 5.3.99.3) (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) [Cleaved into: Prostaglandin E synthase 2 truncated form]	377	reviewed	9606		
Q9H845	ACAD9	Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.7, EC 1.3.8.8)	621	reviewed	9606		
Q9H8H3	TMT1A	Thiol S-methyltransferase TMT1A (EC 2.1.1.9) (Methyltransferase-like protein 7A) (N6-adenosine-methyltransferase TMT1A) (EC 2.1.1.348) (Protein AAM-B) (Thiol methyltransferase 1A)	244	reviewed	9606		
Q9H8M1	COQ10B	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	238	reviewed	9606		
Q9H8W4	PLEKHF2	Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2) (Endoplasmic reticulum-associated apoptosis-involved protein containing PH and FYVE domains) (EAPF) (PH and FYVE domain-containing protein 2) (Phafin-2) (Phafin2) (Zinc finger FYVE domain-containing protein 18)	249	reviewed	9606		
Q9H8Y8	GORASP2	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	452	reviewed	9606		
Q9H993	DCPH1	Damage-control phosphatase 1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Damage-control phosphatase ARMT1) (Damage-control phosphatase DUF89) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase DCPH1)	441	reviewed	9606		
Q9H9A6	LRRC40	Leucine-rich repeat-containing protein 40	602	reviewed	9606		
Q9H9B4	SFXN1	Sideroflexin-1	322	reviewed	9606		
Q9H9E3	COG4	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)	785	reviewed	9606		
Q9H9G7	AGO3	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	860	reviewed	9606		
Q9H9J2	MRPL44	Large ribosomal subunit protein mL44 (39S ribosomal protein L44, mitochondrial) (L44mt) (MRP-L44)	332	reviewed	9606		
Q9H9P8	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2) (Duranin)	463	reviewed	9606		
Q9H9S3	SEC61A2	Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2)	476	reviewed	9606		
Q9H9S4	CAB39L	Calcium-binding protein 39-like (Antigen MLAA-34) (MO25beta) (Mo25-like protein)	337	reviewed	9606		
Q9HA65	TBC1D17	TBC1 domain family member 17	648	reviewed	9606		
Q9HA77	CARS2	Probable cysteine--tRNA ligase, mitochondrial (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	564	reviewed	9606		
Q9HAB8	PPCS	Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	311	reviewed	9606		
Q9HAC7	SUGCT	Succinyl-CoA:glutarate CoA-transferase (EC 2.8.3.-) (Dermal papilla-derived protein 13) (Dicarboxyl-CoA:dicarboxylic acid coenzyme A transferase SUGCT) (Succinate--hydroxymethylglutarate CoA-transferase) (EC 2.8.3.13)	438	reviewed	9606		
Q9HAD4	WDR41	WD repeat-containing protein 41	459	reviewed	9606		
Q9HAN9	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (NMN/NaMN adenylyltransferase 1) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide-nucleotide adenylyltransferase 1) (NMN adenylyltransferase 1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1)	279	reviewed	9606		
Q9HAT2	SIAE	Sialate O-acetylesterase (SIAE) (EC 3.1.1.53) (H-Lse) (Sialic acid-specific 9-O-acetylesterase)	523	reviewed	9606		
Q9HAU0	PLEKHA5	Pleckstrin homology domain-containing family A member 5 (PH domain-containing family A member 5) (Phosphoinositol 3-phosphate-binding protein 2) (PEPP-2)	1116	reviewed	9606		
Q9HAU5	UPF2	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (hUpf2)	1272	reviewed	9606		
Q9HAV0	GNB4	Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4)	340	reviewed	9606		
Q9HAV7	GRPEL1	GrpE protein homolog 1, mitochondrial (HMGE) (Mt-GrpE#1) (Nucleotide exchange factor GRPEL1)	217	reviewed	9606		
Q9HB07	MYG1	MYG1 exonuclease (EC 3.1.-.-)	376	reviewed	9606		
Q9HB40	SCPEP1	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	452	reviewed	9606		
Q9HB71	CACYBP	Calcyclin-binding protein (CacyBP) (hCacyBP) (S100A6-binding protein) (Siah-interacting protein)	228	reviewed	9606		
Q9HB90	RRAGC	Ras-related GTP-binding protein C (Rag C) (RagC) (EC 3.6.5.-) (GTPase-interacting protein 2) (TIB929)	399	reviewed	9606		
Q9HBH5	RDH14	Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4)	336	reviewed	9606		
Q9HBK9	AS3MT	Arsenite methyltransferase (EC 2.1.1.137) (Methylarsonite methyltransferase) (S-adenosyl-L-methionine:arsenic(III) methyltransferase)	375	reviewed	9606		
Q9HBL0	TNS1	Tensin-1 (EC 3.1.3.-)	1839	reviewed	9606		
Q9HBL7	PLGRKT	Plasminogen receptor (KT) (Plg-R(KT))	147	reviewed	9606		
Q9HBU9	POPDC2	Popeye domain-containing protein 2 (Popeye protein 2)	364	reviewed	9606		
Q9HC38	GLOD4	Glyoxalase domain-containing protein 4	313	reviewed	9606		
Q9HCC0	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	563	reviewed	9606		
Q9HCE1	MOV10	RNA helicase MOV-10 (EC 5.6.2.5) (Armitage homolog) (Moloney leukemia virus 10 protein) (RNA 5'-3' helicase MOV-10)	1003	reviewed	9606		
Q9HCJ2	LRRC4C	Leucine-rich repeat-containing protein 4C (Netrin-G1 ligand) (NGL-1)	640	reviewed	9606		
Q9HCP6	HHATL	Protein-cysteine N-palmitoyltransferase HHAT-like protein (Glycerol uptake/transporter homolog) (Hedgehog acyltransferase-like protein)	504	reviewed	9606		
Q9HCU0	CD248	Endosialin (Tumor endothelial marker 1) (CD antigen CD248)	757	reviewed	9606		
Q9HCU5	PREB	Guanine nucleotide-exchange factor SEC12 (Prolactin regulatory element-binding protein)	417	reviewed	9606		
Q9HCY8	S100A14	Protein S100-A14 (S100 calcium-binding protein A14) (S114)	104	reviewed	9606		
Q9HD20	ATP13A1	Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Endoplasmic reticulum P5A-ATPase)	1204	reviewed	9606		
Q9HD33	MRPL47	Large ribosomal subunit protein uL29m (39S ribosomal protein L47, mitochondrial) (L47mt) (MRP-L47) (Nasopharyngeal carcinoma metastasis-related protein 1)	250	reviewed	9606		
Q9HD34	LYRM4	LYR motif-containing protein 4	91	reviewed	9606		
Q9HD45	TM9SF3	Transmembrane 9 superfamily member 3 (EP70-P-iso) (SM-11044-binding protein)	589	reviewed	9606		
Q9HD47	RANGRF	Ran guanine nucleotide release factor (RanGNRF) (Ran-binding protein MOG1)	186	reviewed	9606		
Q9HDC9	APMAP	Adipocyte plasma membrane-associated protein (Protein BSCv)	416	reviewed	9606		
Q9NNW7	TXNRD2	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)	524	reviewed	9606		
Q9NP72	RAB18	Ras-related protein Rab-18 (EC 3.6.5.2)	206	reviewed	9606		
Q9NP74	PALMD	Palmdelphin (Paralemmin-like protein)	551	reviewed	9606		
Q9NP77	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (CTD phosphatase SSU72) (EC 3.1.3.16)	194	reviewed	9606		
Q9NP79	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive gene 1 protein) (DRG-1) (LYST-interacting protein 5) (LIP5) (SKD1-binding protein 1) (SBP1)	307	reviewed	9606		
Q9NP81	SARS2	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	518	reviewed	9606		
Q9NP87	POLM	DNA-directed DNA/RNA polymerase mu (Pol Mu) (EC 2.7.7.7) (Terminal transferase)	494	reviewed	9606		
Q9NP92	MRPS30	Large ribosomal subunit protein mL65 (39S ribosomal protein S30, mitochondrial) (MRP-S30) (S30mt) (Large ribosomal subunit protein mS30) (Programmed cell death protein 9)	439	reviewed	9606		
Q9NP97	DYNLRB1	Dynein light chain roadblock-type 1 (Bithoraxoid-like protein) (BLP) (Dynein light chain 2A, cytoplasmic) (Dynein-associated protein Km23) (Roadblock domain-containing protein 1)	96	reviewed	9606		
Q9NPA0	EMC7	Endoplasmic reticulum membrane protein complex subunit 7 (ER membrane protein complex subunit 7)	242	reviewed	9606		
Q9NPA8	ENY2	Transcription and mRNA export factor ENY2 (Enhancer of yellow 2 transcription factor homolog)	101	reviewed	9606		
Q9NPJ1	MKKS	Molecular chaperone MKKS (Bardet-Biedl syndrome 6 protein) (McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin)	570	reviewed	9606		
Q9NPJ3	ACOT13	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]	140	reviewed	9606		
Q9NPL8	TIMMDC1	Complex I assembly factor TIMMDC1, mitochondrial (Protein M5-14) (Translocase of inner mitochondrial membrane domain-containing protein 1) (TIMM domain containing protein 1)	285	reviewed	9606		
Q9NPY3	CD93	Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93)	652	reviewed	9606		
Q9NQ38	SPINK5	Serine protease inhibitor Kazal-type 5 (Lympho-epithelial Kazal-type-related inhibitor) (LEKTI) [Cleaved into: Hemofiltrate peptide HF6478; Hemofiltrate peptide HF7665]	1064	reviewed	9606		
Q9NQ50	MRPL40	Large ribosomal subunit protein mL40 (39S ribosomal protein L40, mitochondrial) (L40mt) (MRP-L40) (Nuclear localization signal-containing protein deleted in velocardiofacial syndrome) (Up-regulated in metastasis)	206	reviewed	9606		
Q9NQ66	PLCB1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)	1216	reviewed	9606		
Q9NQ88	TIGAR	Fructose-2,6-bisphosphatase TIGAR (EC 3.1.3.46) (TP53-induced glycolysis and apoptosis regulator) (TP53-induced glycolysis regulatory phosphatase)	270	reviewed	9606		
Q9NQ89	FERRY3	Ferry endosomal RAB5 effector complex subunit 3 (Fy-3)	552	reviewed	9606		
Q9NQC3	RTN4	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	1192	reviewed	9606		
Q9NQE9	HINT3	Adenosine 5'-monophosphoramidase HINT3 (EC 3.9.1.-) (Histidine triad nucleotide-binding protein 3) (HINT-3)	182	reviewed	9606		
Q9NQP4	PFDN4	Prefoldin subunit 4 (Protein C-1)	134	reviewed	9606		
Q9NQR4	NIT2	Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2)	276	reviewed	9606		
Q9NQT5	EXOSC3	Exosome complex component RRP40 (Exosome component 3) (Ribosomal RNA-processing protein 40) (p10)	275	reviewed	9606		
Q9NQW7	XPNPEP1	Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)	623	reviewed	9606		
Q9NQX3	GPHN	Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E) (Mo insertase)]	736	reviewed	9606		
Q9NR09	BIRC6	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 (EC 2.3.2.24) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (Baculoviral IAP repeat-containing protein 6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	4857	reviewed	9606		
Q9NR19	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Lactyl-CoA synthetase) (EC 6.2.1.-) (Propionyl-CoA synthetase) (EC 6.2.1.17)	701	reviewed	9606		
Q9NR28	DIABLO	Diablo IAP-binding mitochondrial protein (Diablo homolog, mitochondrial) (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspases) (SMAC) [Cleaved into: Diablo IAP-binding mitochondrial protein, cleaved form]	239	reviewed	9606		
Q9NR31	SAR1A	Small COPII coat GTPase SAR1A (EC 3.6.5.2) (COPII-associated small GTPase) (Secretion-associated Ras-related GTPase 1A)	198	reviewed	9606		
Q9NR45	NANS	N-acetylneuraminate-9-phosphate synthase (EC 2.5.1.57) (3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase) (EC 2.5.1.132) (N-acetylneuraminic acid phosphate synthase) (NANS) (Sialic acid phosphate synthase) (Sialic acid synthase)	359	reviewed	9606		
Q9NR46	SH3GLB2	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)	395	reviewed	9606		
Q9NR50	EIF2B3	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	452	reviewed	9606		
Q9NR56	MBNL1	Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein)	388	reviewed	9606		
Q9NR99	MXRA5	Matrix-remodeling-associated protein 5 (Adhesion protein with leucine-rich repeats and immunoglobulin domains related to perlecan) (Adlican)	2828	reviewed	9606		
Q9NRG1	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1	225	reviewed	9606		
Q9NRG4	SMYD2	N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (HSKM-B) (Histone methyltransferase SMYD2) (EC 2.1.1.354) (Lysine N-methyltransferase 3C) (SET and MYND domain-containing protein 2)	433	reviewed	9606		
Q9NRG7	SDR39U1	Epimerase family protein SDR39U1 (EC 1.1.1.-) (Short-chain dehydrogenase/reductase family 39U member 1)	293	reviewed	9606		
Q9NRH3	TUBG2	Tubulin gamma-2 chain (Gamma-2-tubulin)	451	reviewed	9606		
Q9NRI5	DISC1	Disrupted in schizophrenia 1 protein	854	reviewed	9606		
Q9NRK6	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial (ABC-mitochondrial erythroid protein) (ABC-me protein) (ATP-binding cassette transporter 10) (ABC transporter 10 protein) (EC 7.6.2.-) (Mitochondrial ATP-binding cassette 2) (M-ABC2)	738	reviewed	9606		
Q9NRP2	CMC2	COX assembly mitochondrial protein 2 homolog	79	reviewed	9606		
Q9NRS6	SNX15	Sorting nexin-15	342	reviewed	9606		
Q9NRV9	HEBP1	Heme-binding protein 1 (p22HBP)	189	reviewed	9606		
Q9NRW7	VPS45	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	570	reviewed	9606		
Q9NRX2	MRPL17	Large ribosomal subunit protein bL17m (39S ribosomal protein L17, mitochondrial) (L17mt) (MRP-L17) (LYST-interacting protein 2)	175	reviewed	9606		
Q9NRX4	PHPT1	14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog)	125	reviewed	9606		
Q9NRY5	FAM114A2	Protein FAM114A2	505	reviewed	9606		
Q9NRZ7	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 3) (1-AGP acyltransferase 3) (1-AGPAT 3) (Lysophosphatidic acid acyltransferase gamma) (LPAAT-gamma)	376	reviewed	9606		
Q9NS69	TOMM22	Mitochondrial import receptor subunit TOM22 homolog (hTom22) (1C9-2) (Translocase of outer membrane 22 kDa subunit homolog)	142	reviewed	9606		
Q9NS86	LANCL2	LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)	450	reviewed	9606		
Q9NSB8	HOMER2	Homer protein homolog 2 (Homer-2) (Cupidin)	354	reviewed	9606		
Q9NSC7	ST6GALNAC1	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (EC 2.4.3.3) (GalNAc alpha-2,6-sialyltransferase I) (ST6GalNAc I) (ST6GalNAc-I) (ST6GalNAcI) (hST6GalNAc-I) (Sialyltransferase 7A) (SIAT7-A)	600	reviewed	9606		
Q9NSD9	FARSB	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	589	reviewed	9606		
Q9NSE4	IARS2	Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	1012	reviewed	9606		
Q9NSI8	SAMSN1	SAM domain-containing protein SAMSN-1 (Hematopoietic adaptor containing SH3 and SAM domains 1) (Nash1) (SAM domain, SH3 domain and nuclear localization signals protein 1) (SH3-SAM adaptor protein)	373	reviewed	9606		
Q9NT99	LRRC4B	Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)	713	reviewed	9606		
Q9NTG7	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (NAD-dependent protein delactylase sirtuin-3) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)	399	reviewed	9606		
Q9NTI5	PDS5B	Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3)	1447	reviewed	9606		
Q9NTJ4	MAN2C1	Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha mannosidase 6A8B) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1)	1040	reviewed	9606		
Q9NTJ5	SACM1L	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	587	reviewed	9606		
Q9NTK5	OLA1	Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)	396	reviewed	9606		
Q9NTM9	CUTC	Copper homeostasis protein cutC homolog	273	reviewed	9606		
Q9NTX5	ECHDC1	Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD)	307	reviewed	9606		
Q9NTZ6	RBM12	RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN)	932	reviewed	9606		
Q9NUB1	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17)	689	reviewed	9606		
Q9NUI1	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] (pDCR) (EC 1.3.1.124) (2,4-dienoyl-CoA reductase 2) (Short chain dehydrogenase/reductase family 17C member 1)	292	reviewed	9606		
Q9NUJ1	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial (EC 3.1.2.22) (Acyl-protein thioesterase ABHD10) (Alpha/beta hydrolase domain-containing protein 10) (Abhydrolase domain-containing protein 10) (Mycophenolic acid acyl-glucuronide esterase, mitochondrial) (EC 3.1.1.93)	306	reviewed	9606		
Q9NUL3	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	570	reviewed	9606		
Q9NUL5	SHFL	Shiftless antiviral inhibitor of ribosomal frameshifting protein (SFL) (SHFL) (Interferon-regulated antiviral protein) (IRAV) (Repressor of yield of DENV protein) (RyDEN)	291	reviewed	9606		
Q9NUP9	LIN7C	Protein lin-7 homolog C (Lin-7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3)	197	reviewed	9606		
Q9NUQ6	SPATS2L	SPATS2-like protein (DNA polymerase-transactivated protein 6) (Stress granule and nucleolar protein) (SGNP)	558	reviewed	9606		
Q9NUQ7	UFSP2	Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-)	469	reviewed	9606		
Q9NUQ9	CYRIB	CYFIP-related Rac1 interactor B (L1)	324	reviewed	9606		
Q9NUU7	DDX19A	ATP-dependent RNA helicase DDX19A (EC 3.6.4.13) (DDX19-like protein) (DEAD box protein 19A)	478	reviewed	9606		
Q9NVA1	UQCC1	Ubiquinol-cytochrome c reductase complex assembly factor 1 (Basic FGF-repressed Zic-binding protein) (bFGF-repressed Zic-binding protein) (bFZb) (Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog)	299	reviewed	9606		
Q9NVE7	PANK4	4'-phosphopantetheine phosphatase (EC 3.1.3.-) (Inactive pantothenic acid kinase 4) (hPanK4)	773	reviewed	9606		
Q9NVG8	TBC1D13	TBC1 domain family member 13	400	reviewed	9606		
Q9NVH1	DNAJC11	DnaJ homolog subfamily C member 11	559	reviewed	9606		
Q9NVH6	TMLHE	Trimethyllysine dioxygenase, mitochondrial (EC 1.14.11.8) (Epsilon-trimethyllysine 2-oxoglutarate dioxygenase) (Epsilon-trimethyllysine hydroxylase) (TML hydroxylase) (TML-alpha-ketoglutarate dioxygenase) (TML dioxygenase) (TMLD)	421	reviewed	9606		
Q9NVI7	ATAD3A	ATPase family AAA domain-containing protein 3A (EC 3.6.1.-)	586	reviewed	9606		
Q9NVJ2	ARL8B	ADP-ribosylation factor-like protein 8B (EC 3.6.5.2) (ADP-ribosylation factor-like protein 10C) (Novel small G protein indispensable for equal chromosome segregation 1)	186	reviewed	9606		
Q9NVM4	PRMT7	Protein arginine N-methyltransferase 7 (EC 2.1.1.321) (Histone-arginine N-methyltransferase PRMT7) ([Myelin basic protein]-arginine N-methyltransferase PRMT7)	692	reviewed	9606		
Q9NVP1	DDX18	ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18) (Myc-regulated DEAD box protein) (MrDb)	670	reviewed	9606		
Q9NVS2	MRPS18A	Large ribosomal subunit protein mL66 (39S ribosomal protein S18-3, mitochondrial) (MRP-S18-3) (39S ribosomal protein S18a, mitochondrial) (MRP-S18-a) (Mrps18a) (S18mt-a) (Large ribosomal subunit protein bS18a)	196	reviewed	9606		
Q9NVS9	PNPO	Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)	261	reviewed	9606		
Q9NVT9	ARMC1	Armadillo repeat-containing protein 1	282	reviewed	9606		
Q9NVV0	TMEM38B	Trimeric intracellular cation channel type B (TRIC-B) (TRICB) (Transmembrane protein 38B)	291	reviewed	9606		
Q9NVV4	MTPAP	Poly(A) RNA polymerase, mitochondrial (PAP) (EC 2.7.7.19) (PAP-associated domain-containing protein 1) (Polynucleotide adenylyltransferase) (Terminal uridylyltransferase 1) (TUTase 1) (mtPAP)	582	reviewed	9606		
