# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-13T04:25:20Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
rank	accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff	robust_z
3022	Q8TDB6	DTX3L	2	740	83553.3	50	0.598421	50	48	0.04	0.829651
3023	Q9NXC5	MIOS	2	875	98583.1	59	0.59848	59	56	0.0508475	0.830308
3024	P30101	PDIA3	2	505	56781.7	34	0.598784	34	32	0.0588235	0.833689
3025	Q9P0J0	NDUFA13	2	144	16698	10	0.598873	10	10	0	0.834666
3026	P52895	AKR1C2	2	323	36734.8	22	0.598887	22	21	0.0454545	0.834829
3027	P0CAP2	POLR2M	1	368	41738.9	25	0.598962	25	24	0.04	0.83566
3028	Q8N1F7	NUP93	2	819	93486.8	56	0.599015	56	56	0	0.83625
3029	Q7Z3E5	ARMC9	2	818	91817.2	55	0.599016	55	53	0.0363636	0.836264
3030	Q8IYI6	EXOC8	2	725	81797.9	49	0.599038	49	48	0.0204082	0.836498
3031	Q9UKU7	ACAD8	2	415	45069.2	27	0.599078	27	27	0	0.836953
3032	Q8NFW8	CMAS	2	434	48378.6	29	0.599438	29	29	0	0.840949
3033	O00161	SNAP23	2	211	23353.8	14	0.599475	14	14	0	0.84136
3034	P30038	ALDH4A1	2	563	61718.6	37	0.599496	37	36	0.027027	0.841583
3035	Q9BRX2	PELO	2	385	43358.5	26	0.599651	26	26	0	0.843311
3036	Q16816	PHKG1	2	387	45023.1	27	0.599692	27	28	-0.037037	0.843761
3037	P30626	SRI	1	198	21676.1	13	0.599738	13	12	0.0769231	0.844277
3038	Q6STE5	SMARCD3	2	483	55015	33	0.599836	33	29	0.121212	0.845366
3039	Q9UG56	PISD	2	409	46671.1	28	0.599944	28	27	0.0357143	0.846558
3040	O95822	MLYCD	2	493	55002.6	33	0.599972	33	34	-0.030303	0.846873
3041	Q14980	NUMA1	2	2115	238255	143	0.600198	143	142	0.00699301	0.849377
3042	Q9UNH7	SNX6	2	406	46648.1	28	0.600239	28	26	0.0714286	0.849834
3043	Q9HCY8	S100A14	2	104	11661.9	7	0.600243	7	8	-0.142857	0.849886
3044	Q8N5N7	MRPL50	2	158	18324.7	11	0.600283	11	11	0	0.850327
3045	P01833	PIGR	2	764	83282.6	50	0.600365	50	49	0.02	0.851239
3046	Q9BS92	NIPSNAP3B	2	247	28313	17	0.600432	17	17	0	0.851974
3047	Q9Y6B7	AP4B1	2	739	83258.4	50	0.60054	50	47	0.06	0.85318
3048	Q08043	ACTN3	1	901	103240	62	0.600545	62	63	-0.016129	0.853229
3049	Q13496	MTM1	1	603	69930.7	42	0.600595	42	41	0.0238095	0.853786
3050	O00165	HAX1	2	279	31620	19	0.600885	19	18	0.0526316	0.85701
3051	Q7Z7B0	FILIP1	2	1213	138107	83	0.600982	83	79	0.0481928	0.858083
3052	O15372	EIF3H	2	352	39929.7	24	0.601056	24	24	0	0.858907
3053	Q8IUD2	ERC1	2	1116	128084	77	0.601167	77	76	0.012987	0.860136
3054	P49247	RPIA	2	311	33268.6	20	0.601168	20	20	0	0.860155
3055	P49753	ACOT2	2	483	53217.7	32	0.601303	32	32	0	0.861654
3056	O75718	CRTAP	2	401	46561.2	28	0.601359	28	27	0.0357143	0.862276
3057	Q9Y266	NUDC	2	331	38242.4	23	0.601427	23	23	0	0.863024
3058	P48047	ATP5PO	2	213	23277	14	0.601451	14	14	0	0.863293
3059	A4D126	CRPPA	2	451	49871.9	30	0.601541	30	26	0.133333	0.864294
3060	P60468	SEC61B	2	96	9974.35	6	0.601543	6	6	0	0.86431
3061	P53582	METAP1	2	386	43214.7	26	0.601647	26	22	0.153846	0.865472
3062	P50570	DNM2	2	870	98062.7	59	0.601656	59	56	0.0508475	0.865564
3063	Q8WXX5	DNAJC9	2	260	29909.3	18	0.601819	18	18	0	0.86738
3064	Q9NR12	PDLIM7	1	457	49844	30	0.601877	30	26	0.133333	0.868026
3065	P49914	MTHFS	2	203	23255.3	14	0.602013	14	13	0.0714286	0.869535
3066	Q96A35	MRPL24	2	216	24914.5	15	0.602058	15	16	-0.0666667	0.870031
3067	P51659	HSD17B4	2	736	79685.3	48	0.602369	48	43	0.104167	0.873487
3068	Q9Y4P3	TBL2	2	447	49797.1	30	0.602444	30	31	-0.0333333	0.87432
3069	P02750	LRG1	2	347	38177.2	23	0.602454	23	22	0.0434783	0.874432
3070	P25705	ATP5F1A	2	553	59749.8	36	0.602513	36	36	0	0.875081
3071	O75436	VPS26A	2	327	38169.4	23	0.602576	23	22	0.0434783	0.875783
3072	Q92947	GCDH	2	438	48126.5	29	0.602579	29	29	0	0.875816
3073	P00367	GLUD1	2	558	61397.1	37	0.602635	37	35	0.0540541	0.876434
3074	Q13347	EIF3I	2	325	36501.4	22	0.602716	22	22	0	0.877341
3075	Q13884	SNTB1	2	538	58060.2	35	0.602823	35	34	0.0285714	0.878521
3076	P12829	MYL4	1	197	21564.4	13	0.602847	13	13	0	0.878785
3077	Q06124	PTPN11	2	593	68010	41	0.602853	41	42	-0.0243902	0.878852
3078	O75116	ROCK2	2	1388	160897	97	0.602868	97	94	0.0309278	0.879028
3079	P15735	PHKG2	2	406	46441.5	28	0.60291	28	27	0.0357143	0.879486
3080	P30533	LRPAP1	2	357	41465.3	25	0.602914	25	26	-0.04	0.879538
3081	Q13526	PIN1	2	163	18243	11	0.602971	11	11	0	0.880167
3082	P82914	MRPS15	2	257	29841.7	18	0.603183	18	19	-0.0555556	0.882523
3083	Q99541	PLIN2	2	437	48074.7	29	0.603228	29	28	0.0344828	0.883018
3084	Q9UK45	LSM7	2	103	11602.2	7	0.603333	7	7	0	0.884184
3085	P61916	NPC2	2	151	16570	10	0.6035	10	10	0	0.886043
3086	Q12983	BNIP3	2	194	21540.6	13	0.603511	13	12	0.0769231	0.88616
3087	Q9NVJ2	ARL8B	2	186	21538.7	13	0.603565	13	12	0.0769231	0.88676
3088	O43615	TIMM44	2	452	51355	31	0.603641	31	31	0	0.887604
3089	O43819	SCO2	1	266	29809.4	18	0.603836	18	19	-0.0555556	0.889773
3090	P08174	CD55	2	381	41399.7	25	0.603869	25	24	0.04	0.890131
3091	P40925	MDH1	2	334	36425.7	22	0.60397	22	22	0	0.891255
3092	Q99598	TSNAX	2	290	33112	20	0.60401	20	20	0	0.891704
3093	P09913	IFIT2	2	472	54631.5	33	0.604048	33	33	0	0.892119
3094	O94929	ABLIM3	2	683	77800.6	47	0.604109	47	47	0	0.892797
3095	Q4V328	GRIPAP1	2	841	96003.8	58	0.604143	58	57	0.0172414	0.893174
3096	A4UGR9	XIRP2	1	3374	382294	231	0.604246	231	222	0.038961	0.894326
3097	O75663	TIPRL	2	272	31443.5	19	0.604258	19	19	0	0.894455
3098	P34932	HSPA4	2	840	94329.8	57	0.604263	57	57	0	0.894508
3099	Q9Y5Q8	GTF3C5	2	519	59570	36	0.604331	36	36	0	0.895263
3100	Q9H3H3	C11orf68	2	292	31429.8	19	0.604522	19	17	0.105263	0.897389
3101	Q9Y6N1	COX11	2	276	31429.6	19	0.604526	19	16	0.157895	0.897434
3102	Q9BRQ6	CHCHD6	2	235	26457.3	16	0.604748	16	16	0	0.899893
3103	O15226	NKRF	2	690	77671.9	47	0.605109	47	46	0.0212766	0.903905
3104	Q9BT78	COPS4	2	406	46267.9	28	0.605171	28	28	0	0.904587
3105	Q13451	FKBP5	2	457	51211.7	31	0.60533	31	30	0.0322581	0.906361
3106	P30084	ECHS1	2	290	31387	19	0.605346	19	20	-0.0526316	0.906535
3107	P31946	YWHAB	2	246	28082	17	0.60537	17	17	0	0.906801
3108	Q9UNM6	PSMD13	2	376	42944.8	26	0.605428	26	26	0	0.907441
3109	P62829	RPL23	2	140	14865.3	9	0.605436	9	10	-0.111111	0.907531
3110	O00391	QSOX1	2	747	82576.4	50	0.6055	50	50	0	0.908241
3111	P82650	MRPS22	2	360	41279.7	25	0.605624	25	25	0	0.909619
3112	O14949	UQCRQ	2	82	9906.26	6	0.605677	6	6	0	0.910212
3113	P24534	EEF1B2	2	225	24763.4	15	0.605733	15	14	0.0666667	0.910832
3114	P40123	CAP2	2	477	52823.2	32	0.605795	32	28	0.125	0.911516
3115	Q13620	CUL4B	2	913	103980	63	0.605886	63	64	-0.015873	0.912523
3116	P48556	PSMD8	2	350	39611.3	24	0.605888	24	22	0.0833333	0.912549
3117	Q8IWA4	MFN1	2	741	84158.3	51	0.606001	51	49	0.0392157	0.913805
3118	O15083	ERC2	2	957	110556	67	0.60603	67	66	0.0149254	0.914123
3119	Q9H0P0	NT5C3A	2	336	37947.6	23	0.606098	23	23	0	0.914885
3120	Q96DG6	CMBL	2	245	28047.8	17	0.606108	17	16	0.0588235	0.91499
3121	Q9H9E3	COG4	2	785	89081.8	54	0.606185	54	53	0.0185185	0.915844
3122	Q14789	GOLGB1	2	3259	376013	228	0.606363	228	225	0.0131579	0.917822
3123	P26196	DDX6	2	483	54416.1	33	0.606439	33	29	0.121212	0.918665
3124	Q14642	INPP5A	2	412	47818.9	29	0.606454	29	26	0.103448	0.91884
3125	Q460N5	PARP14	2	1801	202798	123	0.606516	123	123	0	0.919522
3126	Q8NHU6	TDRD7	2	1098	123584	75	0.606875	75	69	0.08	0.923505
3127	Q9UKV8	AGO2	2	859	97206.8	59	0.606953	59	52	0.118644	0.924378
3128	P02585	TNNC2	1	160	18121.8	11	0.607002	11	11	0	0.924921
3129	O43772	SLC25A20	2	301	32943.4	20	0.607103	20	19	0.05	0.926035
3130	O95865	DDAH2	2	285	29643.4	18	0.607217	18	15	0.166667	0.92731
3131	Q8WWM9	CYGB	2	190	21404.3	13	0.607354	13	13	0	0.928822
3132	Q9BY77	POLDIP3	2	421	46088.6	28	0.607525	28	28	0	0.930727
3133	P47813	EIF1AX	2	144	16460.2	10	0.607525	10	10	0	0.93073
3134	P52179	MYOM1	1	1685	187624	114	0.607598	114	112	0.0175439	0.931531
3135	O60826	CCDC22	2	627	70754.2	43	0.607737	43	42	0.0232558	0.933083
3136	Q92520	FAM3C	2	227	24680.2	15	0.607774	15	16	-0.0666667	0.933485
3137	Q86UP2	KTN1	2	1357	156273	95	0.607911	95	94	0.0105263	0.935008
3138	Q5VWZ2	LYPLAL1	2	237	26316	16	0.607995	16	16	0	0.935939
3139	O43374	RASA4	2	803	90456.2	55	0.608029	55	53	0.0363636	0.936319
3140	O14602	EIF1AY	2	144	16442.2	10	0.608192	10	10	0	0.93813
3141	Q13126	MTAP	2	283	31235.7	19	0.608279	19	18	0.0526316	0.939099
3142	P09972	ALDOC	2	364	39455.3	24	0.608283	24	23	0.0416667	0.939139
3143	P11940	PABPC1	2	636	70669.9	43	0.608463	43	38	0.116279	0.941135
3144	P05141	SLC25A5	2	298	32851.8	20	0.608794	20	20	0	0.944817
3145	P0CAP1	MYZAP	1	466	54204.7	33	0.608803	33	33	0	0.944911
3146	P04075	ALDOA	1	364	39419.5	24	0.608836	24	23	0.0416667	0.945282
3147	O14579	COPE	2	308	34481.4	21	0.609024	21	19	0.0952381	0.947365
3148	P25786	PSMA1	2	263	29555.1	18	0.609031	18	18	0	0.947448
3149	Q92552	MRPS27	2	414	47610.5	29	0.609109	29	28	0.0344828	0.94831
3150	P05198	EIF2S1	2	315	36111.8	22	0.60922	22	22	0	0.949542
3151	Q14558	PRPSAP1	2	356	39393.2	24	0.609243	24	24	0	0.949795
3152	Q9NP72	RAB18	2	206	22976.8	14	0.609309	14	14	0	0.950534
3153	Q9BXI3	NT5C1A	2	368	41019.9	25	0.609461	25	25	0	0.952212
3154	Q9P0L0	VAPA	2	249	27892.9	17	0.609474	17	14	0.176471	0.952358
3155	Q9NWV4	CZIB	2	160	18048.2	11	0.609478	11	9	0.181818	0.952401
3156	Q86TU7	SETD3	2	594	67256.2	41	0.609609	41	41	0	0.953864
3157	O75122	CLASP2	2	1294	141061	86	0.609664	86	84	0.0232558	0.95447
3158	O76041	NEBL	1	1014	116452	71	0.609694	71	68	0.0422535	0.954806
3159	O95571	ETHE1	2	254	27872.5	17	0.60992	17	16	0.0588235	0.957309
3160	Q16698	DECR1	2	335	36067.3	22	0.609971	22	22	0	0.957885
3161	Q9NNX1	TUFT1	1	390	44263.1	27	0.609989	27	25	0.0740741	0.958076
3162	Q8IUG5	MYO18B	1	2567	285210	174	0.610076	174	175	-0.00574713	0.95905
3163	Q99584	S100A13	2	98	11471	7	0.610233	7	7	0	0.960784
3164	P31151	S100A7	2	101	11470.8	7	0.610244	7	7	0	0.960906
3165	Q9HB71	CACYBP	2	228	26209.7	16	0.610462	16	14	0.125	0.963326
3166	P82909	KGD4	2	103	11466	7	0.610499	7	6	0.142857	0.963742
3167	O94760	DDAH1	2	285	31121.4	19	0.610513	19	18	0.0526316	0.963894
3168	P33176	KIF5B	2	963	109683	67	0.610849	67	64	0.0447761	0.967629
3169	P49748	ACADVL	2	655	70389.2	43	0.610889	43	43	0	0.968072
3170	P62987	UBA52	2	128	14728.1	9	0.611075	9	9	0	0.970135
3171	Q96DE0	NUDT16	2	195	21273	13	0.611103	13	13	0	0.970447
3172	Q9H3U1	UNC45A	2	944	103075	63	0.611203	63	61	0.031746	0.971556
3173	Q96ER9	CCDC51	2	411	45810.6	28	0.611213	28	28	0	0.971667
3174	Q02383	SEMG2	2	582	65443.3	40	0.611216	40	40	0	0.971702
3175	P49368	CCT3	2	545	60533.1	37	0.611236	37	37	0	0.971926
3176	Q9H8W4	PLEKHF2	2	249	27797.4	17	0.611567	17	17	0	0.975599
3177	P15924	DSP	2	2871	331769	203	0.611872	203	204	-0.00492611	0.978983
3178	P36543	ATP6V1E1	2	226	26144.9	16	0.611974	16	16	0	0.980113
3179	Q9BXJ9	NAA15	2	866	101271	62	0.612219	62	62	0	0.982832
3180	Q9NX18	SDHAF2	2	166	19599.1	12	0.612273	12	10	0.166667	0.983438
3181	Q12981	BNIP1	2	228	26131.9	16	0.612278	16	16	0	0.983493
3182	P62979	RPS27A	2	156	17964.8	11	0.61231	11	11	0	0.983847
3183	Q15181	PPA1	2	289	32659.7	20	0.612376	20	20	0	0.984582
3184	Q7L0Y3	TRMT10C	2	403	47346.3	29	0.612509	29	29	0	0.986051
3185	Q5JR59	MTUS2	2	1369	150192	92	0.612547	92	85	0.076087	0.986482
3186	Q16222	UAP1	2	522	58768.3	36	0.612576	36	36	0	0.986795
3187	P60228	EIF3E	2	445	52220	32	0.612792	32	32	0	0.989198
3188	Q86TN4	TRPT1	2	253	27741.5	17	0.612801	17	17	0	0.9893
3189	Q96DC8	ECHDC3	2	303	32633.2	20	0.612873	20	20	0	0.990093
3190	P22570	FDXR	2	491	53836	33	0.612973	33	32	0.030303	0.991202
3191	P13073	COX4I1	2	169	19576.5	12	0.612981	12	12	0	0.991301
3192	P51151	RAB9A	2	201	22837.3	14	0.613033	14	14	0	0.991871
3193	O15514	POLR2D	2	142	16311	10	0.613083	10	10	0	0.992429
3194	P41250	GARS1	2	739	83164.5	51	0.613243	51	51	0	0.994201
3195	Q9BW91	NUDT9	2	350	39124.4	24	0.613428	24	23	0.0416667	0.996255
3196	O95299	NDUFA10	2	355	40750	25	0.613497	25	23	0.08	0.997021
3197	Q14566	MCM6	2	821	92888	57	0.613642	57	57	0	0.998639
3198	P62195	PSMC5	2	406	45625.4	28	0.613693	28	28	0	0.999197
3199	Q5JQC9	AKAP4	1	854	94475.9	58	0.613913	58	56	0.0344828	1.00164
3200	Q13011	ECH1	2	328	35815.7	22	0.614257	22	22	0	1.00546
3201	Q02045	MYL5	2	173	19533.8	12	0.614321	12	12	0	1.00617
3202	Q14683	SMC1A	2	1233	143231	88	0.614392	88	87	0.0113636	1.00696
3203	P04792	HSPB1	1	205	22782.1	14	0.614517	14	12	0.142857	1.00835
3204	Q8IW75	SERPINA12	2	414	47174.3	29	0.614741	29	29	0	1.01084
3205	P06733	ENO1	1	434	47168.4	29	0.614818	29	29	0	1.01169
3206	P62491	RAB11A	2	216	24393.2	15	0.614926	15	15	0	1.01289
3207	Q5JNZ5	RPS26P11	2	115	13002.3	8	0.615277	8	8	0	1.01678
3208	O75935	DCTN3	2	186	21119	13	0.615559	13	13	0	1.01991
3209	Q9H2J4	PDCL3	2	239	27614	17	0.61563	17	17	0	1.0207
3210	P08240	SRPRA	2	638	69810.3	43	0.615955	43	40	0.0697674	1.02431
3211	Q96CM3	RPUSD4	2	377	42204.5	26	0.616048	26	22	0.153846	1.02535
3212	Q9UL25	RAB21	2	225	24347.3	15	0.616085	15	15	0	1.02575
3213	Q9UNZ2	NSFL1C	2	370	40572.2	25	0.616186	25	23	0.08	1.02688
3214	Q9NVE7	PANK4	2	773	85989.7	53	0.616353	53	52	0.0188679	1.02873
3215	Q96I24	FUBP3	2	572	61639.5	38	0.616488	38	37	0.0263158	1.03023
3216	Q13439	GOLGA4	2	2230	261136	161	0.616537	161	160	0.00621118	1.03077
3217	P55263	ADK	2	362	40544.9	25	0.616601	25	23	0.08	1.03148
3218	P0CG04	IGLC1	2	106	11347.5	7	0.616875	7	7	0	1.03452
3219	O95817	BAG3	1	575	61593.7	38	0.616947	38	32	0.157895	1.03532
3220	P62258	YWHAE	2	255	29173.5	18	0.616999	18	18	0	1.0359
3221	P13667	PDIA4	2	645	72931.6	45	0.617017	45	46	-0.0222222	1.0361
3222	Q9NUI1	DECR2	2	292	30777.1	19	0.617341	19	19	0	1.0397
3223	P30050	RPL12	2	165	17818.3	11	0.617341	11	11	0	1.03971
3224	Q7Z4W1	DCXR	2	244	25912.8	16	0.617456	16	16	0	1.04098
3225	B1AJZ9	FHAD1	2	1412	161901	100	0.61766	100	99	0.01	1.04324
3226	O75821	EIF3G	2	320	35610.6	22	0.617794	22	20	0.0909091	1.04473
3227	P25787	PSMA2	2	234	25898.3	16	0.617802	16	13	0.1875	1.04482
3228	Q99807	COQ7	2	217	24276.6	15	0.617878	15	16	-0.0666667	1.04566
3229	O60701	UGDH	2	494	55023.4	34	0.617919	34	33	0.0294118	1.04612
3230	O75781	PALM	2	387	42075.4	26	0.617939	26	26	0	1.04634
3231	Q9P0K7	RAI14	2	980	110040	68	0.61796	68	67	0.0147059	1.04657
3232	P36871	PGM1	2	562	61448.3	38	0.618406	38	37	0.0263158	1.05153
3233	Q9GZZ1	NAA50	2	169	19398.1	12	0.618616	12	12	0	1.05386
3234	Q16540	MRPL23	2	153	17781	11	0.61864	11	10	0.0909091	1.05412
3235	P08123	COL1A2	2	1366	129313	80	0.618653	80	79	0.0125	1.05427
3236	Q96SL4	GPX7	2	187	20995.7	13	0.619174	13	12	0.0769231	1.06005
3237	Q9NVI7	ATAD3A	2	586	66217.1	41	0.619175	41	43	-0.0487805	1.06006
3238	P05455	SSB	2	408	46836.5	29	0.619175	29	29	0	1.06007
3239	Q5HYK3	COQ5	2	327	37139.9	23	0.619281	23	24	-0.0434783	1.06123
3240	Q6H8Q1	ABLIM2	1	611	67811.4	42	0.619365	42	40	0.047619	1.06217
3241	O15239	NDUFA1	2	70	8072.28	5	0.619403	5	5	0	1.0626
3242	Q9BYN8	MRPS26	2	205	24211.3	15	0.619545	15	15	0	1.06417
3243	Q15643	TRIP11	2	1979	227582	141	0.619556	141	137	0.0283688	1.06429
3244	P46781	RPS9	2	194	22591.1	14	0.619713	14	14	0	1.06603
3245	P0DOY2	IGLC2	2	106	11293.4	7	0.61983	7	7	0	1.06734
3246	Q9NYK5	MRPL39	2	338	38711.3	24	0.619974	24	24	0	1.06894
3247	Q99996	AKAP9	2	3907	452980	281	0.620337	281	278	0.0106762	1.07296
3248	P47756	CAPZB	1	272	30628.3	19	0.620341	19	19	0	1.07301
3249	Q9BYV2	TRIM54	1	358	40300.4	25	0.620342	25	22	0.12	1.07301
3250	P81605	DCD	2	110	11283.7	7	0.620363	7	8	-0.142857	1.07325
3251	Q9GZP4	PITHD1	2	211	24177.5	15	0.620411	15	16	-0.0666667	1.07379
3252	P58546	MTPN	2	118	12894.6	8	0.620414	8	8	0	1.07382
3253	P60900	PSMA6	1	246	27399.2	17	0.620457	17	13	0.235294	1.07429
3254	Q9NX62	BPNT2	2	359	38681	24	0.62046	24	21	0.125	1.07433
3255	P09001	MRPL3	2	348	38632.2	24	0.621244	24	21	0.125	1.08303
3256	P0DOY3	IGLC3	2	106	11265.4	7	0.621371	7	7	0	1.08444
3257	Q5JSH3	WDR44	2	913	101365	63	0.621516	63	61	0.031746	1.08606
3258	P61764	STXBP1	2	594	67567.7	42	0.621599	42	42	0	1.08697
3259	Q06210	GFPT1	2	699	78805.4	49	0.621785	49	49	0	1.08904
3260	Q9BRJ2	MRPL45	2	306	35350.4	22	0.622341	22	21	0.0454545	1.09521
3261	Q8N8F7	LSMEM1	2	131	14461.4	9	0.622346	9	9	0	1.09526
3262	Q96BR5	COA7	2	231	25708.8	16	0.622355	16	16	0	1.09536
3263	Q9BVK6	TMED9	2	235	27277	17	0.623236	17	16	0.0588235	1.10515
3264	Q69YU5	UQCC6	2	71	8022.4	5	0.623255	5	5	0	1.10536
3265	Q13796	SHROOM2	2	1616	176407	110	0.623558	110	106	0.0363636	1.10872
3266	Q6P4I2	WDR73	2	378	41684.4	26	0.623734	26	26	0	1.11068
3267	O60504	SORBS3	2	671	75339.8	47	0.62384	47	40	0.148936	1.11185
3268	Q8NEX9	SDR9C7	2	313	35262.4	22	0.623894	22	23	-0.0454545	1.11245
3269	Q93045	STMN2	2	179	20827.8	13	0.624167	13	12	0.0769231	1.11548
3270	O60832	DKC1	2	514	57673.4	36	0.624205	36	34	0.0555556	1.1159
3271	P05783	KRT18	2	430	48057	30	0.624258	30	28	0.0666667	1.11649
3272	O95292	VAPB	2	243	27228.1	17	0.624355	17	15	0.117647	1.11757
3273	Q9Y3F4	STRAP	2	350	38437.8	24	0.624386	24	22	0.0833333	1.11791
3274	Q9UK76	JPT1	2	154	16014.3	10	0.624441	10	8	0.2	1.11852
3275	Q15276	RABEP1	2	862	99288.7	62	0.624442	62	62	0	1.11853
3276	Q7L1Q6	BZW1	2	419	48042.6	30	0.624446	30	30	0	1.11858
3277	Q969P5	FBXO32	1	355	41636.6	26	0.624451	26	26	0	1.11864
3278	O15498	YKT6	2	198	22417.3	14	0.624519	14	14	0	1.11939
3279	Q9UBI6	GNG12	2	72	8006.09	5	0.624525	5	5	0	1.11946
3280	O95881	TXNDC12	2	172	19205.5	12	0.62482	12	13	-0.0833333	1.12273
3281	P61086	UBE2K	2	200	22406.3	14	0.624824	14	14	0	1.12278
3282	Q08257	CRYZ	2	329	35206.2	22	0.62489	22	20	0.0909091	1.12351
3283	Q7L9B9	EEPD1	2	569	62401.7	39	0.624983	39	36	0.0769231	1.12454
3284	Q04828	AKR1C1	2	323	36787.9	23	0.625206	23	22	0.0434783	1.12702
3285	Q8IUR0	TRAPPC5	2	188	20782.7	13	0.62552	13	14	-0.0769231	1.1305
3286	P12004	PCNA	2	261	28768.4	18	0.625686	18	18	0	1.13235
3287	O96000	NDUFB10	2	172	20776.4	13	0.625711	13	12	0.0769231	1.13262
3288	P62888	RPL30	2	115	12783.9	8	0.625786	8	8	0	1.13346
3289	Q9NTK5	OLA1	2	396	44743	28	0.625796	28	26	0.0714286	1.13357
3290	Q9NUQ9	CYRIB	2	324	36747.5	23	0.625893	23	23	0	1.13464
3291	Q13464	ROCK1	2	1354	158173	99	0.625899	99	96	0.030303	1.13471
3292	P61925	PKIA	2	76	7988.4	5	0.625908	5	5	0	1.13481
3293	Q02543	RPL18A	2	176	20762.1	13	0.62614	13	14	-0.0769231	1.13739
3294	Q8N0Z2	ABRA	1	381	43116.8	27	0.626205	27	24	0.111111	1.13811
3295	P78371	CCT2	2	535	57487.3	36	0.626225	36	36	0	1.13833
3296	Q00796	SORD	2	357	38324.2	24	0.626236	24	23	0.0416667	1.13846
3297	P02452	COL1A1	2	1464	138911	87	0.626302	87	83	0.045977	1.13918
3298	Q06323	PSME1	2	249	28722.8	18	0.626681	18	19	-0.0555556	1.14339
3299	Q6P1L8	MRPL14	2	145	15947.5	10	0.627057	10	10	0	1.14757
3300	Q9Y376	CAB39	2	341	39868.4	25	0.627064	25	26	-0.04	1.14764
3301	Q14019	COTL1	2	142	15944.8	10	0.627164	10	10	0	1.14876
3302	Q7L2E3	DHX30	2	1194	133936	84	0.627165	84	80	0.047619	1.14876
3303	P63244	RACK1	2	317	35076.2	22	0.627206	22	22	0	1.14921
3304	Q8NE62	CHDH	2	594	65357.5	41	0.627319	41	39	0.0487805	1.15048
3305	Q9Y2Q3	GSTK1	2	226	25496.4	16	0.627538	16	15	0.0625	1.15291
3306	Q9UHP9	SMPX	1	88	9558.92	6	0.627686	6	5	0.166667	1.15454
3307	P02458	COL2A1	2	1487	141785	89	0.627713	89	85	0.0449438	1.15485
3308	Q00536	CDK16	2	496	55714.8	35	0.628199	35	33	0.0571429	1.16024
3309	Q9BYD2	MRPL9	2	267	30242.9	19	0.628246	19	19	0	1.16076
3310	P04080	CSTB	2	98	11139.4	7	0.628398	7	6	0.142857	1.16245
3311	Q9Y3B7	MRPL11	2	192	20682.9	13	0.628539	13	14	-0.0769231	1.16402
3312	Q96S66	CLCC1	2	551	62021.7	39	0.628812	39	36	0.0769231	1.16705
3313	Q9NZD2	GLTP	2	209	23849.5	15	0.628945	15	14	0.0666667	1.16852
3314	P30046	DDT	2	118	12711.6	8	0.629348	8	7	0.125	1.173
3315	Q6SZW1	SARM1	2	724	79387	50	0.629826	50	48	0.04	1.17831
3316	Q9Y3E2	BOLA1	2	137	14289.2	9	0.629848	9	9	0	1.17855
3317	Q9NUU7	DDX19A	2	478	53974.3	34	0.62993	34	34	0	1.17946
3318	Q15149	PLEC	1	4684	531781	335	0.629958	335	334	0.00298507	1.17978
3319	O95563	MPC2	2	127	14278.6	9	0.630312	9	9	0	1.1837
3320	Q92878	RAD50	2	1312	153890	97	0.630321	97	97	0	1.1838
3321	Q9H2K0	MTIF3	2	278	31724.9	20	0.630419	20	18	0.1	1.18489
3322	Q5TZA2	CROCC	2	2017	228420	144	0.630419	144	143	0.00694444	1.18489
3323	Q96EL2	MRPS24	2	167	19014.9	12	0.631085	12	12	0	1.19229
3324	Q13232	NME3	2	169	19014.8	12	0.631088	12	12	0	1.19232
3325	Q96A32	MYL11	2	169	19014.4	12	0.631102	12	12	0	1.19247
3326	O00299	CLIC1	2	241	26922.4	17	0.631444	17	17	0	1.19627
3327	Q7Z460	CLASP1	2	1538	169448	107	0.631463	107	105	0.0186916	1.19648
3328	Q9Y399	MRPS2	2	296	33248.6	21	0.631605	21	22	-0.047619	1.19805
3329	Q92917	GPKOW	2	476	52228.1	33	0.631843	33	32	0.030303	1.2007
3330	Q9HC38	GLOD4	2	313	34793	22	0.632311	22	22	0	1.20589
3331	P82932	MRPS6	2	125	14226.4	9	0.632629	9	9	0	1.20942
3332	P41218	MNDA	2	407	45835.6	29	0.632696	29	28	0.0344828	1.21017
3333	P82933	MRPS9	2	396	45834.1	29	0.632716	29	29	0	1.21039
3334	O00217	NDUFS8	2	210	23704.8	15	0.632784	15	15	0	1.21114
3335	Q9H425	C1orf198	2	327	36345.8	23	0.63281	23	24	-0.0434783	1.21143
3336	P01034	CST3	2	146	15799	10	0.632951	10	10	0	1.213
3337	P25325	MPST	2	297	33177.9	21	0.632951	21	19	0.0952381	1.213
3338	P04279	SEMG1	2	462	52130	33	0.633033	33	33	0	1.21391
