accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
Q9BQ13	KCTD14	2	0	0	0	0	0	0	0	0	0	0	29590.8100	0
Q9BQ67	GRWD1	2	4	4	4	0	4	0	0	0	0	319.92	49418.3750	0.006473705378
Q9BQ69	MACROD1	2	5	5	5	0	4	0	0	1	0	324.23	35504.5900	0.0091320587
Q9BQA1	WDR77	2	1	1	1	0	1	0	0	0	0	79.98	36723.7850	0.002177880085
Q9BQC6	MRPL57	2	0	0	0	0	0	0	0	0	0	0	12266.0450	0
Q9BQE3	TUBA1C	2	5	5	5	0	5	0	0	0	0	292	49894.7200	0.005852322651
Q9BQE5	APOL2	2	2	2	2	0	2	0	0	0	0	122.02	37077.7800	0.003290919791
Q9BQG0	MYBBP1A	2	24	24	24	0	23	0	0	1	0	1666.64	148851.9650	0.01119662747
Q9BQS8	FYCO1	2	5	5	5	0	5	0	0	0	0	361.96	166848.4800	0.002169393452
Q9BR39	JPH2	1	12	12	12	0	12	0	0	0	0	959.76	74220.4650	0.01293120435
Q9BR76	CORO1B	2	1	1	1	0	1	0	0	0	0	79.98	54233.9300	0.001474722558
Q9BRA2	TXNDC17	2	2	2	2	0	1	0	0	0	1	40.024	13809.4950	0.002898295702
Q9BRC7	PLCD4	2	1	1	1	0	1	0	0	0	0	79.98	87583.7850	0.0009131827313
Q9BRF8	CPPED1	2	2	2	2	0	2	0	0	0	0	159.96	35547.7550	0.004499862228
Q9BRG1	VPS25	2	0	0	0	0	0	0	0	0	0	0	20747.3850	0
Q9BRJ2	MRPL45	2	0	0	0	0	0	0	0	0	0	0	35350.4050	0
Q9BRQ6	CHCHD6	2	5	5	5	0	2	1	0	0	2	366.288	26326.1150	0.01391348477
Q9BRT2	UQCC2	2	0	0	0	0	0	0	0	0	0	0	13277.6300	0
Q9BRT3	MIEN1	2	3	3	3	0	1	1	0	0	1	312.504	11946.2100	0.02615925888
Q9BRX2	PELO	2	5	5	5	0	4	0	0	1	0	301.9	43358.5400	0.006962872827
Q9BRX8	PRXL2A	2	0	0	0	0	0	0	0	0	0	0	25763.8300	0
Q9BRZ2	TRIM56	2	3	3	3	0	3	0	0	0	0	239.94	81486.5900	0.002944533573
Q9BS26	ERP44	2	3	3	2	1	0	0	0	0	3	-4.032	43717.5400	-9.222842822e-05
Q9BS92	NIPSNAP3B	2	2	2	2	0	2	0	0	0	0	200.14	28312.9700	0.007068845126
Q9BSD7	NTPCR	2	2	2	2	0	2	0	0	0	0	84.08	20581.6700	0.004085188423
Q9BSE5	AGMAT	2	3	3	3	0	3	0	0	0	0	184.15	34078.8200	0.00540364954
Q9BSH4	TACO1	2	0	0	0	0	0	0	0	0	0	0	32476.6300	0
Q9BSH5	HDHD3	2	2	2	2	0	2	0	0	0	0	142.11	27999.4500	0.005075456839
Q9BSJ8	ESYT1	2	10	10	10	0	10	0	0	0	0	723.92	122854.3950	0.005892503886
Q9BSL1	UBAC1	2	2	2	2	0	2	0	0	0	0	84.08	45337.6600	0.001854528884
Q9BT78	COPS4	2	2	2	2	0	2	0	0	0	0	84.08	46136.7500	0.001822408384
Q9BTC0	DIDO1	2	32	32	32	0	30	0	0	2	0	1895.96	243868.9550	0.007774503319
Q9BTD8	RBM42	2	6	6	6	0	6	0	0	0	0	234.22	50282.1600	0.004658113335
Q9BTE3	MCMBP	2	4	4	4	0	4	0	0	0	0	319.92	72979.0550	0.004383723522
Q9BTE6	AARSD1	2	1	1	1	0	1	0	0	0	0	79.98	45478.9450	0.001758615993
Q9BTM1	H2AJ	2	5	5	4	1	5	0	0	0	0	178.09	13888.0250	0.01282327761
Q9BTV4	TMEM43	2	1	1	1	0	1	0	0	0	0	42.04	44743.6800	0.0009395740359
Q9BTY7	HGH1	2	4	4	4	0	4	0	0	0	0	281.98	41997.2400	0.006714250746
Q9BTZ2	DHRS4	2	9	9	9	0	9	0	0	0	0	686.36	29536.8150	0.02323744114
Q9BU02	THTPA	2	1	1	1	0	1	0	0	0	0	42.04	25434.3300	0.001652884114
Q9BU61	NDUFAF3	2	0	0	0	0	0	0	0	0	0	0	20349.8950	0
Q9BU89	DOHH	2	1	1	1	0	1	0	0	0	0	42.04	32903.6550	0.001277669608
Q9BUB5	MKNK1	2	7	7	7	0	7	0	0	0	0	559.86	51341.6600	0.01090459483
Q9BUB7	TMEM70	2	0	0	0	0	0	0	0	0	0	0	20532.3000	0
Q9BUF5	TUBB6	2	2	2	1	1	2	0	0	0	0	79.98	49856.5050	0.001604203905
Q9BUJ2	HNRNPUL1	2	20	20	20	0	11	0	0	9	0	298.01	95737.3550	0.003112787062
Q9BUK0	CHCHD7	2	2	2	2	0	0	0	0	0	2	-4.032	10095.3700	-0.000399391008
Q9BUL8	PDCD10	2	2	2	2	0	1	0	0	1	0	24.02	24701.2450	0.0009724206209
Q9BUP0	EFHD1	2	1	1	1	0	1	0	0	0	0	79.98	26927.2700	0.002970223123
Q9BUQ8	DDX23	2	6	6	6	0	4	0	0	2	0	283.88	95581.1250	0.002970042464
Q9BUR5	APOO	2	1	1	0	1	0	0	1	0	0	0	19578.0900	0
Q9BV20	MRI1	2	1	1	1	0	1	0	0	0	0	42.04	39149.2300	0.001073839766
Q9BV79	MECR	2	7	7	7	0	7	0	0	0	0	526.4	34701.7050	0.01516928347
Q9BV86	NTMT1	2	2	2	2	0	2	0	0	0	0	84.08	25386.6900	0.003311971746
Q9BVA1	TUBB2B	2	11	11	10	1	9	0	0	2	0	520	49952.4800	0.01040989356
Q9BVC6	TMEM109	2	0	0	0	0	0	0	0	0	0	0	22751.2350	0
Q9BVG4	PBDC1	2	3	3	3	0	3	0	0	0	0	239.94	26056.5300	0.009208440264
Q9BVG9	PTDSS2	2	4	4	3	1	3	0	1	0	0	239.94	56252.1700	0.004265435449
Q9BVJ6	UTP14A	2	18	18	18	0	14	0	0	4	0	889.64	87976.5300	0.01011224244
Q9BVJ7	DUSP23	2	0	0	0	0	0	0	0	0	0	0	16456.7000	0
Q9BVK6	TMED9	2	2	2	1	1	1	0	1	0	0	42.04	23321.1550	0.001802655143
Q9BVM4	GGACT	2	0	0	0	0	0	0	0	0	0	0	17328.3200	0
Q9BVP2	GNL3	2	14	14	14	0	6	0	0	8	0	297.78	61992.4100	0.004803491266
Q9BVS5	TRMT61B	2	0	0	0	0	0	0	0	0	0	0	52964.5700	0
Q9BVT8	TMUB1	2	5	5	5	0	5	0	0	0	0	399.9	26260.8350	0.01522800018
Q9BVV7	TIMM21	2	0	0	0	0	0	0	0	0	0	0	26023.5550	0
Q9BW27	NUP85	2	3	3	3	0	3	0	0	0	0	164.06	75018.1250	0.002186938157
Q9BW30	TPPP3	2	1	1	1	0	1	0	0	0	0	42.04	18854.0900	0.002229754923
Q9BW72	HIGD2A	2	1	1	1	0	1	0	0	0	0	42.04	11397.2000	0.003688625276
Q9BW91	NUDT9	2	1	1	1	0	1	0	0	0	0	79.98	34203.7450	0.002338340436
Q9BW92	TARS2	2	1	1	1	0	1	0	0	0	0	79.98	81034.6850	0.0009869847708
Q9BWF3	RBM4	2	4	4	4	0	2	0	0	2	0	123.92	40313.2650	0.003073926163
Q9BWH2	FUNDC2	2	3	3	3	0	3	0	0	0	0	239.94	20675.4200	0.01160508469
Q9BWM7	SFXN3	2	1	1	1	0	1	0	0	0	0	42.04	35502.8400	0.001184130622
Q9BWS9	CHID1	2	0	0	0	0	0	0	0	0	0	0	42771.2950	0
Q9BX46	RBM24	2	0	0	0	0	0	0	0	0	0	0	24775.4450	0
Q9BX66	SORBS1	2	43	43	43	0	43	0	0	0	0	3439.14	142510.4250	0.0241325503
Q9BX68	HINT2	2	2	2	2	0	2	0	0	0	0	84.08	15511.4750	0.005420503208
Q9BXI3	NT5C1A	2	0	0	0	0	0	0	0	0	0	0	41019.8850	0
Q9BXJ8	TMEM120A	2	0	0	0	0	0	0	0	0	0	0	40609.6400	0
Q9BXJ9	NAA15	2	8	8	8	0	8	0	0	0	0	526.02	101271.0250	0.005194180665
Q9BXK5	BCL2L13	2	12	12	12	0	12	0	0	0	0	959.76	52722.3000	0.01820406166
Q9BXN1	ASPN	2	5	5	3	2	0	0	2	0	3	-6.048	39749.0550	-0.0001521545607
Q9BXP5	SRRT	2	16	16	16	0	15	0	0	1	0	945.89	100533.9100	0.00940866619
Q9BXS1	IDI2	2	0	0	0	0	0	0	0	0	0	0	26752.1300	0
Q9BXS5	AP1M1	2	4	4	4	0	4	0	0	0	0	281.98	48455.1150	0.005819406269
Q9BXW6	OSBPL1A	2	1	1	1	0	1	0	0	0	0	79.98	108468.3550	0.0007373579142
Q9BXW7	HDHD5	2	0	0	0	0	0	0	0	0	0	0	44006.0650	0
Q9BY32	ITPA	2	1	1	1	0	1	0	0	0	0	42.04	21314.2000	0.001972393991
Q9BY43	CHMP4A	2	1	1	1	0	1	0	0	0	0	79.98	25097.8650	0.003186725245
Q9BY77	POLDIP3	2	18	18	18	0	13	0	0	5	0	845.75	45957.4250	0.01840290225
Q9BYC9	MRPL20	2	0	0	0	0	0	0	0	0	0	0	16351.9950	0
Q9BYD1	MRPL13	2	1	1	1	0	1	0	0	0	0	42.04	20560.4000	0.002044707301
Q9BYD2	MRPL9	2	0	0	0	0	0	0	0	0	0	0	24824.7700	0
Q9BYD3	MRPL4	2	1	1	1	0	1	0	0	0	0	14.03	34918.6300	0.0004017912501
Q9BYD6	MRPL1	2	0	0	0	0	0	0	0	0	0	0	31414.8300	0
Q9BYG3	NIFK	2	19	19	17	2	13	0	0	6	0	601.82	34090.5950	0.01765354931
Q9BYK8	HELZ2	2	1	1	1	0	1	0	0	0	0	79.98	322310.9450	0.0002481454671
Q9BYN8	MRPS26	2	0	0	0	0	0	0	0	0	0	0	21342.8450	0
Q9BYS8	LRRC2	2	0	0	0	0	0	0	0	0	0	0	42942.8600	0
Q9BYT8	NLN	2	1	1	1	0	1	0	0	0	0	42.04	76512.6700	0.000549451483
Q9BYV2	TRIM54	1	0	0	0	0	0	0	0	0	0	0	40300.3650	0
Q9BYV6	TRIM55	2	0	0	0	0	0	0	0	0	0	0	60464.8550	0
Q9BYV7	BCO2	2	0	0	0	0	0	0	0	0	0	0	65673.3300	0
Q9BYV8	CEP41	2	5	5	5	0	5	0	0	0	0	333.95	41367.7700	0.008072709745
Q9BYX4	IFIH1	2	8	8	8	0	6	0	0	2	0	443.84	116687.6000	0.003803660372
Q9BYX7	POTEKP	2	3	3	3	0	3	0	0	0	0	46.03	42015.6800	0.001095543378
Q9BZ29	DOCK9	2	12	12	12	0	12	0	0	0	0	959.76	236442.2300	0.004059173355
Q9BZE1	MRPL37	2	0	0	0	0	0	0	0	0	0	0	45381.6250	0
Q9BZE4	GTPBP4	2	11	11	11	0	8	0	0	3	0	471.96	73832.2800	0.006392325958
Q9BZF3	OSBPL6	2	4	4	4	0	4	0	0	0	0	281.98	106173.1700	0.002655849872
Q9BZF9	UACA	2	2	2	2	0	1	0	0	1	0	24.02	162502.9550	0.0001478126967
Q9BZJ0	CRNKL1	2	2	2	2	0	2	0	0	0	0	122.02	100450.2750	0.001214730373
Q9BZK7	TBL1XR1	2	4	4	4	0	3	0	0	1	0	146.04	55462.8100	0.002633115776
Q9BZL1	UBL5	2	0	0	0	0	0	0	0	0	0	0	8546.8400	0
Q9BZL4	PPP1R12C	2	9	9	9	0	9	0	0	0	0	681.88	84748.5500	0.00804591937
Q9BZQ8	NIBAN1	2	8	8	8	0	7	1	0	0	0	770.22	103002.0600	0.007477714523
Q9BZV1	UBXN6	2	2	2	2	0	2	0	0	0	0	122.02	49752.9300	0.002452518877
Q9BZW5	TM6SF1	2	0	0	0	0	0	0	0	0	0	0	41635.4650	0
Q9BZZ5	API5	2	6	6	6	0	6	0	0	0	0	375.99	58872.5900	0.006386503465
Q9C029	TRIM7	2	1	1	1	0	1	0	0	0	0	79.98	56629.9300	0.001412327368
Q9C0B1	FTO	2	3	3	3	0	2	0	0	1	0	104	58281.1400	0.00178445377
Q9C0C2	CNOT12	2	79	79	79	0	79	0	0	0	0	6252.47	181792.6600	0.0343934128
Q9C0D5	TANC1	2	11	11	11	0	11	0	0	0	0	841.84	202216.0800	0.004163071503
Q9C0E2	XPO4	2	2	2	2	0	2	0	0	0	0	159.96	130137.2300	0.001229164014
Q9C0E8	LNPK	2	14	14	14	0	13	1	0	0	0	1250.1	47608.0100	0.02625818639
Q9C0I1	MTMR12	1	3	3	3	0	3	0	0	0	0	239.94	86146.4300	0.002785257613
Q9GZL7	WDR12	2	3	3	3	0	2	0	0	1	0	104	47576.0250	0.002185974974
Q9GZM7	TINAGL1	2	7	7	5	2	0	0	2	0	5	-10.08	50146.9950	-0.0002010090535
Q9GZP4	PITHD1	2	1	1	1	0	1	0	0	0	0	79.98	24177.5100	0.003308032961
Q9GZQ8	MAP1LC3B	2	2	2	1	1	0	2	0	0	0	699.99	14129.1050	0.04954241617
Q9GZR7	DDX24	2	12	12	12	0	8	0	0	4	0	491.88	96330.3800	0.005106177304
Q9GZS3	SKIC8	2	2	2	2	0	2	0	0	0	0	84.08	33579.9900	0.002503872098
Q9GZT3	SLIRP	2	3	3	3	0	3	0	0	0	0	239.94	12348.7900	0.01943024377
Q9GZT8	NIF3L1	2	3	3	3	0	3	0	0	0	0	202	41967.4200	0.004813257522
Q9GZT9	EGLN1	2	8	8	8	0	8	0	0	0	0	347	45889.2500	0.007561683837
Q9GZV1	ANKRD2	1	1	1	1	0	1	0	0	0	0	79.98	39858.5950	0.002006593559
Q9GZY8	MFF	2	13	13	13	0	13	0	0	0	0	1039.74	38463.8950	0.02703158377
Q9GZZ1	NAA50	2	6	6	6	0	6	0	0	0	0	328.12	19398.1300	0.01691503253
Q9GZZ8	LACRT	2	1	1	0	1	0	0	1	0	0	0	12263.4300	0
Q9H008	LHPP	2	0	0	0	0	0	0	0	0	0	0	29164.9650	0
Q9H019	MTFR1L	2	9	9	9	0	9	0	0	0	0	719.82	31956.9250	0.02252469535
Q9H061	TMEM126A	2	0	0	0	0	0	0	0	0	0	0	21526.9500	0
Q9H074	PAIP1	2	2	2	2	0	2	0	0	0	0	56.07	53523.9100	0.001047569208
Q9H078	CLPB	2	1	1	1	0	1	0	0	0	0	42.04	74837.9800	0.0005617468563
Q9H0A0	NAT10	2	5	5	5	0	5	0	0	0	0	361.96	115728.1100	0.003127675722
Q9H0D6	XRN2	2	23	23	23	0	23	0	0	0	0	1094.32	108580.9750	0.01007837699
Q9H0E2	TOLLIP	2	1	1	1	0	1	0	0	0	0	42.04	30150.2200	0.001394351351
Q9H0N5	PCBD2	2	6	6	6	0	6	0	0	0	0	426.33	14365.2150	0.02967794078
Q9H0P0	NT5C3A	2	1	1	1	0	1	0	0	0	0	79.98	37947.6450	0.002107640672
Q9H0R4	HDHD2	2	1	1	1	0	1	0	0	0	0	100.07	28535.4800	0.003506862334
Q9H0S4	DDX47	2	4	4	4	0	4	0	0	0	0	281.98	50514.6150	0.00558214687
Q9H0U3	MAGT1	2	2	2	1	1	0	0	1	0	1	-2.016	34871.3350	-5.781252711e-05
Q9H0U4	RAB1B	2	6	6	6	0	4	2	0	0	0	1096.38	22170.9000	0.0494513078
Q9H0U6	MRPL18	2	0	0	0	0	0	0	0	0	0	0	20576.2650	0
Q9H0V9	LMAN2L	2	2	2	1	1	0	0	1	0	1	-2.016	35033.8450	-5.754435461e-05
Q9H0W9	BKGD	2	0	0	0	0	0	0	0	0	0	0	35117.0000	0
Q9H0Z9	RBM38	2	0	0	0	0	0	0	0	0	0	0	25497.5300	0
Q9H173	SIL1	2	2	2	0	2	0	0	2	0	0	0	48842.9050	0
Q9H1B7	IRF2BPL	2	10	10	10	0	9	0	0	1	0	701.8	82657.5450	0.008490452989
Q9H1C7	CYSTM1	2	0	0	0	0	0	0	0	0	0	0	10630.9600	0
Q9H1E1	RNASE7	2	5	5	4	1	0	0	1	0	4	-8.064	14501.6750	-0.0005560736949
Q9H1E3	NUCKS1	2	23	23	23	0	23	0	0	0	0	1839.54	27296.0700	0.06739211909
Q9H1E5	TMX4	2	3	3	3	0	2	0	0	0	1	157.944	36757.0050	0.004296976862
Q9H1H9	KIF13A	2	11	11	11	0	11	0	0	0	0	879.78	202305.6000	0.004348767409
Q9H1K1	ISCU	2	3	2	2	0	3	0	0	0	0	64.12	14385.5200	0.0044572598
Q9H1R3	MYLK2	1	5	5	5	0	5	0	0	0	0	361.96	64552.8300	0.005607190266
Q9H223	EHD4	2	4	4	4	0	4	0	0	0	0	281.98	61174.2300	0.004609457283
Q9H239	MMP28	2	3	3	1	2	0	0	2	0	1	-2.016	44930.0550	-4.486974254e-05
Q9H267	VPS33B	2	1	1	1	0	1	0	0	0	0	42.04	70453.0850	0.0005967091434
Q9H269	VPS16	2	1	1	1	0	1	0	0	0	0	45	94692.1100	0.0004752243878
Q9H270	VPS11	2	4	4	4	0	4	0	0	0	0	216.03	107675.7850	0.002006300674
Q9H299	SH3BGRL3	2	2	2	1	1	1	0	1	0	0	42.04	10306.3650	0.004079032714
Q9H2D6	TRIOBP	2	6	6	6	0	6	0	0	0	0	413.93	261370.8300	0.001583688585
Q9H2G2	SLK	2	23	23	23	0	23	0	0	0	0	1839.54	142692.8400	0.01289160689
Q9H2H8	PPIL3	2	2	2	2	0	2	0	0	0	0	56.07	18023.2050	0.003110989416
Q9H2J4	PDCL3	2	4	4	4	0	4	0	0	0	0	281.98	27613.9900	0.01021149062
Q9H2K0	MTIF3	2	0	0	0	0	0	0	0	0	0	0	28164.6500	0
Q9H2K8	TAOK3	2	9	9	9	0	9	0	0	0	0	681.88	105404.0650	0.006469200215
Q9H2M9	RAB3GAP2	2	5	5	5	0	5	0	0	0	0	399.9	155982.2200	0.002563753741
Q9H2P9	DPH5	2	1	1	1	0	1	0	0	0	0	79.98	31651.0400	0.002526931185
Q9H2S1	KCNN2	1	1	1	1	0	1	0	0	0	0	79.98	63758.7200	0.001254416651
Q9H2U2	PPA2	2	5	5	5	0	5	0	0	0	0	364.2	34706.9850	0.01049356491
Q9H2W6	MRPL46	2	1	1	1	0	1	0	0	0	0	42.04	31704.5800	0.001325991387
Q9H307	PNN	2	36	36	36	0	21	0	0	15	0	1287.54	81495.3350	0.01579894113
Q9H330	TMEM245	2	14	14	10	4	10	0	4	0	0	761.86	97224.3550	0.007836102384
Q9H361	PABPC3	2	10	10	10	0	9	0	0	1	0	334.14	70030.0300	0.004771381649
Q9H3H3	C11orf68	2	1	1	1	0	1	0	0	0	0	14.03	31429.7750	0.0004463919961
Q9H3K2	GHITM	2	0	0	0	0	0	0	0	0	0	0	32080.7150	0
Q9H3N1	TMX1	2	8	8	8	0	5	2	0	0	1	874.704	29151.5950	0.03000535648
Q9H3P7	ACBD3	2	6	6	6	0	6	0	0	0	0	441.94	60592.5550	0.007293635332
Q9H3S7	PTPN23	2	6	6	6	0	6	0	0	0	0	347.98	178970.4350	0.001944343489
Q9H3U1	UNC45A	2	3	3	3	0	3	0	0	0	0	164.06	103075.4250	0.001591649998
Q9H425	C1orf198	2	5	5	5	0	5	0	0	0	0	361.96	36214.6450	0.00999485153
Q9H444	CHMP4B	2	5	5	5	0	5	0	0	0	0	286.08	24818.6200	0.01152682945
Q9H446	RWDD1	2	2	2	2	0	2	0	0	0	0	122.02	27807.9150	0.004387959327
Q9H479	FN3K	2	1	1	1	0	1	0	0	0	0	42.04	35170.6800	0.001195313824
Q9H488	POFUT1	2	6	6	4	2	0	0	2	0	4	-8.064	41279.8050	-0.00019534976
Q9H4A3	WNK1	2	21	21	21	0	21	0	0	0	0	1679.58	250789.7350	0.006697164061
Q9H4A4	RNPEP	2	3	3	3	0	3	0	0	0	0	164.06	72463.5000	0.002264036377
Q9H4B0	OSGEPL1	2	6	6	6	0	6	0	0	0	0	252.24	41633.9600	0.006058515692
Q9H4G4	GLIPR2	2	1	1	1	0	0	1	0	0	0	210.36	17086.9200	0.01231117135
Q9H4I9	SMDT1	2	0	0	0	0	0	0	0	0	0	0	6108.9400	0
Q9H4M9	EHD1	2	3	3	3	0	3	0	0	0	0	202	60625.9650	0.003331905727
Q9H511	KLHL31	2	1	1	1	0	1	0	0	0	0	43.09	70114.0000	0.0006145705565
Q9H583	HEATR1	2	5	5	5	0	5	0	0	0	0	324.02	242366.3350	0.001336901843
Q9H5N1	RABEP2	2	5	5	5	0	5	0	0	0	0	361.96	63410.4150	0.005708210552
Q9H6F2	TMEM38A	2	0	0	0	0	0	0	0	0	0	0	33259.4100	0
Q9H6K4	OPA3	2	0	0	0	0	0	0	0	0	0	0	19864.7050	0
Q9H6L5	RETREG1	2	3	3	3	0	3	0	0	0	0	239.94	54679.6000	0.004388108179
Q9H6N6	MYH16	2	0	0	0	0	0	0	0	0	0	0	128287.8800	0
Q9H6W3	RIOX1	2	4	4	4	0	4	0	0	0	0	281.98	71084.4700	0.003966829886
Q9H6Z4	RANBP3	2	15	15	15	0	15	0	0	0	0	1085.88	60077.7650	0.01807457385
Q9H773	DCTPP1	2	4	4	4	0	4	0	0	0	0	281.98	18549.3300	0.01520162723
Q9H7C4	SYNC	1	3	3	3	0	3	0	0	0	0	239.94	55298.4550	0.004339000068
Q9H7C9	AAMDC	2	0	0	0	0	0	0	0	0	0	0	13332.0550	0
Q9H7D7	WDR26	2	2	2	2	0	2	0	0	0	0	159.96	72122.8700	0.00221788179
Q9H7F0	ATP13A3	2	2	2	2	0	2	0	0	0	0	159.96	138041.0550	0.001158785696
Q9H7Z7	PTGES2	2	1	1	1	0	1	0	0	0	0	79.98	41942.4200	0.001906899983
Q9H845	ACAD9	2	5	5	5	0	5	0	0	0	0	364.2	64817.7850	0.005618828227
Q9H8H3	TMT1A	2	0	0	0	0	0	0	0	0	0	0	24848.5200	0
Q9H8M1	COQ10B	2	0	0	0	0	0	0	0	0	0	0	23235.8500	0
Q9H8W4	PLEKHF2	2	4	4	4	0	4	0	0	0	0	281.98	27797.4400	0.0101440996
Q9H8Y8	GORASP2	2	13	13	13	0	12	1	0	0	0	1066.26	47013.4900	0.02267987337
Q9H987	SYNPO2L	1	34	34	34	0	34	0	0	0	0	1875.99	102479.0200	0.01830608841
Q9H993	DCPH1	2	3	3	3	0	3	0	0	0	0	164.06	51040.2450	0.003214326264
Q9H9A6	LRRC40	2	1	1	1	0	1	0	0	0	0	79.98	68248.8050	0.001171888651
Q9H9B4	SFXN1	2	1	1	1	0	1	0	0	0	0	42.04	35487.7500	0.001184634134
Q9H9E3	COG4	2	2	2	2	0	2	0	0	0	0	122.02	88950.5750	0.001371773032
Q9H9G7	AGO3	2	2	2	2	0	2	0	0	0	0	122.02	97358.9750	0.001253299965
Q9H9J2	MRPL44	2	0	0	0	0	0	0	0	0	0	0	34375.0050	0
Q9H9P8	L2HGDH	2	3	3	3	0	3	0	0	0	0	126.12	45286.6950	0.002784923916
Q9H9S3	SEC61A2	2	0	0	0	0	0	0	0	0	0	0	52247.0450	0
Q9H9S4	CAB39L	2	0	0	0	0	0	0	0	0	0	0	39086.9000	0
Q9HA65	TBC1D17	2	5	5	5	0	5	0	0	0	0	399.9	72669.0550	0.005503030141
Q9HA77	CARS2	2	0	0	0	0	0	0	0	0	0	0	62222.8950	0
Q9HAB8	PPCS	2	1	1	1	0	1	0	0	0	0	42.04	33873.3450	0.001241093845
Q9HAC7	SUGCT	2	1	1	1	0	1	0	0	0	0	42.04	44423.5300	0.0009463453265
Q9HAD4	WDR41	2	0	0	0	0	0	0	0	0	0	0	51727.1500	0
Q9HAN9	NMNAT1	2	2	2	2	0	2	0	0	0	0	159.96	31932.0000	0.005009394964
Q9HAT2	SIAE	2	6	6	0	6	0	0	6	0	0	0	55970.0950	0
Q9HAU0	PLEKHA5	2	13	13	13	0	12	0	0	1	0	903.8	127331.0400	0.007098033598
Q9HAU5	UPF2	2	1	1	1	0	1	0	0	0	0	79.98	147808.0050	0.0005411073642
Q9HAV0	GNB4	2	3	3	3	0	3	0	0	0	0	202	37435.4300	0.005395957787
Q9HAV7	GRPEL1	2	6	6	6	0	6	0	0	0	0	426.33	21336.2350	0.01998150095
Q9HB07	MYG1	2	3	3	3	0	3	0	0	0	0	164.06	37143.1800	0.004416961606
Q9HB40	SCPEP1	2	3	3	0	3	0	0	3	0	0	0	47935.4550	0
Q9HB71	CACYBP	2	8	7	7	0	8	0	0	0	0	370.16	26078.4800	0.0141940788
Q9HB90	RRAGC	2	4	4	4	0	4	0	0	0	0	281.98	44092.1850	0.006395237614
Q9HBH5	RDH14	2	1	1	1	0	1	0	0	0	0	79.98	36864.2350	0.002169582524
Q9HBI1	PARVB	1	2	2	2	0	2	0	0	0	0	159.96	41713.6650	0.003834714595
Q9HBK9	AS3MT	2	1	1	1	0	1	0	0	0	0	79.98	41747.3400	0.001915810684
Q9HBL0	TNS1	2	33	33	31	2	31	0	2	0	0	2479.38	197019.5400	0.01258443706
Q9HBL7	PLGRKT	2	0	0	0	0	0	0	0	0	0	0	17201.0700	0
Q9HBU9	POPDC2	2	2	2	1	1	1	0	1	0	0	79.98	40446.9150	0.001977406682
Q9HC38	GLOD4	2	2	2	2	0	2	0	0	0	0	180.05	34793.0200	0.005174888526
Q9HCC0	MCCC2	2	6	6	6	0	6	0	0	0	0	426.33	58986.5700	0.007227577396
Q9HCE1	MOV10	2	6	6	6	0	6	0	0	0	0	441.94	113669.6100	0.003887934515
Q9HCJ2	LRRC4C	2	2	2	2	0	1	0	0	0	1	77.964	67041.6250	0.001162919306
Q9HCP6	HHATL	2	0	0	0	0	0	0	0	0	0	0	56702.3950	0
Q9HCU0	CD248	2	32	32	5	27	1	0	27	0	4	71.916	79108.7950	0.0009090771766
Q9HCU5	PREB	2	1	1	1	0	1	0	0	0	0	45	45467.4600	0.0009897188011
Q9HCY8	S100A14	2	0	0	0	0	0	0	0	0	0	0	11661.9350	0
Q9HD20	ATP13A1	2	5	5	3	2	3	0	2	0	0	202	132821.6500	0.0015208364
Q9HD33	MRPL47	2	1	1	1	0	1	0	0	0	0	42.04	29449.8950	0.001427509334
Q9HD34	LYRM4	2	1	1	1	0	1	0	0	0	0	100.07	10758.2800	0.009301672758
Q9HD45	TM9SF3	2	2	2	0	2	0	0	2	0	0	0	64979.8700	0
Q9HD47	RANGRF	2	0	0	0	0	0	0	0	0	0	0	20447.7350	0
Q9HDC5	JPH1	1	9	9	9	0	9	0	0	0	0	719.82	71685.0200	0.01004142846
Q9HDC9	APMAP	2	4	4	2	2	2	0	2	0	0	122.02	46348.5600	0.002632660001
Q9NNX1	TUFT1	1	0	0	0	0	0	0	0	0	0	0	44263.1150	0
Q9NP72	RAB18	2	5	5	5	0	3	2	0	0	0	646.94	22677.4700	0.0285278737
Q9NP74	PALMD	2	13	13	13	0	10	0	0	3	0	707.8	62757.1000	0.01127840515
Q9NP77	SSU72	2	0	0	0	0	0	0	0	0	0	0	22574.2050	0
Q9NP79	VTA1	2	1	1	1	0	1	0	0	0	0	42.04	33747.4850	0.001245722459
Q9NP81	SARS2	2	2	2	2	0	2	0	0	0	0	142.11	54379.1150	0.00261331947
Q9NP87	POLM	2	1	1	1	0	1	0	0	0	0	79.98	54814.6250	0.001459099647
Q9NP92	MRPS30	2	0	0	0	0	0	0	0	0	0	0	50363.8800	0
Q9NP97	DYNLRB1	2	1	1	1	0	1	0	0	0	0	42.04	10790.2500	0.003896109914
Q9NP98	MYOZ1	1	1	1	1	0	1	0	0	0	0	79.98	31744.3000	0.002519507439
Q9NPA0	EMC7	2	0	0	0	0	0	0	0	0	0	0	24026.3800	0
Q9NPA8	ENY2	2	2	2	2	0	1	0	0	1	0	24.02	11528.4500	0.002083541153
