# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T07:18:36Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
# v = the entry's published mass share (mass_share, D105), summed over its rows (D47) plus its split of shared rows (D48); as a fraction of the listing (not renormalised).
# sd / n: share_columns -> sd over the replicates of v (the replicate sums, D53a), n = replicates; replicate_columns (log10 runs) -> sd of 10^run in linear space, n = runs present.
# w_<pool> = v / sum over the pool's entries (D31 within pool: the listing renormalised after the contaminant rule removed its rows); _low/_high = (v -/+ sd) over the same denominator, _high plus the whole of every shared row (B5, D48).
# v_<pool>_rep<k> = the entry's share in replicate k (the per-donor sensitivity's input); cv_percent_published = the dataset's own CV column, carried for the first row of the entry.
# match_rule: single | summed:n | shared_split | none (no dataset row, or every row zero-weighted; w = 0).
accession	gene	tier	mw_master	match_rule_erythrocytes	n_rows_erythrocytes	rows_erythrocytes	v_erythrocytes	sd_erythrocytes	n_erythrocytes	published_share_erythrocytes	shared_row_value_erythrocytes	w_erythrocytes	w_erythrocytes_low	w_erythrocytes_high	v_erythrocytes_rep1	v_erythrocytes_rep2	v_erythrocytes_rep3	v_erythrocytes_rep4	match_rule_plasma	n_rows_plasma	rows_plasma	v_plasma	sd_plasma	n_plasma	published_share_plasma	shared_row_value_plasma	w_plasma	w_plasma_low	w_plasma_high	cv_percent_published_plasma
Q96MC5	BMERB1	erythrocytes	23731.2950	single	1	322	0	0	4	0	0	0	0	0	0	0	0	0												
Q96MN5	TCEANC2	erythrocytes	24149.6950	single	1	2294	0	0	4	0	0	0	0	0	0	0	0	0												
Q96MV1	TLCD4	erythrocytes	30040.3600	single	1	2361	4.292510105e-07	8.585020209e-07	4	4.292510105e-07	0	4.329586474e-07	0	1.298875942e-06	0	1.717004042e-06	0	0												
Q96N06	SPATA33	erythrocytes	15460.9900	single	1	2194	0	0	4	0	0	0	0	0	0	0	0	0												
Q96N21	TEPSIN	erythrocytes	55136.0400	single	1	751	3.065484014e-07	6.130968027e-07	4	3.065484014e-07	0	3.091961998e-07	0	9.275885995e-07	1.226193605e-06	0	0	0												
Q96NA2	RILP	erythrocytes	44199.5500	single	1	1925	4.519252143e-05	3.051717076e-05	4	4.519252143e-05	0	4.558286986e-05	1.480210837e-05	7.636363135e-05	2.133703901e-05	1.978973366e-05	5.628801557e-05	8.335529747e-05												
Q96NT3	GUCD1	erythrocytes	27206.6750	single	1	980	6.784943955e-07	7.880768605e-07	4	6.784943955e-07	0	6.843548612e-07	0	1.479238701e-06	0	1.25264121e-06	1.461336372e-06	0												
Q96NW7	LRRC7	erythrocytes	177130.3900	single	1	1293	2.167434762e-05	2.409956103e-05	4	2.167434762e-05	0	2.186155886e-05	0	4.616927879e-05	5.542127573e-05	0	2.115441596e-05	1.01216988e-05												
Q96P70	IPO9	erythrocytes	115829.7450	single	1	1129	0.0002001612477	5.757377236e-05	4	0.0002001612477	0	0.0002018901317	0.0001438190684	0.000259961195	0.0001371289369	0.0001838463927	0.0002755908422	0.0002040788187												
Q96PD5	PGLYRP2	plasma	59979.3000																single	1	250	688500087.8	67418095.32	15	0.0001702707153	0	0.0001708799071	0.0001541473052	0.000187612509	9.6
Q96PL5	ERMAP	erythrocytes	49573.4050	single	1	780	4.617448459e-05	9.409279416e-06	4	4.617448459e-05	0	4.657331469e-05	3.708276303e-05	5.606386635e-05	5.582860065e-05	5.26437997e-05	3.75802718e-05	3.864526623e-05												
Q96PU5	NEDD4L	erythrocytes	111798.9450	single	1	1457	5.966082038e-08	1.193216408e-07	4	5.966082038e-08	0	6.017613812e-08	0	1.805284144e-07	0	2.386432815e-07	0	0												
Q96Q45	TMEM237	erythrocytes	45525.1050	summed:2	2	2350;2351	2.015099057e-06	3.507065607e-06	4	2.015099057e-06	0	2.032504387e-06	0	5.56986212e-06	0	7.243921085e-06	0	8.164751427e-07												
Q96QK1	VPS35	erythrocytes	91705.5850	single	1	2543	2.388474932e-06	2.041566574e-06	4	2.388474932e-06	0	2.40910528e-06	3.499047631e-07	4.468305796e-06	2.729092275e-07	3.232874896e-06	4.827862324e-06	1.220253278e-06												
Q96QR8	PURB	erythrocytes	33109.2700	single	1	1820	2.279949227e-06	1.983921473e-06	4	2.279949227e-06	0	2.299642189e-06	2.985846802e-07	4.300699697e-06	3.984205804e-06	5.964549879e-07	5.275901061e-07	4.011546008e-06												
Q96QU8	XPO6	erythrocytes	128749.7150	single	1	2587	0	0	4	0	0	0	0	0	0	0	0	0												
Q96RD7	PANX1	erythrocytes	48049.3950	single	1	1549	7.380335127e-09	1.476067025e-08	4	7.380335127e-09	0	7.44408245e-09	0	2.233224735e-08	0	0	0	2.952134051e-08												
Q96RL7	VPS13A	erythrocytes	360271.1050	single	1	2537	2.69563737e-05	1.14197719e-05	4	2.69563737e-05	0	2.718920821e-05	1.567079852e-05	3.870761789e-05	2.675533787e-05	2.317061079e-05	1.536828065e-05	4.25312655e-05												
Q96RQ1	ERGIC2	erythrocytes	42548.0600	single	1	775	0.001263702804	0.0005617352892	4	0.001263702804	0	0.001274617982	0.0007080307282	0.001841205235	0.0005522977285	0.00183386955	0.00156397189	0.001104672046												
Q96RS6	NUDCD1	erythrocytes	66754.8400	single	1	1506	1.200747474e-06	7.657194664e-07	4	1.200747474e-06	0	1.211118878e-06	4.387855435e-07	1.983452213e-06	1.997018278e-07	2.001878311e-06	1.518756403e-06	1.082653356e-06												
Q96RT1	ERBIN	erythrocytes	158295.6650	single	1	773	6.154958412e-05	7.596862971e-05	4	6.154958412e-05	0	6.208121597e-05	0	0.0001387060214	0.0001718379813	7.328982498e-07	2.614196306e-05	4.748549385e-05												
Q96S52	PIGS	erythrocytes	61523.9150	single	1	1621	1.985218443e-06	3.593751119e-06	4	1.985218443e-06	0	2.00236568e-06	0	5.627157668e-06	7.360184092e-06	0	0	5.806896788e-07												
Q96S97	MYADM	erythrocytes	35273.0350	single	1	1404	8.883245632e-07	9.258415619e-07	4	8.883245632e-07	0	8.959974279e-07	0	1.829835906e-06	2.047566177e-06	0	3.045981938e-07	1.201133882e-06												
Q96S99	PLEKHF1	erythrocytes	31194.0600	single	1	1645	6.6274282e-06	2.383894553e-06	4	6.6274282e-06	0	6.684672323e-06	4.280186984e-06	9.089157661e-06	8.624910436e-06	8.256631891e-06	6.197594248e-06	3.430576226e-06												
Q96T51	RUFY1	erythrocytes	79816.6550	single	1	2030	2.571282969e-07	2.883982275e-07	4	2.571282969e-07	0	2.593492313e-07	0	5.502384859e-07	0	5.048935752e-07	1.485415669e-08	5.087654556e-07												
Q96T66	NMNAT3	erythrocytes	28321.2150	single	1	1478	0	0	4	0	0	0	0	0	0	0	0	0												
Q96T76	MMS19	erythrocytes	113156.3700	single	1	1366	3.879988337e-07	3.573061518e-07	4	3.879988337e-07	0	3.913501567e-07	3.09577886e-08	7.517425249e-07	7.249693998e-07	6.560092138e-07	0	1.710167212e-07												
Q96TA1	NIBAN2	erythrocytes	84005.3800	single	1	806	7.708196773e-07	5.638127652e-07	4	7.708196773e-07	0	7.774775987e-07	2.087949253e-07	1.346160272e-06	7.020684481e-07	1.22470163e-06	1.156508631e-06	0												
Q96TC7	RMDN3	erythrocytes	52117.4750	single	1	1927	2.305001953e-06	4.610003907e-06	4	2.305001953e-06	0	2.324911307e-06	0	6.974733922e-06	9.220007814e-06	0	0	0												
Q99436	PSMB7	erythrocytes	25294.7350	single	1	1772	0.0001492994563	3.077199158e-05	4	0.0001492994563	0	0.0001505890238	0.0001195512405	0.0001816268071	0.0001058876122	0.0001532730206	0.0001780374658	0.0001599997265												
Q99442	SEC62	erythrocytes	45861.3400	single	1	2076	6.589132317e-07	1.18238846e-06	4	6.589132317e-07	0	6.64604566e-07	0	1.857205855e-06	2.432123944e-06	5.040665911e-08	1.020863089e-07	5.103601426e-08												
Q99460	PSMD1	erythrocytes	105834.8600	single	1	1780	0.0001790376484	5.491004071e-05	4	0.0001790376484	0	0.0001805840783	0.0001251997545	0.0002359684021	0.0002595804038	0.0001649761424	0.0001371195223	0.0001544745252												
Q99471	PFDN5	erythrocytes	17196.7100	single	1	1590	4.845148564e-06	1.079614335e-06	4	4.845148564e-06	0	4.886998323e-06	3.798058866e-06	5.97593778e-06	4.255462186e-06	5.995406501e-06	5.478306201e-06	3.651419365e-06												
Q99497	PARK7	erythrocytes	19759.6450	single	1	1551	0.001337021536	8.056875545e-05	4	0.001337021536	0	0.001348570001	0.001267305337	0.001429834666	0.001408876734	0.001272729509	0.001262005345	0.001404474556												
Q99536	VAT1	erythrocytes	41788.5450	single	1	2524	1.080603757e-05	5.886368581e-06	4	1.080603757e-05	0	1.089937425e-05	4.962162416e-06	1.683658608e-05	1.162636814e-05	2.585184318e-06	1.246806846e-05	1.654452937e-05												
Q99547	MPHOSPH6	erythrocytes	19023.4750	single	1	1375	0	0	4	0	0	0	0	0	0	0	0	0												
Q99549	MPHOSPH8	erythrocytes	97181.0050	single	1	1376	0	0	4	0	0	0	0	0	0	0	0	0												
Q99570	PIK3R4	erythrocytes	152969.8200	single	1	1624	1.211916356e-08	2.423832711e-08	4	1.211916356e-08	0	1.22238423e-08	0	3.667152691e-08	4.847665422e-08	0	0	0												
Q99572	P2RX7	erythrocytes	68584.1600	single	1	1535	0	0	4	0	0	0	0	0	0	0	0	0												
Q99575	POP1	erythrocytes	114707.0450	single	1	1663	1.492923228e-06	2.152616534e-06	4	1.492923228e-06	0	1.505818287e-06	0	3.677027952e-06	4.564769311e-06	1.4069236e-06	0	0												
Q99598	TSNAX	erythrocytes	33112.0250	single	1	2415	2.395361501e-05	5.922130147e-06	4	2.395361501e-05	0	2.416051331e-05	1.818723103e-05	3.01337956e-05	1.68766569e-05	2.538018633e-05	2.246992229e-05	3.108769452e-05												
Q99613	EIF3C	erythrocytes	105342.3000	single	1	719	0	0	4	0	0	0	0	0	0	0	0	0												
Q99618	CDCA3	erythrocytes	28997.8850	single	1	432	0	0	4	0	0	0	0	0	0	0	0	0												
Q99623	PHB2	erythrocytes	33164.6150	single	1	1609	2.634071359e-06	1.811260294e-06	4	2.634071359e-06	0	2.656823036e-06	8.299180602e-07	4.483728011e-06	4.137944249e-06	3.158233627e-06	3.24010756e-06	0												
Q99627	COPS8	erythrocytes	23094.0350	single	1	511	4.510310419e-05	2.243599242e-05	4	4.510310419e-05	0	4.549268028e-05	2.286289795e-05	6.812246261e-05	7.759734441e-05	2.625334859e-05	3.65711318e-05	3.999059194e-05												
Q99698	LYST	erythrocytes	429132.0700	single	1	1303	0	0	4	0	0	0	0	0	0	0	0	0												
Q99712	KCNJ15	erythrocytes	42576.7600	single	1	1163	0	0	4	0	0	0	0	0	0	0	0	0												
Q99720	SIGMAR1	erythrocytes	25127.2500	single	1	2117	0	0	4	0	0	0	0	0	0	0	0	0												
Q99729	HNRNPAB	erythrocytes	36224.5950	single	1	1049	2.220510163e-06	6.840578485e-07	4	2.220510163e-06	0	2.239689722e-06	1.549723354e-06	2.929656091e-06	2.204340677e-06	3.123734e-06	1.465295678e-06	2.088670296e-06												
Q99733	NAP1L4	erythrocytes	42691.7250	summed:2	2	1432;1433	0.0001371803233	6.086780919e-05	4	0.0001371803233	0	0.0001383652123	7.697166009e-05	0.0001997587646	0.0001925843628	0.0001685550126	0.0001343829406	5.319897708e-05												
Q99735	MGST2	erythrocytes	16620.3200	single	1	1353	4.715888165e-06	1.531265325e-06	4	4.715888165e-06	0	4.756621444e-06	3.212129881e-06	6.301113006e-06	4.394744143e-06	3.609560515e-06	6.960700167e-06	3.898547837e-06												
Q99741	CDC6	erythrocytes	62719.3850	single	1	431	0	0	4	0	0	0	0	0	0	0	0	0												
Q99747	NAPG	erythrocytes	34745.8250	single	1	1436	4.330655621e-07	8.661311241e-07	4	4.330655621e-07	0	4.36806147e-07	0	1.310418441e-06	0	1.732262248e-06	0	0												
Q99755	PIP5K1A	erythrocytes	62632.4150	single	1	1630	3.267553956e-06	2.0782426e-06	4	3.267553956e-06	0	3.295777311e-06	1.199583981e-06	5.39197064e-06	5.693680193e-06	3.542934027e-06	6.233005038e-07	3.210301099e-06												
Q99784	OLFM1	plasma	53700.7900																single	1	253	23998494.61	85579385.76	12	5.934989575e-06	0	5.956223685e-06	0	2.719630447e-05	142.5
Q99805	TM9SF2	erythrocytes	72712.8600	single	1	2324	0	0	4	0	0	0	0	0	0	0	0	0												
Q99808	SLC29A1	erythrocytes	50087.4600	summed:2	2	2138;2139	5.108116564e-05	2.481369932e-05	4	5.108116564e-05	0	5.152237698e-05	2.649435041e-05	7.655040355e-05	8.625592454e-05	4.998528071e-05	3.778402541e-05	3.02994319e-05												
Q99816	TSG101	erythrocytes	43812.5400	single	1	2413	5.81314235e-06	2.886888122e-06	4	5.81314235e-06	0	5.863353113e-06	2.951529621e-06	8.775176606e-06	3.137591297e-06	7.805398447e-06	3.543155731e-06	8.766423923e-06												
Q99828	CIB1	erythrocytes	21571.7950	single	1	457	6.648810347e-05	8.976303896e-05	4	6.648810347e-05	0	6.706239157e-05	0	0.0001576007549	0.0002002063014	3.447258614e-05	2.252668499e-05	8.74684132e-06												
Q99829	CPNE1	erythrocytes	59057.9300	single	1	519	1.608959702e-05	3.632940841e-06	4	1.608959702e-05	0	1.622857021e-05	1.256425e-05	1.989289042e-05	2.093488113e-05	1.594872495e-05	1.532364574e-05	1.215113627e-05												
Q99832	CCT7	erythrocytes	59365.8200	single	1	406	0.0006200321409	0.0001622496645	4	0.0006200321409	0	0.0006253876415	0.0004617365527	0.0007890387304	0.000583960448	0.0008525566741	0.0005682232614	0.0004753881803												
Q99873	PRMT1	erythrocytes	42461.1800	single	1	1729	0	0	4	0	0	0	0	0	0	0	0	0												
Q99880	H2BC13	erythrocytes	13820.8400	single	1	1032	8.292897542e-06	1.013582597e-05	4	8.292897542e-06	0	8.364527083e-06	0	1.85879008e-05	8.321185425e-07	1.903405118e-07	2.180961291e-05	1.033951821e-05												
Q99933	BAG1	erythrocytes	38778.2100	single	1	281	7.126951457e-06	1.404509363e-05	4	7.126951457e-06	0	7.188510189e-06	0	2.13549177e-05	2.819341899e-05	3.143868383e-07	0	0												
Q99943	AGPAT1	erythrocytes	28591.1800	single	1	80	1.165711055e-05	6.478594319e-06	4	1.165711055e-05	0	1.175779833e-05	5.22324544e-06	1.829235123e-05	1.618780713e-05	1.556619093e-05	1.265706472e-05	2.217379421e-06												
Q99952	PTPN18	erythrocytes	50481.7050	single	1	1812	0	0	4	0	0	0	0	0	0	0	0	0												
Q99963	SH3GL3	erythrocytes	39284.2200	single	1	2649	0	0	4	0	0	0	0	0	0	0	0	0												
Q99969	RARRES2	erythrocytes;plasma	15876.9300	single	1	1894	2.948049633e-06	4.918227986e-06	4	2.948049633e-06	0	2.973513284e-06	0	7.934222249e-06	6.975874118e-07	1.030645779e-05	7.881533283e-07	0	single	1	288	9981412.409	2097941.262	10	2.468470608e-06	0	2.477302262e-06	1.956610959e-06	2.997993565e-06	20.3
Q99973	TEP1	erythrocytes	290484.8200	single	1	2306	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BPX3	NCAPG	erythrocytes	114332.3500	single	1	1442	1.434581169e-06	1.049741555e-06	4	1.434581169e-06	0	1.446972302e-06	3.881636498e-07	2.505780953e-06	1.266701041e-07	1.395684854e-06	1.521988845e-06	2.693980874e-06												
Q9BPY8	HOPX	erythrocytes	8260.0200	single	1	2650	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BPZ7	MAPKAP1	erythrocytes	58990.7000	single	1	1325	5.49720967e-07	6.349504681e-07	4	5.49720967e-07	0	5.544691579e-07	0	1.194903983e-06	0	0	1.080551136e-06	1.118332732e-06												
Q9BQA1	WDR77	erythrocytes	36723.7850	single	1	2572	4.022813907e-05	1.765911712e-05	4	4.022813907e-05	0	4.057560787e-05	2.27639609e-05	5.838725484e-05	6.624410875e-05	2.691670704e-05	3.324116062e-05	3.451057988e-05												
Q9BRA2	TXNDC17	erythrocytes	13809.4950	single	1	2440	4.586631922e-05	1.292072269e-05	4	4.586631922e-05	0	4.626248755e-05	3.323016268e-05	5.929481242e-05	3.130906245e-05	4.056741562e-05	5.015039515e-05	6.143840365e-05												
Q9BRB3	PIGQ	erythrocytes	83949.4200	single	1	1620	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BRF8	CPPED1	erythrocytes	35547.7550	single	1	522	6.3934013e-05	2.029976423e-05	4	6.3934013e-05	0	6.448624025e-05	4.401113769e-05	8.496134281e-05	8.259380905e-05	3.640040345e-05	7.510075472e-05	6.164108479e-05												
Q9BRG1	VPS25	erythrocytes	20747.3850	single	1	2539	9.007053317e-06	4.583591648e-06	4	9.007053317e-06	0	9.084851347e-06	4.461669126e-06	1.370803357e-05	4.303671848e-06	1.196789986e-05	5.965437334e-06	1.379120422e-05												
Q9BRP4	PAAF1	erythrocytes	42058.2600	single	1	1538	1.119133463e-05	5.021305248e-06	4	1.119133463e-05	0	1.128799929e-05	6.223322741e-06	1.635267585e-05	9.387819008e-06	1.868620695e-05	8.248267916e-06	8.443044645e-06												
Q9BRP8	PYM1	erythrocytes	22655.2150	single	1	2576	6.283207328e-08	4.412720054e-08	4	6.283207328e-08	0	6.337478257e-08	1.886643526e-08	1.078831299e-07	0	6.451144825e-08	9.665753739e-08	9.015930746e-08												
Q9BRR6	ADPGK	erythrocytes	51789.1300	summed:2	2	70;71	2.859592184e-06	3.847082483e-06	4	2.859592184e-06	0	2.884291787e-06	0	6.764603278e-06	8.266737214e-06	2.182205515e-07	2.953410972e-06	0												
Q9BRT2	UQCC2	erythrocytes	13277.6300	single	1	2486	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BRZ2	TRIM56	erythrocytes	81486.5900	single	1	2407	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BS26	ERP44	erythrocytes	43717.5400	single	1	783	9.99063069e-06	6.39220904e-06	4	9.99063069e-06	0	1.007692433e-05	3.62950286e-06	1.652434579e-05	1.908014014e-05	5.581262769e-06	9.837731539e-06	5.46338831e-06												
Q9BS40	LXN	erythrocytes	25749.8250	single	1	1300	0.0002850026549	8.730657586e-05	4	0.0002850026549	0	0.0002874643529	0.0001994036703	0.0003755250355	0.0001581074077	0.000357488755	0.0003161122543	0.0003083022026												
Q9BSF0	AKAP19	erythrocytes	10839.1250	single	1	335	1.066164913e-06	7.722214993e-07	4	1.066164913e-06	0	1.075373866e-06	2.964823371e-07	1.854265395e-06	1.092983551e-06	1.349796813e-06	1.821879288e-06	0												
Q9BSJ5	MTNAP1	erythrocytes	67314.3700	single	1	325	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BSJ8	ESYT1	erythrocytes	122854.3950	single	1	785	4.061457813e-06	3.752453521e-06	4	4.061457813e-06	0	4.096538478e-06	3.116733031e-07	7.881403652e-06	9.683808254e-06	2.070533164e-06	2.052755032e-06	2.438734801e-06												
Q9BSL1	UBAC1	erythrocytes	45337.6600	single	1	2449	0.0002397705564	3.930376772e-05	4	0.0002397705564	0	0.0002418415641	0.0002021983118	0.0002814848164	0.0002227926487	0.0001922028163	0.0002724610554	0.000271625705												
Q9BSQ5	CCM2	erythrocytes	48835.9550	single	1	2651	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BT09	CNPY3	erythrocytes	27466.5150	single	1	490	1.216677395e-05	1.406029521e-05	4	1.216677395e-05	0	1.227186393e-05	0	2.645360432e-05	0	0	2.502425432e-05	2.364284147e-05												
Q9BT73	PSMG3	erythrocytes	13104.3550	single	1	1801	6.622944225e-06	2.059284014e-06	4	6.622944225e-06	0	6.680149617e-06	4.603078627e-06	8.757220607e-06	5.995281291e-06	8.861857818e-06	7.55184949e-06	4.0827883e-06												
Q9BT78	COPS4	erythrocytes	46136.7500	single	1	506	0.0001676706126	5.479139543e-05	4	0.0001676706126	0	0.0001691188602	0.0001138542065	0.0002243835139	8.716907595e-05	0.0001992567145	0.0002050076143	0.0001792490457												
Q9BTC8	MTA3	erythrocytes	67502.6850	single	1	1388	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BTE1	DCTN5	erythrocytes	20126.3850	single	1	594	2.300923736e-07	2.4940679e-07	4	2.300923736e-07	0	2.320797864e-07	0	4.836408167e-07	5.735279779e-07	0	2.416020679e-07	1.052394484e-07												
Q9BTM9	URM1	erythrocytes	11379.8600	single	1	2489	3.31840373e-06	2.50734406e-06	4	3.31840373e-06	0	3.347066297e-06	8.180651628e-07	5.876067432e-06	5.744355595e-06	0	4.649231768e-06	2.880027557e-06												
Q9BTU6	PI4K2A	erythrocytes	54021.4700	single	1	1615	7.625877167e-06	4.995335773e-06	4	7.625877167e-06	0	7.691745348e-06	2.653262581e-06	1.273022812e-05	1.331997503e-05	1.137594507e-06	7.912943769e-06	8.132995362e-06												
Q9BTV4	TMEM43	erythrocytes	44743.6800	single	1	2356	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BTW9	TBCD	erythrocytes	132597.7450	single	1	2291	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BTX7	TTPAL	erythrocytes	38514.5650	single	1	2430	3.202975725e-07	6.40595145e-07	4	3.202975725e-07	0	3.230641288e-07	0	9.691923865e-07	0	0	1.28119029e-06	0												
Q9BTY2	FUCA2	plasma	50950.9200																single	1	264	3061998.686	914915.6662	3	7.572529266e-07	0	7.599622139e-07	5.328878724e-07	9.870365554e-07	34
Q9BTY7	HGH1	erythrocytes	41997.2400	single	1	1026	1.491183899e-05	3.744979739e-06	4	1.491183899e-05	0	1.504063935e-05	1.126331251e-05	1.881796619e-05	1.935243648e-05	1.60861155e-05	1.048987677e-05	1.371892722e-05												
Q9BUB5	MKNK1	erythrocytes	51341.6600	single	1	1360	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BUF5	TUBB6	erythrocytes	49856.5050	single	1	2434	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BUH6	PAXX	erythrocytes	21639.2250	single	1	343	5.769931655e-06	2.500525078e-06	4	5.769931655e-06	0	5.819769188e-06	3.297645933e-06	8.341892442e-06	5.763270405e-06	8.914565055e-06	5.605523593e-06	2.796367565e-06												
Q9BUK6	MSTO1	erythrocytes	61834.4050	single	1	1387	1.196403096e-06	1.380470377e-06	4	1.196403096e-06	0	1.206736976e-06	0	2.599131105e-06	3.03578551e-06	1.464691424e-06	2.851354505e-07	0												
Q9BUL8	PDCD10	erythrocytes	24701.2450	single	1	1567	3.91726741e-06	2.634171337e-06	4	3.91726741e-06	0	3.951102636e-06	1.29417876e-06	6.608026513e-06	4.315481189e-06	4.68793438e-06	6.445778448e-06	2.198756225e-07												
Q9BUN8	DERL1	erythrocytes	28669.1750	single	1	618	1.130808046e-07	1.588650769e-07	4	1.130808046e-07	0	1.140575351e-07	0	2.742948021e-07	3.369886467e-07	1.153345716e-07	0	0												
Q9BUP3	HTATIP2	erythrocytes	26917.4700	single	1	1087	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BV20	MRI1	erythrocytes	39149.2300	single	1	1383	3.404799496e-05	1.051169315e-05	4	3.404799496e-05	0	3.434208303e-05	2.373959559e-05	4.494457047e-05	4.789126267e-05	2.512487153e-05	3.649327581e-05	2.668256983e-05												
Q9BV40	VAMP8	erythrocytes	11438.1250	single	1	2518	1.599276397e-06	1.13698965e-06	4	1.599276397e-06	0	1.613090077e-06	4.662797289e-07	2.759900425e-06	3.280356733e-06	7.681961463e-07	1.16285623e-06	1.185696478e-06												
Q9BV73	CEP250	erythrocytes	281131.2850	single	1	442	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BV81	EMC6	erythrocytes	11885.9400	single	1	741	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BV86	NTMT1	erythrocytes	25386.6900	single	1	1502	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BVA0	KATNB1	erythrocytes	72332.5500	single	1	1160	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BVC4	MLST8	erythrocytes	35875.6350	single	1	1362	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BVC6	TMEM109	erythrocytes	22751.2350	single	1	2342	4.241763615e-07	5.048551755e-07	4	4.241763615e-07	0	4.278401664e-07	0	9.370560064e-07	0	0	6.984629268e-07	9.982425192e-07												
Q9BVK6	TMED9	erythrocytes	23321.1550	single	1	2340	1.13085879e-05	1.48204339e-05	4	1.13085879e-05	0	1.140626534e-05	0	2.635471009e-05	3.287702632e-05	9.192455846e-06	1.761489105e-06	1.403380334e-06												
Q9BVM2	DPCD	erythrocytes	23239.4200	single	1	670	6.87928885e-05	3.667296963e-05	4	6.87928885e-05	0	6.938708407e-05	3.239735326e-05	0.0001063768149	3.235432106e-05	0.0001194591695	6.607590335e-05	5.728216008e-05												
Q9BVM4	GGACT	erythrocytes	17328.3200	single	1	904	0.0001060208935	2.450347834e-05	4	0.0001060208935	0	0.0001069366443	8.222151825e-05	0.0001316517704	0.0001286057636	0.0001131331797	7.117681792e-05	0.0001111678127												
Q9BVQ7	AFG2B	erythrocytes	80709.1100	single	1	2195	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BWD1	ACAT2	erythrocytes	41350.3500	single	1	30	0.0002546411022	7.899039183e-05	4	0.0002546411022	0	0.0002568405536	0.0001771678857	0.0003365132215	0.000161280666	0.0002693737935	0.0002361014456	0.0003518085036												
Q9BWP8	COLEC11	plasma	26107.0450																single	1	69	6524496.463	0	1	1.613551979e-06	0	1.61932492e-06	1.61932492e-06	1.61932492e-06	
Q9BWS9	CHID1	erythrocytes	42771.2950	single	1	447	1.293476821e-05	7.36072896e-06	4	1.293476821e-05	0	1.304649171e-05	5.622184771e-06	2.047079864e-05	1.415151996e-05	2.26120732e-05	9.496475714e-06	5.479003963e-06												
Q9BWT3	PAPOLG	erythrocytes	82801.4650	single	1	1550	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BX97	PLVAP	erythrocytes	50593.4950	single	1	1653	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BXD5	NPL	erythrocytes	35162.0150	single	1	1483	5.480931659e-06	5.813050621e-06	4	5.480931659e-06	0	5.528272967e-06	0	1.139153356e-05	1.391230648e-05	1.870065296e-06	4.748411667e-06	1.392943189e-06												
Q9BXL5	HEMGN	erythrocytes	55340.3350	single	1	1025	2.556199649e-06	4.449231216e-06	4	2.556199649e-06	0	2.578278712e-06	0	7.065939969e-06	5.482328894e-07	9.220353174e-06	0	4.562125343e-07												
