# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-18T05:09:41Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# per pool entry: intensity in the slow and fast sheets (joined by accession), slow/fast, the primary dataset's I/IIa, and their quotient; fast pools ~80/20 IIa/IIx per config
accession	gene	tier	intensity_slow	intensity_fast	slow_over_fast	primary_I_over_IIa	primary_over_source
Q92896	GLG1	2	5085260	9874700	0.5149786829	0.2206510911	0.4284664559
Q92900	UPF1	2	26477000	21779880	1.215663264	1.691159429	1.391141346
Q92901	RPL3L	2	235990800	31269000	7.547116953	0.6357552517	0.08423816084
Q92905	COPS5	2	179536000	161682000	1.11042664	0.7872378707	0.7089508144
Q92945	KHSRP	2	32092800	26944000	1.191092637	0.9109750089	0.7648229709
Q92947	GCDH	2	132034400	117786000	1.120968536	1.505415956	1.342960045
Q92973	TNPO1	2	15731400	23472520	0.6702049886	0.5073947723	0.757074001
Q92974	ARHGEF2	2	24429800	12456800	1.961161775	0.3724832851	0.1899299129
Q92995	USP13	2	104037000	89539160	1.161916194	3.424701325	2.947459845
Q93008	USP9X	2	122607400	231490000	0.5296444771	1.069919877	2.02007181
Q93009	USP7	2	37230000	22521000	1.653123751	1.064365403	0.6438510135
Q93034	CUL5	2	528170000	522200000	1.011432401	0.4766833519	0.4712953147
Q93050	ATP6V0A1	2	1960620	5037400	0.3892126891	0.7187883333	1.846775178
Q93052	LPP	2	33826900	19651200	1.721365616	2.748028105	1.596423258
Q93079	H2BC9	2	688737142.9	487685714.3	1.412256137	0.9292136116	0.6579639397
Q93100	PHKB	2	588340000	2446060000	0.2405255799	0.1135629852	0.4721451465
Q969G5	CAVIN3	2	143658200	108953000	1.31853368	0.675434423	0.51226179
Q969H8	MYDGF	2	31806800	40080000	0.7935828343	1.248097563	1.572737601
Q969Q0	RPL36AL	2	45064200	29002400	1.55380934	1.272253281	0.8187962633
Q969Q5	RAB24	2	2244240	7675380	0.2923946437	0.6405374772	2.190660777
Q969S9	GFM2	2	5558200	0	nan	3.398540636	nan
Q969T9	WBP2	2	66246200	55848600	1.186174765	0	0
Q969V3	NCLN	2	5620800	59217580	0.09491775922	0.1702016575	1.79314871
Q969X5	ERGIC1	2	9116900	25391600	0.3590518124	0.8371596619	2.33158456
Q969Z0	TBRG4	2	12024180	9846260	1.221192615	0.7591237078	0.6216248758
Q96A26	FAM162A	2	312952000	216440400	1.445903815	1.015474043	0.702310923
Q96A32	MYL11	2	2.875146e+10	2.51262e+11	0.1144282064	0.01730136311	0.1511984121
Q96A33	CCDC47	2	101212200	109391200	0.9252316457	1.776769478	1.920350959
Q96A35	MRPL24	2	15660020	18161540	0.8622627817	0.8016890814	0.9297503017
Q96A49	SYAP1	2	5354260	2531000	2.115472145	0.4827691663	0.2282087086
Q96A65	EXOC4	2	0	18953400	0	0.4766014735	nan
Q96A72	MAGOHB	2	16359700	6285700	2.602685461	1.145345496	0.4400629709
Q96AB3	ISOC2	2	283656000	366318000	0.7743436031	1.678668726	2.167860261
Q96AC1	FERMT2	1	48543400	654181000	0.07420484545	2.110078747	28.43586203
Q96AE4	FUBP1	2	55265800	21852680	2.529017036	2.447878382	0.9679169208
Q96AG3	SLC25A46	2	29454000	17764000	1.658072506	1.259280456	0.759484553
Q96AG4	LRRC59	2	0	87635000	0	0.1741402553	nan
Q96AN5	TMEM143	2	373102000	395955400	0.9422828935	0.9758792124	1.035654175
Q96AQ6	PBXIP1	2	659052000	884166000	0.7453939645	0.5305512139	0.7117728868
Q96AX9	MIB2	2	18820200	60811600	0.3094837169	12.91961529	41.74570288
Q96AY3	FKBP10	2	1247520	25592200	0.04874610233	0.8677637263	17.80170485
Q96B36	AKT1S1	2	13150840	7329820	1.794155927	0	0
Q96B96	LDAF1	2	6427200	0	nan	2.794507854	nan
Q96B97	SH3KBP1	2	15778200	28280180	0.5579243131	1.144572697	2.051483812
Q96BQ5	CCDC127	2	1304120	9009300	0.1447526445	1.009864309	6.976482621
Q96BW5	PTER	2	88371400	16568200	5.333796067	0.9418294663	0.1765777046
Q96C01	TIMCC	2	129784200	129594000	1.001467661	1.803322244	1.800679457
Q96C23	GALM	2	180985000	50973600	3.550563429	4.899649569	1.37996396
Q96C86	DCPS	2	35294900	56197200	0.6280544226	1.079939242	1.719499463
Q96CM8	ACSF2	2	386186000	130582800	2.957403272	0.8410250383	0.284379559
Q96CN7	ISOC1	2	138394600	73740400	1.876781249	1.50347894	0.8010943955
Q96CT7	CCDC124	2	136944000	61825800	2.214997622	0.507862377	0.2292834863
Q96CV9	OPTN	2	129271200	105113200	1.229828414	0.4611828116	0.3749976879
Q96CW1	AP2M1	2	24227140	1893260	12.79652029	1.443269286	0.1127860741
Q96CX2	KCTD12	2	126462000	82654800	1.530001887	1.442176211	0.9425976682
Q96DA0	ZG16B	2	240107000	166661800	1.440684068	3.703418539	2.570597275
Q96DB5	RMDN1	2	191440000	174314000	1.098247989	1.267620751	1.154220871
Q96DC8	ECHDC3	2	116842000	72723000	1.606671892	1.639399009	1.020369509
Q96DD0	LRRC39	1	208578000	101171600	2.06162599	3.070289659	1.48925638
Q96DE0	NUDT16	2	48947200	45319000	1.080059136	1.051194053	0.973274534
Q96DG6	CMBL	2	3775880000	9313020000	0.4054409848	0.3866808653	0.9537290995
Q96DH6	MSI2	2	75825800	19297640	3.929278399	1.0723168	0.2729042564
Q96DV4	MRPL38	2	90029200	59761600	1.506472384	1.538284607	1.021117031
Q96E11	MRRF	2	59227400	26753400	2.213827028	1.681150753	0.7593866784
Q96EL3	MRPL53	2	9076020	8350000	1.086948503	0.6357941614	0.5849349437
Q96EM0	L3HYPDH	2	25839580	8858160	2.917036947	0	0
Q96EP0	RNF31	2	7389840	21170600	0.3490614343	0.9129598789	2.615470485
Q96EP5	DAZAP1	2	7722820	3372220	2.290129351	0.7592567455	0.3315344372
Q96EY1	DNAJA3	2	112923400	101524800	1.112274045	0.9299903682	0.836116218
Q96EY7	PTCD3	2	37271800	22900160	1.627578148	2.32643219	1.429382788
Q96EY8	MMAB	2	60982800	29722940	2.051708209	2.890717898	1.408932267
Q96FQ6	S100A16	2	175713800	151183200	1.162257447	0.3977188896	0.3421951744
Q96FV2	SCRN2	2	556672000	640150000	0.8695961884	0.7214817016	0.8296744066
Q96FW1	OTUB1	2	302542000	462100000	0.6547111015	1.456259694	2.224278298
Q96FZ7	CHMP6	2	25631800	20804620	1.232024425	0.8140539694	0.6607449923
Q96G03	PGM2	2	31711400	174583000	0.1816408241	0.0645263614	0.3552415141
Q96G23	CERS2	2	4256400	21110600	0.2016238288	0	0
Q96GC5	MRPL48	2	33912200	25569000	1.326301381	1.001210583	0.7548891964
Q96GD0	PDXP	2	142188000	120356200	1.181393231	nan	nan
Q96GE9	DMAC1	2	30097500	13968640	2.15464784	1.522278644	0.706509257
Q96GG9	DCUN1D1	2	3308180	24268200	0.1363174854	0.3091962597	2.26820689
Q96GK7	FAHD2A	2	29467500	11569850	2.546921524	1.804125798	0.7083554717
Q96GX9	APIP	2	25835000	67907600	0.3804434261	0	0
Q96GZ6	SLC41A3	2	0	14572520	0	0.5499902405	nan
Q96HC4	PDLIM5	1	3.33005006e+10	2.92873372e+10	1.137027254	1.262498879	1.110350587
Q96HE7	ERO1A	2	14937800	19904260	0.75048256	0.8946455555	1.192093732
Q96HJ9	FMC1	2	9006200	8512370	1.058013221	0.8921114575	0.8431949998
Q96HN2	AHCYL2	2	61864600	42686200	1.44928806	0.6509500757	0.449151617
Q96HS1	PGAM5	2	39013200	22659000	1.721752946	2.042513596	1.186298883
Q96HY6	DDRGK1	2	129912000	109111600	1.190634176	1.448089314	1.21623362
Q96HY7	DHTKD1	2	109434600	5602560000	0.0195329635	2.439997988	124.9169379
Q96I23	PYURF	2	39452720	19500680	2.02314586	1.182503236	0.5844873867
Q96I24	FUBP3	2	18948400	5614600	3.374844156	0.07493773958	0.02220480002
Q96I99	SUCLG2	2	1032078000	341684000	3.020562859	1.566652686	0.5186625007
Q96IU4	ABHD14B	2	702050000	836036000	0.8397365664	0.8914094265	1.061534608
Q96IV0	NGLY1	2	6599580	6599800	0.9999666657	6.253883067	6.254091543
Q96IX5	ATP5MK	2	401036000	438002000	0.9156031251	0.3505447781	0.3828566859
Q96JB5	CDK5RAP3	2	80743800	39039200	2.068274965	1.167330509	0.5643981236
Q96JG6	VPS50	2	217052000	386108000	0.5621535943	0	0
Q96JJ3	ELMO2	2	3215400	0	nan	1.003404969	nan
Q96JJ7	TMX3	2	35494600	15282060	2.322631896	1.116395082	0.4806594982
Q96JY6	PDLIM2	1	2801000	989180	2.831638327	0.736486492	0.2600920058
Q96K17	BTF3L4	2	73124600	69661000	1.049720791	0.841479137	0.8016218641
Q96K19	RNF170	2	39357400	12251660	3.212413665	1.491361322	0.464249464
Q96K21	ZFYVE19	2	106396800	20064600	5.302712239	2.851355764	0.5377164809
Q96K76	USP47	2	30723600	24750800	1.241317452	0.6692719777	0.5391626263
Q96KK5	H2AC12	2	186702800	123372800	1.513322223	0.3504305952	0.2315637673
Q96KP1	EXOC2	2	132272600	12535800	10.55158825	1.491796659	0.1413812427
Q96KP4	CNDP2	2	303770000	153783600	1.97530816	3.556385732	1.800420716
Q96L92	SNX27	2	7043300	9367700	0.7518707901	0.2852508893	0.3793881782
Q96L96	ALPK3	2	184482000	294376000	0.626688317	1.948210087	3.108738482
Q96LW7	CARD19	2	33524400	29030900	1.154783352	1.030335942	0.8922331107
Q96M27	PRRC1	2	36614600	12867340	2.845545389	0.1334938961	0.04691329003
Q96MF2	STAC3	2	426248000	550064000	0.7749061927	0.4669564753	0.6025974236
Q96MF6	COQ10A	2	103455400	102348200	1.010817972	2.043207633	2.021340824
Q96MG2	JSRP1	2	530994000	1040780000	0.5101885125	0.6383453512	1.251195069
Q96MM6	HSPA12B	2	108484600	3431360	31.61562762	0.9108944894	0.02881152639
Q96MW1	CCDC43	2	69993800	57033400	1.227242283	0.960534484	0.7826771434
Q96ND0	MIMS1	2	5170200	7244000	0.7137217007	0.9638226581	1.350418037
Q96P16	RPRD1A	2	0	84493400	0	0.5935743482	nan
Q96P63	SERPINB12	2	569096000	490646000	1.159891245	0.9417289382	0.8119114115
Q96P70	IPO9	2	9713300	8807820	1.102804099	nan	nan
Q96PC5	MIA2	2	8164700	76376600	0.1069005428	0	0
Q96PE2	ARHGEF17	2	6115820	8233800	0.7427700454	0.7068369707	0.9516228812
Q96PE7	MCEE	2	76464200	26611660	2.873334471	1.813335814	0.6310911007
Q96PK6	RBM14	2	32646600	14596840	2.236552569	2.849979946	1.274273623
Q96PU8	QKI	2	41269000	6746600	6.117007085	1.386882665	0.226725692
Q96Q06	PLIN4	2	1241918000	1069268000	1.161465601	1.227234067	1.05662541
Q96Q11	TRNT1	2	45700600	95149200	0.4803046163	0.9488515985	1.975520464
Q96Q27	ASB2	1	39166600	190097300	0.2060344887	0.4741608239	2.301366276
Q96QA5	GSDMA	2	159161200	2108002000	0.07550334392	3.202427323	42.41437739
Q96QG7	MTMR9	2	3209000	1708240	1.878541657	0.5672486467	0.30196224
Q96QK1	VPS35	2	104790400	90324800	1.160150922	0.3349594479	0.2887205807
Q96QR8	PURB	2	36350800	50830600	0.7151361581	1.028644859	1.438390224
Q96QV6	H2AC1	2	2571430	1670090	1.539695466	0.3504305952	0.2275973418
Q96RP9	GFM1	2	178669000	141611000	1.261688711	1.050729968	0.8327965203
Q96RQ1	ERGIC2	2	120974200	23598800	5.126286082	0.8458927684	0.1650108392
Q96RQ3	MCCC1	2	169120000	70175280	2.409965447	2.331821285	0.9675745719
Q96RS6	NUDCD1	2	973320	55381800	0.01757472672	0	0
Q96S52	PIGS	2	4927840	2379620	2.070851649	0.9503026498	0.4588946052
Q96S96	PEBP4	2	5434200	6893120	0.7883512836	3.422081572	4.340808016
Q96SL4	GPX7	2	981120	14257800	0.06881286033	0.5031791814	7.312284056
Q96SU4	OSBPL9	2	6114320	2172700	2.8141575	2.336519209	0.8302730777
Q96SZ5	ADO	2	4312420	7148500	0.6032622228	0.1610429007	0.2669533986
Q96T51	RUFY1	2	48241600	21853800	2.207469639	0.3565938693	0.1615396484
Q96T66	NMNAT3	2	10996440	0	nan	0.2625314709	nan
Q96TA1	NIBAN2	2	88239800	25759200	3.425564459	1.002722055	0.2927173222
Q99417	MYCBP	2	113438400	240884000	0.4709254247	1.416314196	3.007512701
Q99426	TBCB	2	184914000	173880200	1.063456334	0	0
Q99436	PSMB7	2	534082000	630780000	0.84670091	0.3582676955	0.4231337079
Q99442	SEC62	2	2493000	5686380	0.4384160046	0.4740725656	1.081330427
Q99447	PCYT2	2	104723400	55171800	1.898132742	0.1156883471	0.06094850194
Q99460	PSMD1	2	395892000	313602000	1.262402663	0.3874125642	0.3068850974
Q99471	PFDN5	2	73567600	94614200	0.7775534751	3.414850557	4.39178869
Q99497	PARK7	2	1.012314e+10	1.067328e+10	0.9484563321	0.8370783779	0.8825692334
Q99541	PLIN2	2	100126200	90482400	1.106582054	1.118076551	1.010387389
Q99584	S100A13	2	152330000	308796000	0.4933030221	0.5717558627	1.1590358
Q99598	TSNAX	2	86825800	46315600	1.874655624	3.803419735	2.028863162
Q99613	EIF3C	2	66876200	74351500	0.8994599974	0.4665427205	0.5186920173
Q99614	TTC1	2	479077100	5265200	90.98934513	2.670101741	0.0293452133
Q99615	DNAJC7	2	20657940	2569400	8.039985989	0.3821113643	0.04752637192
Q99623	PHB2	2	648106000	384748000	1.684494786	1.39998304	0.8310996573
Q99627	COPS8	2	129060400	117023400	1.10285977	0.2821409275	0.2558266565
Q99643	SDHC	2	74815200	194130800	0.3853855236	1.520894284	3.946422975
Q99707	MTR	2	3027880	2662060	1.137419893	2.05753097	1.808945828
Q99714	HSD17B10	2	701732000	595562000	1.178268593	1.849278544	1.569488107
Q99715	COL12A1	2	12288680	10186160	1.206409481	0.8414756895	0.6975042079
Q99729	HNRNPAB	2	114967400	168468800	0.6824254699	1.373602364	2.012824
Q99733	NAP1L4	2	379950000	492178000	0.7719768051	0.2633511115	0.3411386323
Q99735	MGST2	2	101023400	132650000	0.7615785903	1.104017558	1.449643638
Q99747	NAPG	2	53729800	47623600	1.128217942	1.564479933	1.386682372
Q99757	TXN2	2	136239200	96453600	1.412484345	1.264009081	0.8948836043
Q99766	DMAC2L	2	47227600	28605400	1.651002957	0.8773739777	0.5314187802
Q99797	MIPEP	2	106096600	522360000	0.2031101156	1.125803361	5.542822706
Q99798	ACO2	2	2.9913e+10	2.49012e+10	1.201267409	1.039880779	0.8656530355
Q99807	COQ7	2	363502000	440606000	0.8250046527	1.989623547	2.411651304
Q99816	TSG101	2	69889600	73479400	0.9511454911	0.1078519549	0.1133916481
Q99829	CPNE1	2	153732800	118556400	1.29670604	0.7908045898	0.6098564865
Q99832	CCT7	2	312292000	360517200	0.8662332893	0.773668042	0.8931405103
Q99873	PRMT1	2	178358000	109011200	1.636143809	0.4774805175	0.2918328541
Q99877	H2BC15	2	688737142.9	487685714.3	1.412256137	0.9292136116	0.6579639397
Q99878	H2AC14	2	186702800	123372800	1.513322223	0.3504305952	0.2315637673
Q99879	H2BC14	2	688737142.9	487685714.3	1.412256137	0.9292136116	0.6579639397
Q99996	AKAP9	2	14478400	5588980	2.590526357	0.1164935177	0.04496905325
Q9BPW8	NIPSNAP1	2	4387000	7626200	0.5752537306	0.7454341624	1.295835425
Q9BPX5	ARPC5L	2	18535180	25180240	0.7361002119	0.9637150377	1.309217172
Q9BPX6	MICU1	2	45087800	7713240	5.845507206	4.089966118	0.6996768584
Q9BQ04	RBM4B	2	4518400	257190	17.56833469	0.8507423872	0.04842475978
Q9BQ69	MACROD1	2	3035420000	3146500000	0.9646972827	0.703357037	0.7290961108
Q9BQA1	WDR77	2	9190060	27112200	0.3389640088	0	0
Q9BQE5	APOL2	2	31061800	39958200	0.7773573384	0.945930897	1.216854656
Q9BQS8	FYCO1	2	383736000	316932000	1.210783386	0.800393687	0.661054402
Q9BR39	JPH2	1	576510000	855618000	0.673793679	0.5583083183	0.8286042682
Q9BR76	CORO1B	2	167738400	557038000	0.3011255965	0.1859553182	0.6175340801
Q9BRA2	TXNDC17	2	116072600	116270600	0.998297076	0.412327889	0.4130312499
Q9BRC7	PLCD4	2	906800000	1147564000	0.7901955795	1.179082735	1.492140384
Q9BRF8	CPPED1	2	321508000	287676000	1.117604527	1.707467561	1.527792273
Q9BRG1	VPS25	2	75275000	61137200	1.231247097	0.4984494805	0.40483302
Q9BRJ2	MRPL45	2	72160600	71158800	1.014078371	0.6559063741	0.6468004769
Q9BRT2	UQCC2	2	70034600	23703120	2.954657446	1.867640779	0.6321006116
Q9BRT3	MIEN1	2	29083800	23919600	1.215898259	nan	nan
Q9BRX2	PELO	2	61048800	94730400	0.6444478225	0.6892975877	1.069594099
Q9BRX8	PRXL2A	2	37541400	44889200	0.8363125206	0.9395518981	1.123445931
Q9BRZ2	TRIM56	2	2868200	1607852000	0.001783870655	0.1331197958	74.6241301
Q9BS26	ERP44	2	112169000	46663200	2.403799997	1.955707209	0.813589821
Q9BS92	NIPSNAP3B	2	1039794000	659124000	1.577539279	0.8921267512	0.5655179321
Q9BSD7	NTPCR	2	31187800	74961800	0.4160492411	0.4611891702	1.108496603
Q9BSE5	AGMAT	2	106487200	217035000	0.4906452876	0.429530004	0.8754389675
Q9BSH4	TACO1	2	333078000	244216000	1.363866413	1.146471165	0.8406037083
Q9BSH5	HDHD3	2	6677520	26063800	0.2561990193	2.01243585	7.854970933
Q9BSJ8	ESYT1	2	158820200	200225600	0.7932062633	0.7920715475	0.9985694568
Q9BSL1	UBAC1	2	256938000	287432000	0.8939088202	0.403653045	0.4515595281
Q9BT78	COPS4	2	481246000	393134000	1.224127142	0.4115955602	0.3362359561
Q9BTE3	MCMBP	2	6583900000	4984320000	1.320922413	1.573380108	1.191122274
Q9BTE6	AARSD1	2	178248000	204248000	0.8727037719	0.531216709	0.6087022035
Q9BTM1	H2AJ	2	186702800	123372800	1.513322223	0.3504305952	0.2315637673
Q9BTV4	TMEM43	2	12614700	41146040	0.306583574	0.5868684348	1.914220084
Q9BTY7	HGH1	2	36350200	49192800	0.7389333398	1.923193603	2.602661836
Q9BTZ2	DHRS4	2	7284460	5819500	1.251732967	3.437264633	2.746004718
Q9BU02	THTPA	2	33988600	28484800	1.19321884	2.670196892	2.237809867
Q9BU61	NDUFAF3	2	151001200	204979200	0.7366659642	1.832097353	2.487012353
Q9BU89	DOHH	2	12930600	20372300	0.6347147843	0.9495926401	1.496093464
Q9BUB7	TMEM70	2	126995200	29679820	4.278839966	0.6352910417	0.1484727278
Q9BUF5	TUBB6	2	61627600	157270400	0.3918575905	0.439003199	1.120313118
Q9BUJ2	HNRNPUL1	2	5894100	580440	10.15453794	0.6508329281	0.06409281566
Q9BUQ8	DDX23	2	7186360000	6738460000	1.066469193	0.6400121993	0.6001225383
Q9BUR5	APOO	2	166254000	132290200	1.256737083	1.523006579	1.211873668
Q9BV79	MECR	2	243312200	146240600	1.663780099	1.429743172	0.8593342188
Q9BV86	NTMT1	2	33777200	21496100	1.571317588	0.8503489871	0.5411693942
Q9BVA1	TUBB2B	2	46226400	118424300	0.3903455625	1.034510674	2.650243202
Q9BVC6	TMEM109	2	154455400	246256000	0.6272147684	1.103503267	1.759370669
Q9BVG4	PBDC1	2	10283460	5233620	1.964884726	1.145020686	0.5827419138
Q9BVJ7	DUSP23	2	25228000	22780000	1.107462687	1.714540723	1.548170195
Q9BVK6	TMED9	2	24119000	0	nan	1.262527789	nan
Q9BVM4	GGACT	2	53804200	31643860	1.700304577	0.7872778526	0.4630216628
Q9BVV7	TIMM21	2	66155200	112379800	0.588675189	1.967655854	3.342515348
Q9BW27	NUP85	2	26186000	128047200	0.2045027146	1.758447503	8.598651153
Q9BW30	TPPP3	2	123464200	28593760	4.317872151	1.026221868	0.2376684237
Q9BW91	NUDT9	2	70692800	60513200	1.168221148	1.344767895	1.151124423
Q9BWF3	RBM4	2	4518400	257190	17.56833469	0.8507423872	0.04842475978
Q9BWH2	FUNDC2	2	165410000	170794000	0.9684766444	1.453484743	1.500794832
Q9BWM7	SFXN3	2	0	4175960	0	1.469353473	nan
Q9BX46	RBM24	2	70783400	60508000	1.169818867	2.213960751	1.892567143
Q9BX66	SORBS1	2	54071200	69052000	0.7830504547	1.634087186	2.086822345
Q9BX68	HINT2	2	605482000	310164000	1.952135	1.393761451	0.7139677593
Q9BXI3	NT5C1A	2	352026000	959488000	0.3668894244	0.6704546812	1.827402581
Q9BXJ9	NAA15	2	5477920	6181460	0.8861854643	0.322879547	0.3643476
Q9BXK5	BCL2L13	2	842824000	562186000	1.499190659	2.084229341	1.390236344
Q9BXN1	ASPN	2	35047600	22321140	1.570152779	0.8950701556	0.5700529067
Q9BXP5	SRRT	2	23353600	98561800	0.2369437246	0.4892325849	2.064762785
Q9BXS1	IDI2	2	3509120000	495310000	7.084694434	0.7402525931	0.1044861709
Q9BXS5	AP1M1	2	6413740	5520980	1.161703176	0.9767155209	0.8407616861
Q9BXW6	OSBPL1A	2	110674000	361982000	0.3057444845	0.9897503415	3.237181345
Q9BXW7	HDHD5	2	443460000	195712600	2.265873531	2.369351511	1.04566803
Q9BY32	ITPA	2	5168360	5641800	0.9160835194	nan	nan
Q9BYD2	MRPL9	2	29666600	26525680	1.118410537	0.1665872944	0.1489500403
Q9BYD3	MRPL4	2	50064200	62249200	0.8042545125	1.456593429	1.811110048
Q9BYD6	MRPL1	2	82796200	84824800	0.9760848242	0.9597309425	0.9832454298
Q9BYN8	MRPS26	2	47866200	73201200	0.6538991164	2.208500527	3.37743311
Q9BYS8	LRRC2	2	11349420	11509380	0.9861017709	0.6871719062	0.6968569842
Q9BYT8	NLN	2	20185400	27565000	0.7322836931	2.435129178	3.325390421
Q9BYV2	TRIM54	1	383930000	597790000	0.6422489503	1.06926569	1.664877287
Q9BYV7	BCO2	2	45365300	17019600	2.665473924	1.808312575	0.6784206584
Q9BZ29	DOCK9	2	113533000	76926800	1.475857568	nan	nan
Q9BZE1	MRPL37	2	36133400	32203500	1.122033319	1.234772755	1.100477797
Q9BZF3	OSBPL6	2	2631540	6933180	0.3795574325	0.2342725981	0.6172256899
Q9BZF9	UACA	2	19284200	24669400	0.7817052705	0.7269803943	0.9299929548
Q9BZL1	UBL5	2	168053600	103251800	1.627609398	0.2882924756	0.1771263277
Q9BZL4	PPP1R12C	2	73451400	30709800	2.391790243	0.5794375431	0.2422610197
Q9BZQ8	NIBAN1	2	11017500	542468000	0.02030995377	0.5543031492	27.29219158
Q9BZV1	UBXN6	2	22909000	27530800	0.8321225682	0.5750410639	0.6910533206
Q9BZZ5	API5	2	0	266105200	0	1.634208328	nan
Q9C0B1	FTO	2	11977560	8612600	1.390701995	4.103029198	2.950329556
Q9C0C2	CNOT12	2	16586500	11701100	1.417516302	0.3572102703	0.2519972926
Q9C0E2	XPO4	2	24744860	0	nan	0.7403550414	nan
Q9C0E8	LNPK	2	53076600	56490000	0.939575146	0.9793813115	1.042366133
Q9GZM7	TINAGL1	2	190762000	174755600	1.091593059	3.093517763	2.833947814
Q9GZP4	PITHD1	2	18315040	8263800	2.216297587	0.1018971261	0.04597628344
Q9GZQ8	MAP1LC3B	2	7991010	8665500	0.9221637528	0.2829541826	0.306837242
Q9GZS3	SKIC8	2	28991600	35811600	0.8095589139	1.154947307	1.426637749
Q9GZT3	SLIRP	2	167579600	152886400	1.096105344	1.366962766	1.247108934
Q9GZT8	NIF3L1	2	69559200	88333600	0.7874602643	1.689880695	2.14598853
Q9GZT9	EGLN1	2	5138520	3816660	1.34633947	0.593208186	0.440608182
Q9GZV1	ANKRD2	1	9575372000	4513511000	2.121490786	0.7786722803	0.3670401424
Q9GZY8	MFF	2	48430400	74617400	0.6490496855	1.719576672	2.649376019
Q9GZZ1	NAA50	2	47779000	41133000	1.161573433	2.642667282	2.27507552
Q9GZZ8	LACRT	2	751134000	171890600	4.369837559	1.019451154	0.2332926888
Q9H008	LHPP	2	36088200	54389200	0.6635177572	2.424699827	3.65431038
Q9H019	MTFR1L	2	4564280	1173220	3.89038714	0.9095094717	0.2337837956
Q9H061	TMEM126A	2	175430000	89212000	1.966439492	3.085368316	1.569012587
Q9H074	PAIP1	2	63140200	92487000	0.6826927028	1.017618484	1.490595227
Q9H078	CLPB	2	35014200	28743440	1.21816317	1.128332772	0.9262574991
Q9H0A0	NAT10	2	1536820	1376980	1.116080117	1.205264575	1.079908652
Q9H0D6	XRN2	2	87668800	29858540	2.936138204	0.885094086	0.3014483735
Q9H0E2	TOLLIP	2	144886000	126886000	1.141859622	0.664886563	0.582283978
Q9H0N5	PCBD2	2	514910000	462758000	1.112698214	1.242536084	1.116687408
Q9H0P0	NT5C3A	2	3171740000	2323020000	1.365351999	0.2446077192	0.1791535952
Q9H0R4	HDHD2	2	151409400	149765200	1.010978518	3.097080689	3.063448562
Q9H0U3	MAGT1	2	53447200	81876000	0.6527822561	1.262777942	1.934455066
Q9H0U4	RAB1B	2	64548600	80794200	0.7989261605	0.4665449447	0.5839650368
Q9H0U6	MRPL18	2	11565000	19151400	0.6038723018	0.753687872	1.248091475
Q9H0V9	LMAN2L	2	13658880	7022000	1.945155226	2.241245804	1.152219511
Q9H0W9	BKGD	2	722670000	482420000	1.498010033	0.1926801817	0.1286240929
Q9H1E3	NUCKS1	2	9561980	13667800	0.6995990576	1.973415344	2.820780449
Q9H1E5	TMX4	2	75397000	63298800	1.191128426	2.454205914	2.060404118
Q9H1K1	ISCU	2	2381400	3590580	0.6632354661	1.431277162	2.158022656
Q9H1R3	MYLK2	1	2267300000	1550962000	1.461866893	0.5391736901	0.3688254333
Q9H223	EHD4	2	23476600	9905600	2.370033113	1.248110267	0.526621447
Q9H267	VPS33B	2	0	54779400	0	0.6669558756	nan
Q9H269	VPS16	2	1946380	9139200	0.2129705007	0	0
Q9H270	VPS11	2	168463200	359628000	0.4684373853	1.18848439	2.537125403
Q9H299	SH3BGRL3	2	21577200	7482200	2.883804229	0.3949073283	0.1369397147
Q9H2D6	TRIOBP	2	8505200	0	nan	0.4520598693	nan
Q9H2G2	SLK	2	35570560	74328160	0.4785610191	2.953826884	6.172309832
Q9H2H8	PPIL3	2	116715400	66980000	1.742541057	21.27470998	12.20901504
Q9H2J4	PDCL3	2	12440400	7892400	1.57625057	1.025184655	0.6503944703
Q9H2K0	MTIF3	2	14695400	0	nan	0.4569148419	nan
Q9H2K8	TAOK3	2	12177900	15371700	0.7922285759	0	0
Q9H2M9	RAB3GAP2	2	21576600	138751700	0.1555051217	2.672115776	17.18345831
Q9H2P9	DPH5	2	31035200	19506400	1.591026535	0.4233361811	0.2660773858
Q9H2U2	PPA2	2	346780000	151563200	2.288022422	1.055496899	0.4613140537
Q9H2W6	MRPL46	2	60486400	41026000	1.474343099	0.6459899459	0.4381544202
Q9H307	PNN	2	10841200	4643100	2.334905559	2.240336593	0.9594977343
Q9H361	PABPC3	2	146133000	126528000	1.154945941	0.3231013733	0.2797545426
Q9H3H3	C11orf68	2	171434000	389858000	0.4397344674	0.1462578868	0.3326050098
