# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T05:33:10Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# source file 41467_2025_56896_MOESM12_ESM.xlsx sha256 6f98b206504ebd8a3846dfbab7e0a208cf74bcf17ce5010af308ac5e69d288ec
# per pool entry: mean and SD over participants of log2(slow) - log2(fast); slow_over_fast = 2^mean; quotients against the primary dataset's I/IIa and I/IIx
accession	gene	tier	primary_v_I	primary_v_IIa	primary_v_IIx	primary_I_over_IIa	primary_I_over_IIx	n_participants	log2_slow_minus_fast_mean	log2_slow_minus_fast_sd	slow_over_fast	primary_I_over_IIa_over_source	primary_I_over_IIx_over_source
Q07960	ARHGAP1	2	5.319975257	4.221648693	7.362781405	1.260165315	0.7225496676	5	-0.030442712	0.1722465071	0.9791197943	1.287038954	0.7379583906
Q68EM7	ARHGAP17	2	6.691294193	4.506587505	2.592669249	1.484780709	2.580851451	5	-0.232865112	0.2358354429	0.8509432866	1.744864473	3.032930034
P52565	ARHGDIA	2	21.82031631	30.03502178	11.02678037	0.7264957713	1.978847459	5	0.029487308	0.09371996027	1.020649352	0.7117976118	1.938812243
P52566	ARHGDIB	2	14.87410498	26.40725803	20.67990899	0.5632582132	0.7192538895	5	0.054861738	0.1533812906	1.038759548	0.5422411898	0.6924161524
P36405	ARL3	2	68.05005646	5.322758675	7.627715349	12.7847345	8.921420549	5	-0.15338919	0.1619500525	0.8991357232	14.21891509	9.922217879
O75915	ARL6IP5	2	471.4506836	566.2485352	676.4603271	0.8325861425	0.696937669	5	-0.36123484	0.1410435157	0.7784979579	1.069477619	0.8952337793
Q9NVJ2	ARL8B	2	32.14321518	56.34005737	64.13804626	0.5705215202	0.5011567556	5	-0.224234302	0.2619654712	0.8560492459	0.6664587615	0.5854298196
Q9NVT9	ARMC1	2	440.8438873	124.0278015	145.1072235	3.554395724	3.038056112	5	-0.323402212	0.4224095231	0.7991829934	4.447536738	3.801452405
Q9P291	ARMCX1	2	2.147898316	2.610926747	37.20570374	0.8226574409	0.05773035048	5	0.128049664	0.1414089736	1.092815358	0.7527872251	0.05282717712
Q92747	ARPC1A	2	8.746427059	3.781389713	11.7292347	2.313019213	0.7456946072	5	-0.252514168	0.2134099346	0.8394322709	2.755456626	0.8883320704
O15143	ARPC1B	2	22.41172791	14.31568766	7.07339716	1.565536245	3.168453206	3	0.1801701833	0.5516386569	1.133017531	1.381740532	2.796473241
O15144	ARPC2	2	18.25446701	9.61282444	8.665481091	1.898970186	2.106572828	5	-0.056683914	0.17517256	0.9614715581	1.975066417	2.19098819
O15145	ARPC3	2	12.92465019	17.15698051	108.9757156	0.7533172974	0.1186011958	5	0.144082554	0.1323124547	1.105027715	0.6817180123	0.107328707
P59998	ARPC4	2	23.71903419	14.20933819	10.44876003	1.669256786	2.270033394	5	0.110092342	0.1600542807	1.079297316	1.546614413	2.103251216
O15511	ARPC5	2	6.387601852	3.135492086	15.5382576	2.037192784	0.411088683	5	0.02663747	0.3097370201	1.018635195	1.999923814	0.4035681125
Q9BPX5	ARPC5L	2	34.64393234	35.94831562	64.61427307	0.9637150377	0.5361653191	5	-0.308273374	0.04789853925	0.8076077308	1.193295954	0.6638932475
P56211	ARPP19	2	32.13150787	23.86790943	19.90764093	1.34622213	1.614028904	5	0.348837638	0.145152623	1.273534143	1.057075806	1.267362099
Q13508	ART3	2	9.343463898	14.04916334	24.19150162	0.6650548272	0.3862291827	5	-0.10537231	0.2029401014	0.9295650229	0.7154473445	0.4154945304
Q13510	ASAH1	2	31.66969109	24.3944149	34.73823547	1.298235322	0.9116666593	5	-0.034570084	0.1461085355	0.9763226568	1.329719548	0.9337759941
Q8WXI3	ASB10	2	2.753906965	8.589814663	3.690474987	0.3206014417	0.7462201952	5	0.461092496	0.2821918216	1.376583856	0.2328964126	0.5420811757
Q96Q27	ASB2	1	1.843703866	3.888351321	381.8067627	0.4741608239	0.004828892639	5	-0.106505994	0.158294514	0.9288348484	0.5104899161	0.005198871088
P45381	ASPA	2	7.714113235	9.970219612	45.53909302	0.7737154783	0.1693954079	5	-0.075940012	0.1728313405	0.9487237627	0.8155329387	0.1785508222
Q12797	ASPH	2	2414.217237	4124.421908	7216.632341	0.5853468173	0.3345351576	5	-0.7536058256	0.3547876839	0.5931192801	0.986895616	0.5640267798
Q9BXN1	ASPN	2	7.561191559	8.44759655	34.89520264	0.8950701556	0.2166828385	5	-0.149708168	0.209231899	0.9014327883	0.992941645	0.240376034
P00966	ASS1	2	10.02796459	13.96542311	51.27180099	0.7180566256	0.1955844031	5	1.051527984	0.3706263259	2.072723944	0.3464313845	0.09436104774
Q8NBU5	ATAD1	2	51.46513557	52.21066284	29.55328941	0.9857207852	1.741435102	5	0.117608764	0.08747873403	1.084935115	0.9085527529	1.605105299
Q9NVI7	ATAD3A	2	15.29651546	12.97877502	6.291016579	1.178579291	2.43148548	5	0.141733246	0.09806497859	1.103229734	1.068299063	2.20397022
P31939	ATIC	2	8.51468277	13.17682552	17.90761566	0.6461861967	0.4754783066	5	-0.389354602	0.06766303851	0.7634710713	0.8463794124	0.6227849678
Q8NHH9	ATL2	2	13.40773153	38.95487213	64.95653534	0.3441862545	0.2064108171	5	-0.3423051	0.1060170516	0.7887800126	0.4363526572	0.2616836301
O00244	ATOX1	2	59.66180038	28.83505154	72.32069397	2.069072091	0.8249616688	5	-0.259021962	0.1743125665	0.8356542377	2.475990664	0.9872045536
P05023	ATP1A1	2	5.93452549	8.582676888	19.16868973	0.6914539097	0.3095947388	5	-0.01987765	0.2006941239	0.986316347	0.7010467907	0.3138898993
P50993	ATP1A2	2	419.8187866	403.3094177	415.7278748	1.040934747	1.00984036	5	0.092267204	0.07444017014	1.066044162	0.9764461776	0.9472781674
P05026	ATP1B1	2	313.6909485	263.5301514	237.4952545	1.190341776	1.320830385	5	0.132853262	0.09727636657	1.096460061	1.085622558	1.204631552
Q9UN42	ATP1B4	2	21.15289497	7.628143311	4.346339226	2.773007023	4.866830193	5	0.632584664	0.1604502849	1.550340023	1.788644415	3.139201802
O14983	ATP2A1	1	148.360733	9106.649414	13760.34277	0.016291473	0.01078176143	5	-1.745496916	0.1789459838	0.2982311965	0.05462699137	0.03615235951
P16615	ATP2A2	2	10287.55078	4911.253418	7304.734863	2.094689462	1.408340066	5	4.556098502	0.2116685002	23.5246035	0.08904249808	0.05986668664
P20020	ATP2B1	2	1.152029395	1.586404443	5.858522058	0.7261889617	0.1966416417	5	-0.004614144	0.1333987458	0.9968068281	0.728515236	0.1972715637
P23634	ATP2B4	1	5.215717554	5.548256874	2.717633009	0.940064181	1.919213351	5	0.1882136212	0.2578594291	1.13935207	0.8250866488	1.684477873
P38606	ATP6V1A	2	2.256391525	3.129240394	4.765098572	0.7210668538	0.4735246273	5	0.034015152	0.04687997359	1.023857654	0.7042647494	0.4624906848
P21281	ATP6V1B2	2	4.047461629	5.95810461	6.469281673	0.6793203365	0.6256431291	5	-0.005926496	0.1341769937	0.995900492	0.6821166793	0.6282185159
Q9Y5K8	ATP6V1D	2	13.87927341	5.488820076	13.64393234	2.528644266	1.017248772	5	-0.032393148	0.1524063835	0.9777969782	2.586062672	1.040347633
P36543	ATP6V1E1	2	6.52794385	6.913854122	20.90319252	0.9441830467	0.3122941074	5	-0.001323012	0.09079509203	0.9990833783	0.9450492994	0.3125806256
O75348	ATP6V1G1	2	4.975991726	10.1177702	12.83394599	0.4918071502	0.3877211054	5	-0.046626902	0.178880093	0.9681973818	0.507961661	0.4004566762
Q9UI12	ATP6V1H	2	317.1885376	345.7576294	18.81370068	0.9173724905	16.85944425	5	-0.131656412	0.1263319906	0.9127828483	1.005028186	18.47037801
Q5TC12	ATPAF1	2	17.72665596	9.609351158	26.46687126	1.84472975	0.6697677177	5	0.067384622	0.06507337804	1.047815437	1.760548361	0.6392039037
Q8N5M1	ATPAF2	2	29.83475304	15.35642147	27.46355247	1.942819367	1.086339907	5	-0.06600627	0.1294203584	0.9552787847	2.033772128	1.137196726
Q9UBB4	ATXN10	2	3.727483869	2.962803841	1.909712791	1.25809337	1.951855737	5	-0.122224496	0.1692198331	0.9187699037	1.369323663	2.124422806
Q13825	AUH	2	57.90086746	29.14184093	15.55977869	1.986863753	3.721188367	5	0.544397974	0.1357280689	1.458411633	1.362347714	2.551535029
P25311	AZGP1	2	175.2930527	148.3844299	110.4340515	1.181343978	1.587309804	5	-0.14392613	0.1384763271	0.9050528029	1.305276304	1.753831157
O95816	BAG2	2	7.5579741	15.65916252	28.03264141	0.4826550647	0.2696133407	5	-0.224300534	0.1704447536	0.8560099469	0.5638428227	0.314965196
O95817	BAG3	1	161.7134247	205.6227264	168.0964355	0.7864569617	0.9620276846	5	-0.00460588	0.0457172553	0.996812538	0.7889717792	0.9651039166
P46379	BAG6	2	0.8535413146	2.121448517	5.761820316	0.4023389245	0.1481374406	5	-0.156285364	0.1190039389	0.8973325414	0.448372154	0.1650864465
O75531	BANF1	2	224.5946426	569.8727417	1147.512573	0.3941136787	0.1957230342	5	-0.38997302	0.07641444427	0.763143876	0.516434307	0.2564693767
Q07812	BAX	2	11.85620874	55.60840988	56.6287117	0.2132089151	0.209367446	5	0.10014621	0.08195349781	1.071882087	0.1989107922	0.1953269381
P50895	BCAM	2	10.74895644	4.376991749	18.19592857	2.455786316	0.5907341523	5	0.356149606	0.09078575192	1.280005142	1.918575352	0.4615092025
Q9UHQ4	BCAP29	2	28.58035851	35.00543404	77.54646301	0.8164549103	0.3685578606	5	-0.221156502	0.2073470941	0.8578774638	0.9517150698	0.4296159722
P51572	BCAP31	2	14.94081974	16.40292549	29.99669933	0.9108631109	0.4980821248	5	-0.148116382	0.2483460939	0.9024279258	1.009347212	0.5519356289
O15382	BCAT2	2	77.50737	56.78819275	48.02045441	1.36485009	1.614049075	5	0.288331558	0.06699968647	1.221227141	1.117605435	1.321661647
P12694	BCKDHA	2	15.71569729	4.827749252	5.314857483	3.255284495	2.956936727	5	0.46202533	0.1400006246	1.377474231	2.363227146	2.146636692
P21953	BCKDHB	2	20.86255646	7.361421108	2.326370239	2.834039264	8.967857354	5	0.290049056	0.2033538643	1.222681852	2.317887731	7.334579588
O14874	BCKDK	2	11.85071754	5.271066666	6.743347645	2.248257952	1.75739383	5	0.48989348	0.3080878615	1.404341184	1.600934287	1.251400906
Q9BXK5	BCL2L13	2	115.5441818	55.43736458	70.77963257	2.084229341	1.632449585	5	0.132662394	0.03945460113	1.096315009	1.901122691	1.489033327
Q9BYV7	BCO2	2	2.051542521	1.134506583	0	1.808312575	nan	5	0.33668604	0.1789284764	1.262852409	1.431927089	nan
Q9Y276	BCS1L	2	10.9130187	4.011424065	3.120870113	2.720484927	3.496787212	5	0.465517216	0.06948527199	1.380812295	1.970206187	2.532413149
Q02338	BDH1	2	60.86352539	26.91744995	12.47673988	2.261117807	4.878159356	5	0.420324338	0.1464069347	1.338228373	1.689635231	3.645236831
Q8TD16	BICD2	2	539.2353439	4.873855591	1.326536179	110.6383507	406.4987843	3	-0.57511536	0.4588446022	0.6712325765	164.8286369	605.6005005
O00499	BIN1	1	291.724762	597.1339111	1090.273071	0.4885416094	0.2675703635	5	-0.196789486	0.06081152358	0.8724900078	0.5599394893	0.3066744158
Q13867	BLMH	2	26.90476322	17.13325787	52.12115097	1.570323836	0.5161966442	5	0.047542526	0.09118206484	1.033502964	1.519418803	0.4994631484
P53004	BLVRA	2	13.95117903	14.48065472	18.48205757	0.9634356526	0.7548498847	5	-0.17801709	0.05922098351	0.8839170602	1.089961599	0.853982708
P30043	BLVRB	2	67.24659729	114.8201065	131.9199066	0.5856691771	0.5097532208	5	-0.275372656	0.05413017482	0.8262368691	0.7088393159	0.6169577271
Q12981	BNIP1	2	41.43047905	32.72238541	242.8921509	1.26612038	0.1705715022	5	0.077596434	0.4493181941	1.055258488	1.199820133	0.1616395453
Q12983	BNIP3	2	7.655492544	13.29162645	39.06031799	0.5759635641	0.1959915571	5	0.097045658	0.1310661445	1.069580937	0.5384946048	0.1832414456
P07738	BPGM	2	7.990546465	9.967391491	5.692996025	0.8016687688	1.403574924	5	-0.375060654	0.1292279917	0.7710729945	1.039679479	1.820288007
Q86WA6	BPHL	2	25.05735207	18.50391769	13.89541435	1.354164695	1.803282107	5	0.106191992	0.07119604517	1.076383359	1.258069148	1.675315854
O95861	BPNT1	2	13.16517735	15.9186058	30.26589775	0.8270308033	0.4349838704	5	0.01583391	0.0740909711	1.011035679	0.8180035785	0.4302359249
P46736	BRCC3	2	0	22.72686577	5.215821505	0	0	5	-0.067207794	0.2170816457	0.9544835282	0	0
Q5VW32	BROX	2	6.956958771	9.70386219	14.11582947	0.71692679	0.4928480318	5	-0.100998952	0.5121406226	0.9323871637	0.7689153368	0.5285873197
P35613	BSG	2	567.9274693	579.2702889	899.8613262	0.9804187788	0.6311277668	5	-0.230180078	0.1359554786	0.852528472	1.150012945	0.7403011014
Q96K17	BTF3L4	2	46.07201958	54.75123215	84.00160599	0.841479137	0.5484659375	5	0.036668488	0.2468134689	1.025742416	0.820361061	0.5347014306
Q9Y6E2	BZW2	2	19.99493408	52.4995079	20.36971188	0.3808594572	0.9816012226	5	0.073087574	0.1219303773	1.051965633	0.3620455318	0.9331114929
Q9H3H3	C11orf68	2	20.46277857	139.9088898	138.6368256	0.1462578868	0.1475998782	5	0.003696276	0.1543748699	1.002565348	0.1458836445	0.147222202
Q07021	C1QBP	2	464.4457092	431.6074524	322.5379333	1.076083619	1.43997236	5	0.030886758	0.1756790984	1.021639888	1.05329053	1.409471554
P02747	C1QC	2	10.65540886	6.348639727	7.695073128	1.678376679	1.384705341	5	0.2265282098	0.3520788636	1.17001596	1.434490414	1.183492694
P01024	C3	2	9.177862644	5.441802263	1.457056642	1.686548353	6.298905878	5	0.076473156	0.1458931237	1.054437187	1.599477308	5.973713708
P04003	C4BPA	2	3.422416747	0.834302187	6.385484219	4.102130859	0.5359682413	5	-0.202109244	0.3764083412	0.8692787339	4.719005192	0.6165666091
P01031	C5	2	1.751602888	1.907450736	1.083384633	0.9182952175	1.616787644	5	0.0667338658	0.4182796971	1.047342906	0.8767856377	1.543704201
Q5SQH8	C6orf136	2	9.216928482	25.08618546	5.219030738	0.3674105216	1.766023031	5	0.206213724	0.3028481617	1.153656498	0.3184747993	1.53080491
P07357	C8A	2	5.52418077	3.589707255	3.141662061	1.538894505	1.758362504	5	-1.785123024	0.3184426291	0.2901512353	5.303766857	6.060158603
Q6P1X6	C8orf82	2	16.75277901	8.246446371	50.84672165	2.03151494	0.3294760894	5	0.521996014	0.1014220401	1.435940543	1.414762575	0.2294496739
P02748	C9	2	0.6284608841	8.985035181	17.93717957	0.06994528919	0.03503677274	5	-0.090769114	0.2051272972	0.9390220145	0.07448737954	0.03731198226
P00915	CA1	2	82.58466339	36.77717018	138.8764992	2.245541541	0.5946626238	5	0.199502356	0.3656938956	1.148302191	1.955531879	0.5178624831
Q9ULX7	CA14	2	1528.719264	15.50152159	42.94820404	98.61736833	35.59448639	5	-0.565761142	0.2276744243	0.6755988877	145.9702941	52.6858274
P00918	CA2	2	22.6801672	49.49554825	76.07035255	0.4582264062	0.2981472602	5	0.181581392	0.1655848186	1.134126363	0.4040347014	0.2628871615
P07451	CA3	1	380.8594055	1419.54541	1834.927246	0.2682967398	0.2075610389	5	0.612269356	0.1474031724	1.5286619	0.1755108436	0.1357795591
Q9Y376	CAB39	2	14.22773981	57.15407944	37.3528595	0.248936558	0.3809009538	5	-0.318178312	0.08078574228	0.8020820257	0.3103629679	0.4748902751
Q13698	CACNA1S	1	53.85476303	103.0792084	96.79273987	0.5224599983	0.556392588	5	-0.627952078	0.07102436179	0.6470943214	0.8073938853	0.8598322834
P54289	CACNA2D1	2	96.91503906	179.5597534	372.5984192	0.5397369801	0.2601058783	5	-0.319769098	0.05791625951	0.8011980983	0.673662333	0.3246461503
Q02641	CACNB1	2	89.92610931	185.8082581	243.8905792	0.4839726192	0.368714977	5	-0.480881056	0.09997634179	0.7165398984	0.6754301055	0.5145770359
Q06432	CACNG1	2	65.9237175	102.7287445	254.2068481	0.641726109	0.2593310054	5	-0.34963669	0.1037785255	0.7847817025	0.8177128837	0.3304498621
Q9HB71	CACYBP	2	855.0881958	6.773102045	46.10803628	126.247647	18.54531801	5	0.02582019	0.2585726085	1.018058306	124.0082677	18.21636138
Q05682	CALD1	1	11.84749126	7.308197498	32.76321697	1.621123576	0.3616095231	5	0.273511048	0.1475294106	1.208745943	1.341161544	0.299160899
P27482	CALML3	2	16.57671738	14.18905258	145.3873444	1.168275139	0.114017609	5	-0.5062584754	0.3472808987	0.7040459642	1.659373391	0.1619462574
Q9NZT1	CALML5	2	31.18515778	49.32340622	135.7604103	0.632258803	0.2297073035	5	0.047108706	0.2714192926	1.033192235	0.6119469171	0.2223277486
P27797	CALR	2	180.5045776	223.0112915	237.5467682	0.8093965844	0.7598696417	5	-0.18556738	0.1412679405	0.8793031974	0.9204977155	0.8641724992
O43852	CALU	2	262.7478638	283.1544189	353.0606995	0.9279313554	0.7442002584	5	-0.051878146	0.08164635262	0.9646796606	0.9619062092	0.7714480659
Q9UQM7	CAMK2A	2	62.21861649	41.75457001	52.35530472	1.490103155	1.188391832	5	-0.022134168	0.1994304853	0.9847748564	1.513140943	1.206765002
Q13554	CAMK2B	2	25.74160576	39.63930893	35.49144745	0.6493959268	0.7252903899	5	-0.041435988	0.0564934863	0.971687296	0.6683178112	0.7464236621
Q13557	CAMK2D	2	102.2647476	83.55384064	53.46380234	1.223938323	1.912784784	5	0.128526262	0.2019744303	1.093176432	1.119616457	1.74974938
Q13555	CAMK2G	2	33.02019882	19.70474052	26.85733223	1.675748979	1.229466819	5	0.088146748	0.08681038048	1.063003795	1.57642803	1.156596829
Q86VP6	CAND1	2	1.161581755	1.603821099	5.781002164	0.7242589311	0.2009308632	5	-0.146587662	0.05642553265	0.9033846705	0.8017170921	0.2224200495
O75155	CAND2	2	9.357272625	20.63088608	24.09461975	0.453556507	0.3883552727	5	-0.160951684	0.09326230975	0.894434856	0.507087245	0.4341906737
P27824	CANX	2	186.8868713	140.2065506	140.6485291	1.332939656	1.328750984	5	-0.045363296	0.06568317676	0.9690457634	1.375517758	1.371195287
Q01518	CAP1	2	11.84407616	24.27793789	71.75930786	0.4878534664	0.1650528205	5	0.337725216	0.0631313793	1.263762372	0.3860325938	0.1306043162
P40123	CAP2	2	88.29985046	175.8188019	161.8229828	0.5022207495	0.5456570442	5	-0.118265978	0.08106179384	0.921294319	0.5451251996	0.5922722337
P07384	CAPN1	2	7.907753229	22.49584007	27.56612778	0.3515206902	0.2868648543	5	-0.060754198	0.07578389923	0.9587627757	0.3666399021	0.2992031622
P17655	CAPN2	2	22.68847942	15.17746592	6.525846004	1.494879287	3.476710822	5	0.021461828	0.1173629969	1.014987407	1.472805748	3.425373357
P20807	CAPN3	1	148.8404541	189.5175095	236.6555328	0.7853651862	0.6289329149	5	-0.249145064	0.04834763967	0.8413948752	0.9334085687	0.747488407
P04632	CAPNS1	2	24.33581448	53.86476707	41.89388084	0.4517946665	0.5808918626	5	-0.004333648	0.07348289441	0.9970006512	0.4531538329	0.5826394014
Q14444	CAPRIN1	2	7.158960819	21.43622208	72.67289734	0.3339656024	0.09850936293	5	-0.148333338	0.3348033188	0.9022922267	0.3701302001	0.1091767833
P52907	CAPZA1	2	10.40402651	10.04741955	61.25246811	1.035492393	0.1698548129	5	-0.445580752	0.1446229575	0.7342886717	1.410197968	0.2313188524
P47755	CAPZA2	2	304.8085175	325.1904907	364.5382385	0.9373229727	0.8361496415	5	-0.04995046	0.09805175409	0.9659694983	0.9703442752	0.8656066708
P47756	CAPZB	1	797.3919678	931.151123	942.1596069	0.8563507556	0.8463448888	5	-0.27778956	0.06290554744	0.8248538579	1.038184822	1.02605435
Q86X55	CARM1	2	4.328362465	6.88123703	10.72955728	0.6290093549	0.4034055044	5	-0.35150976	0.1564589561	0.7837634712	0.8025499758	0.5147031206
A5YM72	CARNS1	2	3.540403724	2.225156307	6.817497969	1.591080911	0.5193112987	5	-0.54942432	0.05310837116	0.6832927289	2.328549454	0.7600129149
Q9HA77	CARS2	2	2.90189743	1.789381623	5.672964811	1.621731995	0.5115310119	5	0.260844784	0.09809973218	1.198180105	1.353496013	0.4269233062
P31944	CASP14	2	139.1461945	102.1421585	92.19456482	1.362279753	1.509266785	5	-0.314974226	0.1432127285	0.8038653518	1.694661612	1.877511926
P31415	CASQ1	1	19347.18555	25884.85938	37901.89844	0.7474325151	0.5104542607	5	-0.83048608	0.05553807387	0.5623397441	1.329147589	0.9077328538
O14958	CASQ2	1	3133.378418	382.1879578	116.7078094	8.198527333	26.84806126	5	1.760861456	0.4365835882	3.389004273	2.419155206	7.922109002
Q03135	CAV1	2	118.2400284	151.2175522	207.6934433	0.7819199998	0.5693007276	5	0.346472652	0.1622014883	1.27144817	0.6149837788	0.4477577153
P56539	CAV3	1	109.1820755	175.9423141	114.1451492	0.6205560955	0.9565196264	5	-0.00075859	0.9419299161	0.9994743237	0.6208824787	0.9570227106
P16152	CBR1	2	4.622526646	17.36847305	42.56879425	0.2661446767	0.1085895602	5	-0.247808512	0.1615211771	0.8421747275	0.3160207354	0.1289394667
O75828	CBR3	2	0	6.349089861	13.66261768	0	0	5	-0.24519782	0.4654994358	0.8437001014	0	0
Q8N4T8	CBR4	2	55.62512207	47.08077621	21.52249241	1.181482689	2.584511172	5	0.25556835	0.1209244868	1.19380595	0.9896773326	2.164934067
Q13185	CBX3	2	19.17644882	27.78928566	23.00042343	0.6900662743	0.8337432952	5	0.0686944162	0.8946120228	1.04876716	0.6579785302	0.7949746398
Q8N163	CCAR2	2	3.077928782	2.92361927	2.194801331	1.052780303	1.402372387	5	0.102226764	0.05622515909	1.073428996	0.9807638022	1.306441686
Q96CT7	CCDC124	2	11.048069	21.75406075	28.58314037	0.507862377	0.3865239738	5	-0.123473862	0.1272970672	0.9179745984	0.5532422988	0.4210617314
Q96MW1	CCDC43	2	16.95780277	17.65454865	24.85984373	0.960534484	0.6821363383	5	-0.21098865	0.3350590433	0.8639449842	1.111800521	0.7895599265
Q96A33	CCDC47	2	24.52464485	13.80294132	46.18523788	1.776769478	0.5310061391	5	-0.08851366	0.1457896884	0.9404911935	1.889193105	0.5646051156
Q96ER9	CCDC51	2	4.291099548	10.34142876	3.381801844	0.4149426205	1.268879653	5	1.711857772	0.7785042444	3.275823828	0.1266681734	0.3873467315
O14618	CCS	2	3.191565752	21.55515671	51.59045219	0.1480650684	0.06186349637	5	-0.193954872	0.1093236557	0.8742059654	0.1693709197	0.07076535601
P78371	CCT2	2	15.55867338	39.42730713	27.34970474	0.3946166887	0.5688790255	5	-0.069706556	0.02602826572	0.9528317842	0.4141514748	0.5970403538
P49368	CCT3	2	4.745892525	12.72692633	14.51057339	0.3729017048	0.3270644376	5	-0.028585044	0.04517068372	0.9803813576	0.3803639288	0.3336094012
P50991	CCT4	2	104.7702408	67.90015411	36.11849213	1.543004462	2.900736842	5	0.085486022	0.06148002526	1.061045131	1.454230755	2.73384869
P48643	CCT5	2	18.69814301	24.08392143	23.9786911	0.7763745226	0.7797816372	5	-0.061522524	0.05464604223	0.95825231	0.8101984357	0.8137539864
P40227	CCT6A	2	17.19143295	32.70617104	25.25507355	0.5256326989	0.6807120526	5	0.001177562	0.05373207629	1.000816557	0.5252038401	0.6801566659
Q99832	CCT7	2	16.84842014	21.77732468	20.59728241	0.773668042	0.817992384	5	-0.093174766	0.09501174821	0.9374575273	0.8252833003	0.8725647405
P50990	CCT8	2	14.23467255	25.72625637	20.59292221	0.5533130177	0.6912410196	5	0.095268338	0.06347488855	1.068264084	0.5179552751	0.6470694183
P16671	CD36	2	110.1141891	35.77920914	22.3429718	3.077602658	4.928359133	5	0.484936372	0.1664891569	1.39952414	2.199035065	3.521453465
P28907	CD38	2	3.54331851	17.73297882	42.65674973	0.1998151887	0.08306583443	5	-0.924795004	0.2017317485	0.5267553606	0.3793320461	0.1576933823
P16070	CD44	2	145.2102661	12.65396857	4.632297039	11.47547232	31.34735637	5	-0.010121792	0.1692939871	0.9930086623	11.55626608	31.56805934
P13987	CD59	2	0	160.0584259	180.4671173	0	0	5	-0.06309871	0.2781203797	0.9572059634	0	0
P60033	CD81	2	7.567511559	0	51.36846447	nan	0.1473182357	5	0.184543218	0.3246053939	1.136457094	nan	0.1296293863
Q9NPY3	CD93	2	0	10.56754112	40.25157166	0	0	3	0.07341084333	0.3757002009	1.052201377	0	0
P14209	CD99	2	42.19124603	61.10246468	142.5619202	0.6904999047	0.295950321	3	0.450159646	0.6333522009	1.366191429	0.5054195848	0.2166243432
Q8TCZ2	CD99L2	2	11.10826683	13.50969505	65.56701946	0.8222440837	0.1694185113	5	-0.54061938	0.4212048757	0.6874756976	1.196033673	0.2464356368
Q16543	CDC37	2	8.875558376	27.2560997	27.28324127	0.3256356733	0.3253117285	5	0.128898308	0.06869808752	1.09345838	0.2978034458	0.2975071887
P60953	CDC42	2	124.1606216	106.8233376	128.0818024	1.162298656	0.9693853408	5	0.318651636	0.1639565583	1.247164386	0.931953052	0.7772715063
Q99459	CDC5L	2	3.108220458	3.351043463	10.89725399	0.9275380915	0.2852296974	5	0.911570064	0.2664790458	1.881091549	0.4930850345	0.1516298861
P55290	CDH13	2	49.68476486	51.92777824	69.22771454	0.9568051348	0.7177004931	5	0.08028845	0.1242685461	1.0572294	0.9050118496	0.6788502978
Q96JB5	CDK5RAP3	2	4.528136492	3.879052639	7.574365616	1.167330509	0.5978238603	5	0.15847519	0.1786246083	1.116106881	1.045894913	0.5356331641
