accession	gene_primary	protein_name	length	reviewed	organism_id	dataset_rows	identity_cell
Q9H8H3	TMT1A	Thiol S-methyltransferase TMT1A (EC 2.1.1.9) (Methyltransferase-like protein 7A) (N6-adenosine-methyltransferase TMT1A) (EC 2.1.1.348) (Protein AAM-B) (Thiol methyltransferase 1A)	244	reviewed	9606	1350	Q9H8H3;H0YI09;F8VQX6
Q9H8L6	MMRN2	Multimerin-2 (EMILIN-3) (Elastin microfibril interface located protein 3) (Elastin microfibril interfacer 3) (EndoGlyx-1 p125/p140 subunit)	949	reviewed	9606	1365	R4GMY6;V9GYS9;Q9H8L6
Q9H8M5	CNNM2	Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2)	875	reviewed	9606	486	Q9H8M5;Q9H8M5-3;Q9H8M5-2
Q9H8M7	MINDY3	Ubiquitin carboxyl-terminal hydrolase MINDY-3 (EC 3.4.19.12) (Dermal papilla-derived protein 5) (Deubiquitinating enzyme MINDY-3) (Protein CARP)	445	reviewed	9606	811	Q9H8M7;X6R9S5;Q9H8M7-2;X6RC30;X6RC97
Q9H8W4	PLEKHF2	Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2) (Endoplasmic reticulum-associated apoptosis-involved protein containing PH and FYVE domains) (EAPF) (PH and FYVE domain-containing protein 2) (Phafin-2) (Phafin2) (Zinc finger FYVE domain-containing protein 18)	249	reviewed	9606	1646	Q9H8W4
Q9H8W5	TRIM45	E3 ubiquitin-protein ligase TRIM45 (EC 2.3.2.27) (RING finger protein 99)	580	reviewed	9606	2406	Q5T2K3;Q9H8W5;S4R407;Q9H8W5-2
Q9H8Y8	GORASP2	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	452	reviewed	9606	947	Q9H8Y8;Q9H8Y8-2;Q9H8Y8-3
Q9H910	JPT2	Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein)	190	reviewed	9606	1045	Q9H910;H3BU16;A6NGP5;Q9H910-2;Q9H910-3;H3BMT0;H3BTV5;H3BMV3
Q9H920	RNF121	E3 ubiquitin ligase RNF121 (EC 2.3.2.27) (RING finger protein 121)	327	reviewed	9606	1929	Q9H920;E9PLR7;F8WDV7;G3V148;Q9H920-2;H0YEH6;E9PKE9;C9JQY5
Q9H993	DCPH1	Damage-control phosphatase 1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Damage-control phosphatase ARMT1) (Damage-control phosphatase DUF89) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase DCPH1)	441	reviewed	9606	206	Q9H993;F5GZY1
Q9H9A6	LRRC40	Leucine-rich repeat-containing protein 40	602	reviewed	9606	1289	Q9H9A6
Q9H9G7	AGO3	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	860	reviewed	9606	79	Q9H9G7;Q9H9G7-2;Q5TA56
Q9H9Q2	COPS7B	COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b)	264	reviewed	9606	510	Q9H9Q2;A0A087X1P5;J3KQ34;Q9H9Q2-3;J3KQ41;Q9H9Q2-2;J3QT95;J3QT73;J3KQV6;J3QT67;J3QT66;J3QT69;J3QT50;J3QT43
Q9H9Q4	NHEJ1	Non-homologous end-joining factor 1 (Protein cernunnos) (XRCC4-like factor)	299	reviewed	9606	1465	Q9H9Q4;H7C0G7;C9JWV4;G5E9Q8;Q9H9Q4-2
Q9HA64	FN3KRP	Ketosamine-3-kinase (EC 2.7.1.172) (Fructosamine-3-kinase-related protein) (FN3K-RP) (FN3K-related protein) (Protein-psicosamine 3-kinase FN3KRP) (EC 2.7.1.-)	309	reviewed	9606	859	Q9HA64;I3L139;I3L2G3;I3L378;I3L3W5;I3L2K8;I3L407
Q9HA65	TBC1D17	TBC1 domain family member 17	648	reviewed	9606	2287	Q9HA65;Q9HA65-3;Q9HA65-2;M0R2L2;M0QYC9;M0QXA2;A0A087WXG5
Q9HAB8	PPCS	Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	311	reviewed	9606	1671	Q9HAB8;Q5VVM3;Q9HAB8-2
Q9HAV0	GNB4	Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4)	340	reviewed	9606	936	Q9HAV0;C9JD14;H7C5J5
Q9HBH5	RDH14	Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4)	336	reviewed	9606	1902	Q9HBH5
Q9HBL0	TNS1	Tensin-1 (EC 3.1.3.-)	1839	reviewed	9606	2375	H0Y4U1;A0A087WWW7;E9PGF5;Q9HBL0;E9PF55;Q68CZ2;Q68CZ2-2;Q63HR2;F8VV64;Q63HR2-5;Q63HR2-2;Q63HR2-6;Q63HR2-4
Q9HC07	TMEM165	Putative divalent cation/proton antiporter TMEM165 (Transmembrane protein 165) (Transmembrane protein PT27) (Transmembrane protein TPARL)	324	reviewed	9606	2345	Q9HC07;V9GY93;Q9HC07-2;V9GYC8
Q9HC38	GLOD4	Glyoxalase domain-containing protein 4	313	reviewed	9606	910	Q9HC38-2;F6TLX2;Q9HC38;I3L3Q4;Q9HC38-3;I3L1I0;I3L1F4
Q9HCE7	SMURF1	E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	757	reviewed	9606	2178	Q9HCE7;Q9HCE7-2
Q9HCJ1	ANKH	Mineralization regulator ANKH (ATP carrier protein ANKH) (Progressive ankylosis protein homolog) (ANK)	492	reviewed	9606	133	Q9HCJ1;Q9HCJ1-2
Q9HCN8	SDF2L1	Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)	221	reviewed	9606	2061	Q9HCN8
Q9HCP0	CSNK1G1	Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1)	422	reviewed	9606	540	Q9HCP0;U3KQB3;Q9HCP0-2;U3KQA5;U3KQN9
Q9HD40	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Liver-pancreas antigen) (LP) (SLA-p35) (SLA/LP autoantigen) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (Soluble liver antigen) (SLA) (UGA suppressor tRNA-associated protein) (tRNA(Ser/Sec)-associated antigenic protein)	501	reviewed	9606	2084	Q9HD40;Q9HD40-3;H0Y9D2;D6R969;J3KP25;Q9HD40-2
Q9HD45	TM9SF3	Transmembrane 9 superfamily member 3 (EP70-P-iso) (SM-11044-binding protein)	589	reviewed	9606	2325	Q9HD45;Q5TB53
Q9HDC9	APMAP	Adipocyte plasma membrane-associated protein (Protein BSCv)	416	reviewed	9606	170	Q9HDC9;H0Y512;Q9HDC9-2
Q9NP58	ABCB6	ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5) (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter)	842	reviewed	9606	13	Q9NP58;Q9NP58-4;H7BXK9;H7C3Z0;H7C049;H7C245;O75027;H7C1R6;B4DGL8;A0A087WW65;O75027-3;O75027-2;Q2M3G0-1
Q9NP59	SLC40A1	Ferroportin (Ferroportin-1) (Iron-regulated transporter 1) (Solute carrier family 40 member 1)	571	reviewed	9606	2152	Q9NP59;E7ES28;Q4PNE6;E7EQF8
Q9NP72	RAB18	Ras-related protein Rab-18 (EC 3.6.5.2)	206	reviewed	9606	1834	Q9NP72;Q9NP72-2;A0A087X163;Q5W0J0;Q9NP72-3;H0Y6T8
Q9NP79	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive gene 1 protein) (DRG-1) (LYST-interacting protein 5) (LIP5) (SKD1-binding protein 1) (SBP1)	307	reviewed	9606	2551	Q9NP79;A0A087WY55;Q5TGM0;Q9NP79-2
Q9NP98	MYOZ1	Myozenin-1 (Calsarcin-2) (Filamin-, actinin- and telethonin-binding protein) (Protein FATZ)	299	reviewed	9606	1421	Q9NP98
Q9NPH2	ISYNA1	Inositol-3-phosphate synthase 1 (IPS 1) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase) (hIPS) (Myo-inositol 1-phosphate synthase A1) (hINO1)	558	reviewed	9606	1146	Q9NPH2;Q9NPH2-2;Q9NPH2-3;J3QS51;J3KRH4
Q9NPI0	TMEM138	Transmembrane protein 138	162	reviewed	9606	2343	J3QSZ6;Q9NPI0
Q9NPP4	NLRC4	NLR family CARD domain-containing protein 4 (CARD, LRR, and NACHT-containing protein) (CED-4-like protein Clan) (Caspase recruitment domain-containing protein 12) (Ice protease-activating factor) (Ipaf)	1024	reviewed	9606	1472	Q9NPP4
Q9NPQ8	RIC8A	Chaperone Ric-8A (Synembryn-A)	531	reviewed	9606	1923	Q9NPQ8;Q9NPQ8-4;Q9NPQ8-2;Q9NPQ8-3;H0YEN0;H0YE35;E9PI04;E9PSI0;H0YC88;Q9NVN3;Q9NVN3-1;E9PMP0;REV__E9PNP5;B7WPL0;Q9NVN3-4;Q9NVN3-3
Q9NPR9	GPR108	Protein GPR108 (Lung seven transmembrane receptor 2)	543	reviewed	9606	953	Q9NPR9;M0QYF6;M0R1G1
Q9NQ34	TMEM9B	Transmembrane protein 9B	198	reviewed	9606	2363	Q9NQ34;Q9NQ34-2
Q9NQ94	A1CF	APOBEC1 complementation factor (APOBEC1-stimulating protein)	594	reviewed	9606	4	Q9NQ94;F8W9F8;Q9NQ94-5;Q9NQ94-3;Q9NQ94-2;Q9NQ94-4
Q9NQC3	RTN4	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	1192	reviewed	9606	2029	Q9NQC3;Q9NQC3-5;Q9NQC3-2;F8W914;Q9NQC3-4;H7C106;Q9NQC3-3;Q9NQC3-6
Q9NQE9	HINT3	Adenosine 5'-monophosphoramidase HINT3 (EC 3.9.1.-) (Histidine triad nucleotide-binding protein 3) (HINT-3)	182	reviewed	9606	1030	Q9NQE9
Q9NQP4	PFDN4	Prefoldin subunit 4 (Protein C-1)	134	reviewed	9606	1589	Q9NQP4;E9PQY2
Q9NQR4	NIT2	Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2)	276	reviewed	9606	1470	Q9NQR4
Q9NQS1	AVEN	Cell death regulator Aven	362	reviewed	9606	276	Q9NQS1
Q9NQS7	INCENP	Inner centromere protein	918	reviewed	9606	1117	Q9NQS7;Q9NQS7-2
Q9NQW7	XPNPEP1	Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)	623	reviewed	9606	2584	Q9NQW7;Q9NQW7-3;Q9NQW7-2;Q9NQW7-4;Q5T6H7;Q5T6H2;Q5T6H3;O00462;E9PFW2
Q9NQX3	GPHN	Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E) (Mo insertase)]	736	reviewed	9606	951	Q9NQX3;Q9NQX3-2;F5H039;H0YJ30;G3V582;H0YJR5;G3V4R0;G3V355
Q9NR45	NANS	N-acetylneuraminate-9-phosphate synthase (EC 2.5.1.57) (3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase) (EC 2.5.1.132) (N-acetylneuraminic acid phosphate synthase) (NANS) (Sialic acid phosphate synthase) (Sialic acid synthase)	359	reviewed	9606	1428	Q9NR45;Q5TBR1;Q5TBR0
Q9NR46	SH3GLB2	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)	395	reviewed	9606	2110	Q9NR46;B7ZC38;B7ZC39;Q9NR46-2;F8WFB9;H7C1Z6
Q9NR50	EIF2B3	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	452	reviewed	9606	710	Q9NR50;Q9NR50-3;Q9NR50-2;H0Y580;A0A0D9SEN0
Q9NR56	MBNL1	Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein)	388	reviewed	9606	1337	Q9NR56;C9JP00;A0A0A0MQX8;Q9NR56-3;Q9NR56-4;Q9NR56-7;Q9NR56-6;Q9NR56-2;Q9NR56-5
Q9NRF8	CTPS2	CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (UTP--ammonia ligase 2)	586	reviewed	9606	553	Q9NRF8;H0Y5S6
Q9NRK6	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial (ABC-mitochondrial erythroid protein) (ABC-me protein) (ATP-binding cassette transporter 10) (ABC transporter 10 protein) (EC 7.6.2.-) (Mitochondrial ATP-binding cassette 2) (M-ABC2)	738	reviewed	9606	10	Q9NRK6
Q9NRP0	OSTC	Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28)	149	reviewed	9606	1529	Q9NRP0;A0A087WUD3;Q9NRP0-2
Q9NRQ2	PLSCR4	Phospholipid scramblase 4 (PL scramblase 4) (Ca(2+)-dependent phospholipid scramblase 4) (Cell growth-inhibiting gene 43 protein) (TRA1)	329	reviewed	9606	1652	Q9NRQ2;C9J6E1;E9PHR9;Q9NRQ2-2;C9J916;C9J664;C9JNW2;C9J3P9
Q9NRR3	CDC42SE2	CDC42 small effector protein 2 (Small effector of CDC42 protein 2)	84	reviewed	9606	430	Q9NRR3;D6REL0
Q9NRR8	CDC42SE1	CDC42 small effector protein 1 (CDC42-binding protein SCIP1) (Small effector of CDC42 protein 1)	79	reviewed	9606	429	Q9NRR8
Q9NRS6	SNX15	Sorting nexin-15	342	reviewed	9606	2184	Q9NRS6;Q9NRS6-2;E9PK26;E9PMW6;E9PNI5
Q9NRV9	HEBP1	Heme-binding protein 1 (p22HBP)	189	reviewed	9606	1021	Q9NRV9;F5GWX2;H0YG71
Q9NRW1	RAB6B	Ras-related protein Rab-6B (EC 3.6.5.2)	208	reviewed	9606	1854	Q9NRW1;Q9NRW1-2;J3KR73;C9JU14;C9JB90;C9J0I2
Q9NRW7	VPS45	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	570	reviewed	9606	2548	Q9NRW7;A0A087WU65;Q9NRW7-2;Q5T4Q0;B7Z7G7
Q9NRX4	PHPT1	14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog)	125	reviewed	9606	1614	Q9NRX4;Q9NRX4-2
Q9NRX5	SERINC1	Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2)	453	reviewed	9606	2092	Q9NRX5
Q9NRY5	FAM114A2	Protein FAM114A2	505	reviewed	9606	804	Q9NRY5;E7ESJ7;I6L9D5;E5RGF9;E5RFK2;E5RHI8;E5RHP2;E5RK42;E5RH43;E5RIK7
Q9NRZ5	AGPAT4	1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (1-AGP acyltransferase 4) (1-AGPAT 4) (Lysophosphatidic acid acyltransferase delta) (LPAAT-delta)	378	reviewed	9606	82	Q9NRZ5;Q9NRZ5-2;H0Y5R3;Q6AI25;G3XAF1;Q5TEE8
Q9NRZ7	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 3) (1-AGP acyltransferase 3) (1-AGPAT 3) (Lysophosphatidic acid acyltransferase gamma) (LPAAT-gamma)	376	reviewed	9606	81	Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3;C9JL26;C9J184
Q9NS86	LANCL2	LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)	450	reviewed	9606	1249	Q9NS86;H7BZ40
Q9NSD9	FARSB	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	589	reviewed	9606	820	Q9NSD9;Q9NSD9-2
Q9NSK0	KLC4	Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)	619	reviewed	9606	1188	Q9NSK0;Q9NSK0-5;C9J8T5;Q9NSK0-4;Q9NSK0-3;C9JZE5;Q9H0B6;E9PQ02;A8MX29;A8MZ87;Q9H0B6-2;C9JXT5;C9JQU1;C9K0D5;Q9NSK0-2
Q9NSY1	BMP2K	BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1)	1161	reviewed	9606	298	Q9NSY1;Q9NSY1-2;Q9NSY1-3;K4DI97;H0Y9P1;Q5H9B9
Q9NT62	ATG3	Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like) (hApg3) (Protein PC3-96)	314	reviewed	9606	226	Q9NT62;Q9NT62-2;F8WDI0
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog)	1288	reviewed	9606	2172	Q9NTJ3;E9PD53;Q9NTJ3-2;C9JR83;C9JVD8;C9J578;C9J9E4;C9JWF0;C9IYK2;C9JJ64
Q9NTJ4	MAN2C1	Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha mannosidase 6A8B) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1)	1040	reviewed	9606	1311	Q9NTJ4;Q9NTJ4-2;Q9NTJ4-4;Q9NTJ4-3;B4DH23;H3BMJ3;H3BUW3;H3BQH9;H3BRI3;A0A0C4DGU9;H3BRV3;H3BQJ2;H3BSE5
Q9NTJ5	SACM1L	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	587	reviewed	9606	2042	Q9NTJ5;E9PGZ4;Q9NTJ5-2;F8WDN7;F8WCQ2;C9J3E3
Q9NTK5	OLA1	Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)	396	reviewed	9606	1518	Q9NTK5;J3KQ32;Q9NTK5-2;Q9NTK5-3;C9JTK6;C9JCJ9
Q9NTX5	ECHDC1	Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD)	307	reviewed	9606	688	Q9NTX5;Q9NTX5-3;Q9NTX5-6;Q9NTX5-2;H0Y5L2;Q9NTX5-5;H0Y525;J3KP84;E9PPG7;E9PRU6;F2Z2D6;E9PJS8;E9PLY6;Q9NTX5-4;H0YCS9
Q9NUE0	ZDHHC18	Palmitoyltransferase ZDHHC18 (EC 2.3.1.225) (DHHC domain-containing cysteine-rich protein 18) (DHHC-18) (Zinc finger DHHC domain-containing protein 18)	388	reviewed	9606	2613	Q9NUE0;Q9NUE0-2;H0YEN1;E9PJS3
Q9NUP9	LIN7C	Protein lin-7 homolog C (Lin-7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3)	197	reviewed	9606	1274	Q9NUP9;G3V1D4;O14910;Q9HAP6;H0YI92;H0YIA8
Q9NUQ9	CYRIB	CYFIP-related Rac1 interactor B (L1)	324	reviewed	9606	816	Q9NUQ9;E5RI16;Q9NUQ9-2;A0A087X178;E5RJE1;E5RIR8;E5RJL8;E5RGI7;Q9H0Q0;E5RK61;E5RFS4;E5RHU5;E5RK81;E5RH75
Q9NUU7	DDX19A	ATP-dependent RNA helicase DDX19A (EC 3.6.4.13) (DDX19-like protein) (DEAD box protein 19A)	478	reviewed	9606	2655	Q9NUU7-2
Q9NV96	CDC50A	Cell cycle control protein 50A (P4-ATPase flippase complex beta subunit TMEM30A) (Transmembrane protein 30A)	361	reviewed	9606	2353	Q9NV96;Q9NV96-2;Q9NV96-3;Q3MIR4
Q9NVA2	SEPTIN11	Septin-11	429	reviewed	9606	2085	Q9NVA2;D6RGI3;D6RER5;Q9NVA2-2;D6RDU5;D6RDP1;D6R9Y6;H0Y961;H0Y9G8
Q9NVE5	USP40	Ubiquitin carboxyl-terminal hydrolase 40 (EC 3.4.19.12) (Deubiquitinating enzyme 40) (Ubiquitin thioesterase 40) (Ubiquitin-specific-processing protease 40)	1235	reviewed	9606	2506	Q9NVE5;Q9NVE5-3
Q9NVR5	DNAAF2	Protein kintoun (Dynein assembly factor 2, axonemal)	837	reviewed	9606	641	Q9NVR5;Q9NVR5-2
Q9NVS9	PNPO	Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)	261	reviewed	9606	1657	Q9NVS9;Q9NVS9-2;Q9NVS9-3;Q9NVS9-4;J3QQV6
Q9NVZ3	NECAP2	Adaptin ear-binding coat-associated protein 2 (NECAP endocytosis-associated protein 2) (NECAP-2)	263	reviewed	9606	1455	Q9NVZ3;Q9NVZ3-2;F6SKB8;Q9NVZ3-3;Q9NVZ3-4;D6RAN6;D6RB24;H0Y970
Q9NW15	ANO10	Anoctamin-10 (Transmembrane protein 16K)	660	reviewed	9606	141	Q9NW15;Q9NW15-2;Q9NW15-4;Q9NW15-3;C9IZD0;C9JA49;C9IYD3;C9JQC9;C9JPY2;H7C3N6;C9J670;Q9NW15-5;C9JJS5;C9JH90
Q9NW68	BSDC1	BSD domain-containing protein 1	430	reviewed	9606	308	Q9NW68;Q9NW68-2;Q9NW68-7;Q9NW68-3;E9PS77;E9PQA7;Q9NW68-9;Q9NW68-4;Q9NW68-8;Q9NW68-5
Q9NWC5	TMEM45A	Transmembrane protein 45A (DNA polymerase-transactivated protein 4) (Dermal papilla-derived protein 7)	275	reviewed	9606	2357	Q9NWC5;C9J9Z5;J3KQ06
Q9NWU2	GID8	Glucose-induced degradation protein 8 homolog (Two hybrid-associated protein 1 with RanBPM) (Twa1)	228	reviewed	9606	906	Q9NWU2
Q9NWV4	CZIB	CXXC motif containing zinc binding protein (UPF0587 protein C1orf123)	160	reviewed	9606	327	Q9NWV4
Q9NWV8	BABAM1	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	329	reviewed	9606	280	Q9NWV8;J3KQS6;M0R0I0;Q9NWV8-3;M0QXG9;M0R2K3;M0R193;M0R2I2;Q9NWV8-2;M0R3F4;M0R2A4;M0QY17;M0QYV1
Q9NWW5	CLN6	Ceroid-lipofuscinosis neuronal protein 6 (Protein CLN6)	311	reviewed	9606	471	Q9NWW5;H3BUV4;H3BRN7;H3BNF1;H3BTY4;H3BUT1;Q9NWW5-2
Q9NWX6	THG1L	Probable tRNA(His) guanylyltransferase (EC 2.7.7.79) (Induced in high glucose-1) (IHG-1) (Interphase cytoplasmic foci protein 45) (tRNA-histidine guanylyltransferase)	298	reviewed	9606	2316	Q9NWX6;E5RIQ8
Q9NX46	ADPRS	ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)	363	reviewed	9606	72	Q9NX46
Q9NXR1	NDE1	Nuclear distribution protein nudE homolog 1 (NudE)	335	reviewed	9606	1453	Q9NXR1;Q9NXR1-2;X5DR54;I3L2R9;I3L533;I3L522;I3L2T8;I3L2R3;Q9GZM8;J3QSD2;J3QRZ1;A6NIZ0;Q9GZM8-3;Q9GZM8-2
Q9NXR7	BABAM2	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	383	reviewed	9606	304	Q9NXR7;Q9NXR7-4;Q9NXR7-3;Q9NXR7-1;F8W733;C9J2G0;A0A075B7D2
Q9NXU5	ARL15	ADP-ribosylation factor-like protein 15 (ADP-ribosylation factor-related protein 2) (ARF-related protein 2)	204	reviewed	9606	200	A0A087WUW9;Q9NXU5;A0A0B4J222;R4GN67
Q9NY33	DPP3	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	737	reviewed	9606	673	Q9NY33;G3V1D3;G3V180;Q9NY33-4;Q9NY33-2;E9PQ14;E9PPK9;E9PKK8;E9PNX5;E9PQF2
Q9NY35	CLDND1	Claudin domain-containing protein 1 (Claudin-25) (Membrane protein GENX-3745)	253	reviewed	9606	463	Q9NY35;D6RIU2;D6RDP6;H0Y8T9;D6RHU6;D6RDY1;D6RA76;D6RC11;D6R9S8;D6RCE6;D6RFX6;D6RDI6;D6RCR8;Q9NY35-2;D6R9K1;D6RD48;D6RB31;D6RAZ7;D6RCP3;Q9NY35-3
Q9NYB0	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1)	399	reviewed	9606	2307	Q9NYB0
Q9NYC9	DNAH9	Dynein axonemal heavy chain 9 (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9)	4486	reviewed	9606	644	Q9NYC9;E7EP17;Q9NYC9-2
Q9NYG2	ZDHHC3	Palmitoyltransferase ZDHHC3 (EC 2.3.1.225) (Acyltransferase ZDHHC3) (EC 2.3.1.-) (Protein DHHC1) (Zinc finger DHHC domain-containing protein 3) (DHHC-3)	299	reviewed	9606	2617	Q9NYG2-2;Q9NYG2;F8W6M3
Q9NYL9	TMOD3	Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod)	352	reviewed	9606	2365	Q9NYL9;H0YKU1;H0YNJ8
Q9NYT0	PLEK2	Pleckstrin-2	353	reviewed	9606	1644	Q9NYT0;H0YJ64;H0YIZ5;H0YJD0
Q9NYU2	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	1555	reviewed	9606	2481	Q9NYU2;Q9NYU2-2;H7BZG0;Q9NYU1;F8WCI2;F8WCE6;A6NP03;E7EMU6;Q9NYU1-2
Q9NYZ1	TVP23B	Golgi apparatus membrane protein TVP23 homolog B	205	reviewed	9606	2437	Q9NYZ1;J3QL63;J3QL47;C9JYS5;K7ENL4;Q96ET8-3;J3KS67
Q9NYZ2	SLC25A37	Mitoferrin-1 (Mitochondrial iron transporter 1) (Mitochondrial solute carrier protein) (Solute carrier family 25 member 37)	338	reviewed	9606	2133	Q9NYZ2;Q9NYZ2-4
