# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-19T18:28:04Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff
Q96A35	MRPL24	2	216	24914.5	15	0.602058	15	16	-0.0666667
Q96A49	SYAP1	2	352	39932.8	17	0.425715	17	17	0
Q96A65	EXOC4	2	974	110496	64	0.579205	64	65	-0.015625
Q96A72	MAGOHB	2	148	17275.6	14	0.810393	14	14	0
Q96AB3	ISOC2	2	205	22336.8	9	0.402922	9	9	0
Q96AC1	FERMT2	1	680	77859.4	39	0.500903	39	39	0
Q96AE4	FUBP1	2	644	67559.5	35	0.518062	35	35	0
Q96AG3	SLC25A46	2	418	46173.3	19	0.411493	19	19	0
Q96AG4	LRRC59	2	307	34929.9	17	0.486689	17	18	-0.0588235
Q96AN5	TMEM143	2	459	51714.1	30	0.580113	30	30	0
Q96AQ6	PBXIP1	2	731	80641.9	34	0.421617	34	34	0
Q96AX9	MIB2	2	955	103656	55	0.530599	55	53	0.0363636
Q96AY3	FKBP10	2	582	64244.2	36	0.560362	36	35	0.0277778
Q96AZ6	ISG20	2	181	20363.2	11	0.540191	11	11	0
Q96B36	AKT1S1	2	256	27382.9	12	0.43823	12	10	0.166667
Q96B96	LDAF1	2	161	17521.6	6	0.342434	6	5	0.166667
Q96B97	SH3KBP1	2	665	73125.3	40	0.547006	40	40	0
Q96BP2	CHCHD1	2	118	13474.6	5	0.371068	5	6	-0.2
Q96BQ5	CCDC127	2	260	30833.8	17	0.551343	17	17	0
Q96BR5	COA7	2	231	25708.8	16	0.622355	16	16	0
Q96BW5	PTER	2	349	39017.4	23	0.589481	23	23	0
Q96BW9	TAMM41	2	452	51066.1	28	0.548309	28	28	0
Q96BY7	ATG2B	2	2078	232759	128	0.549925	128	121	0.0546875
Q96C01	TIMCC	2	138	15641	11	0.703279	11	11	0
Q96C23	GALM	2	342	37765.1	20	0.52959	20	19	0.05
Q96C86	DCPS	2	337	38608.1	19	0.492125	19	19	0
Q96CG8	CTHRC1	2	243	26223.6	13	0.495736	13	13	0
Q96CM3	RPUSD4	2	377	42204.5	26	0.616048	26	22	0.153846
Q96CM8	ACSF2	2	615	68124	28	0.411015	28	28	0
Q96CN7	ISOC1	2	298	32236.3	16	0.496335	16	16	0
Q96CT7	CCDC124	2	223	25834.8	15	0.580612	15	15	0
Q96CU9	FOXRED1	2	486	53810.8	22	0.40884	22	22	0
Q96CV9	OPTN	2	577	65921.1	39	0.591617	39	39	0
Q96CW1	AP2M1	2	435	49654.1	29	0.584041	29	29	0
Q96CX2	KCTD12	2	325	35700.3	17	0.476187	17	18	-0.0588235
Q96DA0	ZG16B	2	172	18878.4	10	0.529705	10	10	0
Q96DA6	DNAJC19	2	116	12498.5	10	0.800098	10	10	0
Q96DB5	RMDN1	2	314	35807.4	24	0.670252	24	24	0
Q96DC8	ECHDC3	2	303	32633.2	20	0.612873	20	20	0
Q96DD0	LRRC39	1	335	38792.4	19	0.489787	19	19	0
Q96DE0	NUDT16	2	195	21273	13	0.611103	13	13	0
Q96DG6	CMBL	2	245	28047.8	17	0.606108	17	16	0.0588235
Q96DH6	MSI2	2	328	35196.4	13	0.369356	13	12	0.0769231
Q96DV4	MRPL38	2	380	44595.8	25	0.560591	25	23	0.08
Q96E11	MRRF	2	262	29276.7	17	0.580667	17	16	0.0588235
Q96E52	OMA1	2	524	60119.3	34	0.565542	34	34	0
Q96EL2	MRPS24	2	167	19014.9	12	0.631085	12	12	0
Q96EL3	MRPL53	2	112	12106.7	9	0.743392	9	9	0
Q96EM0	L3HYPDH	2	354	38137.3	20	0.524421	20	20	0
Q96EP0	RNF31	2	1072	119650	59	0.493104	59	55	0.0677966
Q96EP5	DAZAP1	2	407	43382.9	13	0.299657	13	13	0
Q96ER9	CCDC51	2	411	45810.6	28	0.611213	28	28	0
Q96EX1	SMIM12	2	92	10799.3	6	0.555593	6	6	0
Q96EY1	DNAJA3	2	480	52488.1	24	0.457247	24	24	0
Q96EY7	PTCD3	2	689	78548.4	45	0.572895	45	45	0
Q96EY8	MMAB	2	250	27387.9	16	0.5842	16	15	0.0625
Q96FQ6	S100A16	2	103	11801.2	6	0.508422	6	6	0
Q96FV2	SCRN2	2	425	46595.8	19	0.407763	19	18	0.0526316
Q96FW1	OTUB1	2	271	31283.6	16	0.511451	16	15	0.0625
Q96FZ7	CHMP6	2	201	23484.4	11	0.468396	11	11	0
Q96G03	PGM2	2	612	68282.4	39	0.571158	39	39	0
Q96G23	CERS2	2	380	44875.4	16	0.356543	16	16	0
Q96GA7	SDSL	2	329	34673.8	18	0.519124	18	18	0
Q96GC5	MRPL48	2	212	23934.5	11	0.459588	11	11	0
Q96GD0	PDXP	2	296	31697.7	18	0.567865	18	17	0.0555556
Q96GE9	DMAC1	2	116	12257.2	4	0.326338	4	2	0.5
Q96GG9	DCUN1D1	2	259	30123.9	14	0.464748	14	13	0.0714286
Q96GK7	FAHD2A	2	314	34595.8	16	0.462483	16	16	0
Q96GQ5	RUSF1	2	468	51017	19	0.372425	19	20	-0.0526316
Q96GX9	APIP	2	242	27125	18	0.663595	18	18	0
Q96GZ6	SLC41A3	2	507	54765.8	15	0.273893	15	12	0.2
Q96HC4	PDLIM5	1	596	63944.3	35	0.547351	35	31	0.114286
Q96HE7	ERO1A	2	468	54391.9	29	0.533168	29	28	0.0344828
Q96HJ9	FMC1	2	113	12748.4	7	0.549087	7	7	0
Q96HN2	AHCYL2	2	611	66720.3	35	0.524578	35	35	0
Q96HS1	PGAM5	2	289	32003.9	22	0.687416	22	18	0.181818
Q96HY6	DDRGK1	2	314	35610.3	15	0.421227	15	14	0.0666667
Q96HY7	DHTKD1	2	919	103075	43	0.417171	43	41	0.0465116
Q96I15	SCLY	2	445	48148.1	27	0.56077	27	27	0
Q96I23	PYURF	2	114	12654.4	7	0.553167	7	7	0
Q96I24	FUBP3	2	572	61639.5	38	0.616488	38	37	0.0263158
Q96I25	RBM17	2	401	44961	25	0.556038	25	25	0
Q96I99	SUCLG2	2	432	46510	30	0.645022	30	30	0
Q96IU4	ABHD14B	2	210	22345.3	12	0.537026	12	11	0.0833333
Q96IV0	NGLY1	2	654	74389	40	0.537714	40	39	0.025
Q96IX5	ATP5MK	2	58	6457.51	3	0.464576	3	3	0
Q96JB5	CDK5RAP3	2	506	56919.7	28	0.491921	28	27	0.0357143
Q96JG6	VPS50	2	964	111172	58	0.521713	58	57	0.0172414
Q96JJ3	ELMO2	2	720	82613.7	42	0.50839	42	43	-0.0238095
Q96JJ7	TMX3	2	454	51871.4	25	0.481962	25	24	0.04
Q96JX3	SERAC1	2	654	74146.3	44	0.593422	44	41	0.0681818
Q96JY6	PDLIM2	1	352	37458.2	24	0.640714	24	24	0
Q96K17	BTF3L4	2	158	17270.3	10	0.57903	10	8	0.2
Q96K19	RNF170	2	258	29814.2	10	0.33541	10	10	0
Q96K21	ZFYVE19	2	471	51545.5	34	0.659611	34	31	0.0882353
Q96K76	USP47	2	1375	157309	78	0.495839	78	77	0.0128205
Q96KK5	H2AC12	2	128	13906.1	7	0.503378	7	7	0
Q96KP1	EXOC2	2	924	104065	55	0.528517	55	51	0.0727273
Q96KP4	CNDP2	2	475	52877.8	30	0.567346	30	29	0.0333333
Q96KR1	ZFR	2	1074	117010	51	0.435859	51	46	0.0980392
Q96KR6	MIMS2	2	192	20424	7	0.342735	7	8	-0.142857
Q96L92	SNX27	2	541	61264.5	30	0.48968	30	30	0
Q96L96	ALPK3	2	1705	180669	91	0.503683	91	88	0.032967
Q96LW7	CARD19	2	228	25589	11	0.429872	11	10	0.0909091
Q96M27	PRRC1	2	445	46700.6	11	0.235543	11	11	0
Q96MF2	STAC3	2	364	41506.6	23	0.554129	23	22	0.0434783
Q96MF6	COQ10A	2	247	27685.9	19	0.686271	19	19	0
Q96MG2	JSRP1	2	331	36318.1	18	0.495621	18	19	-0.0555556
Q96MM6	HSPA12B	2	686	75686.4	43	0.568134	43	41	0.0465116
Q96MW1	CCDC43	2	224	25247.9	11	0.43568	11	11	0
Q96N67	DOCK7	2	2140	242557	124	0.51122	124	119	0.0403226
Q96ND0	MIMS1	2	272	30776.2	18	0.584867	18	18	0
Q96P16	RPRD1A	2	312	35719.1	20	0.559925	20	20	0
Q96P63	SERPINB12	2	405	46275.8	20	0.432191	20	20	0
Q96P70	IPO9	2	1041	115961	42	0.362191	42	41	0.0238095
Q96PC5	MIA2	2	1412	159833	85	0.531804	85	80	0.0588235
Q96PE2	ARHGEF17	2	2063	221669	102	0.460146	102	97	0.0490196
Q96PE7	MCEE	2	176	18748.6	13	0.693384	13	12	0.0769231
Q96PK6	RBM14	2	669	69490.4	26	0.374153	26	25	0.0384615
Q96PP9	GBP4	2	640	73163.7	35	0.478379	35	34	0.0285714
Q96PU8	QKI	2	341	37670.2	18	0.477832	18	18	0
Q96PV6	LENG8	2	800	88156	43	0.487772	43	41	0.0465116
Q96Q06	PLIN4	2	1371	135891	72	0.529837	72	73	-0.0138889
Q96Q11	TRNT1	2	434	50126.8	33	0.65833	33	30	0.0909091
Q96Q15	SMG1	2	3661	410494	197	0.47991	197	190	0.035533
Q96Q27	ASB2	1	635	70211	35	0.498497	35	35	0
Q96QA5	GSDMA	2	445	49364.2	26	0.526698	26	26	0
Q96QD9	FYTTD1	2	318	35817.9	21	0.586299	21	20	0.047619
Q96QG7	MTMR9	2	549	63460.6	28	0.441219	28	26	0.0714286
Q96QK1	VPS35	2	796	91705.6	47	0.51251	47	48	-0.0212766
Q96QR8	PURB	2	312	33240.5	15	0.451257	15	16	-0.0666667
Q96QV6	H2AC1	2	131	14233.3	7	0.491805	7	7	0
Q96RL7	VPS13A	2	3174	360271	177	0.491297	177	164	0.0734463
Q96RP9	GFM1	2	751	83470.5	45	0.539113	45	45	0
Q96RQ1	ERGIC2	2	377	42548.1	20	0.470057	20	20	0
Q96RQ3	MCCC1	2	725	80471.9	44	0.546774	44	44	0
Q96RS6	NUDCD1	2	583	66754.8	34	0.509326	34	34	0
Q96S44	TP53RK	2	253	28160	14	0.497159	14	13	0.0714286
Q96S52	PIGS	2	555	61655.1	25	0.405481	25	25	0
Q96S66	CLCC1	2	551	62021.7	39	0.628812	39	36	0.0769231
Q96S96	PEBP4	2	227	25733	10	0.388606	10	10	0
Q96SL4	GPX7	2	187	20995.7	13	0.619174	13	12	0.0769231
Q96SU4	OSBPL9	2	736	83183.4	33	0.396714	33	32	0.030303
Q96SZ5	ADO	2	270	29750.4	17	0.571421	17	18	-0.0588235
Q96T23	RSF1	2	1441	163818	77	0.470032	77	77	0
Q96T51	RUFY1	2	708	79816.7	53	0.664022	53	54	-0.0188679
Q96T66	NMNAT3	2	252	28321.2	20	0.706184	20	20	0
Q96T76	MMS19	2	1030	113288	54	0.476663	54	55	-0.0185185
Q96TA1	NIBAN2	2	746	84136.6	44	0.522959	44	42	0.0454545
Q99417	MYCBP	2	103	11966.5	7	0.584966	7	6	0.142857
Q99426	TBCB	2	244	27325.2	18	0.658732	18	16	0.111111
Q99436	PSMB7	2	277	29965.1	12	0.400465	12	12	0
Q99439	CNN2	2	309	33696.7	16	0.474824	16	16	0
Q99442	SEC62	2	399	45861.3	20	0.436097	20	19	0.05
Q99447	PCYT2	2	389	43834.9	26	0.593134	26	26	0
Q99459	CDC5L	2	802	92249.2	47	0.509489	47	43	0.0851064
Q99460	PSMD1	2	953	105835	51	0.481883	51	50	0.0196078
Q99471	PFDN5	2	154	17327.9	10	0.577104	10	10	0
Q99497	PARK7	2	189	19890.8	13	0.653567	13	13	0
Q99504	EYA3	2	573	62661.8	19	0.303215	19	15	0.210526
Q99523	SORT1	2	831	92066.5	43	0.467054	43	40	0.0697674
Q99541	PLIN2	2	437	48074.7	29	0.603228	29	28	0.0344828
Q99584	S100A13	2	98	11471	7	0.610233	7	7	0
Q99598	TSNAX	2	290	33112	20	0.60401	20	20	0
Q99613	EIF3C	2	913	105342	46	0.436672	46	44	0.0434783
Q99614	TTC1	2	292	33525.7	18	0.536902	18	17	0.0555556
Q99615	DNAJC7	2	494	56440.2	37	0.655561	37	37	0
Q99623	PHB2	2	299	33295.8	26	0.780879	26	26	0
Q99627	COPS8	2	209	23225.2	9	0.38751	9	9	0
Q99643	SDHC	2	169	18609.9	9	0.483613	9	8	0.111111
Q99707	MTR	2	1265	140525	75	0.533711	75	72	0.04
Q99714	HSD17B10	2	261	26922.8	16	0.594293	16	16	0
Q99715	COL12A1	2	3063	333143	166	0.498284	166	158	0.0481928
Q99729	HNRNPAB	2	332	36224.6	14	0.386478	14	14	0
Q99733	NAP1L4	2	375	42822.9	19	0.443688	19	19	0
Q99735	MGST2	2	147	16620.3	3	0.180502	3	3	0
Q99747	NAPG	2	312	34745.8	20	0.575609	20	19	0.05
Q99757	TXN2	2	166	18383	9	0.489582	9	9	0
Q99766	DMAC2L	2	200	23225.7	17	0.731947	17	17	0
Q99797	MIPEP	2	713	80639.6	48	0.595241	48	48	0
Q99798	ACO2	2	780	85424.2	42	0.491664	42	39	0.0714286
Q99805	TM9SF2	2	663	75774.6	26	0.343123	26	24	0.0769231
Q99807	COQ7	2	217	24276.6	15	0.617878	15	16	-0.0666667
Q99816	TSG101	2	390	43943.7	21	0.477884	21	18	0.142857
Q99829	CPNE1	2	537	59057.9	22	0.372516	22	20	0.0909091
Q99832	CCT7	2	543	59365.8	35	0.589565	35	35	0
Q99848	EBNA1BP2	2	306	34851.5	18	0.516477	18	18	0
Q99873	PRMT1	2	371	42461.2	21	0.494569	21	20	0.047619
Q99877	H2BC15	2	126	13922	11	0.790118	11	11	0
Q99878	H2AC14	2	128	13936.1	7	0.502293	7	7	0
Q99879	H2BC14	2	126	13989.1	11	0.786326	11	11	0
Q99959	PKP2	2	881	97413.3	57	0.585136	57	55	0.0350877
Q99961	SH3GL1	2	368	41489.4	19	0.457948	19	22	-0.157895
Q99972	MYOC	2	504	56971.3	32	0.561687	32	30	0.0625
Q99985	SEMA3C	2	751	85206	47	0.551604	47	48	-0.0212766
Q99996	AKAP9	2	3907	452980	281	0.620337	281	278	0.0106762
Q9BPU6	DPYSL5	2	564	61420.6	33	0.537279	33	31	0.0606061
Q9BPW8	NIPSNAP1	2	284	33309.5	19	0.570408	19	18	0.0526316
Q9BPX5	ARPC5L	2	153	16941	12	0.708343	12	12	0
Q9BPX6	MICU1	2	476	54350.6	31	0.570371	31	32	-0.0322581
Q9BQ04	RBM4B	2	359	40149.1	23	0.572865	23	23	0
Q9BQ13	KCTD14	2	255	29590.8	16	0.540708	16	15	0.0625
Q9BQ67	GRWD1	2	446	49418.4	21	0.424943	21	18	0.142857
Q9BQ69	MACROD1	2	325	35504.6	19	0.535142	19	18	0.0526316
Q9BQA1	WDR77	2	342	36723.8	12	0.326764	12	12	0
Q9BQC6	MRPL57	2	102	12266	6	0.489155	6	6	0
Q9BQE3	TUBA1C	2	449	49894.7	23	0.460971	23	22	0.0434783
Q9BQE5	APOL2	2	337	37077.8	18	0.485466	18	18	0
Q9BQG0	MYBBP1A	2	1328	148852	77	0.517292	77	76	0.012987
Q9BQS8	FYCO1	2	1478	166980	98	0.586898	98	96	0.0204082
Q9BR39	JPH2	1	696	74220.5	31	0.417675	31	34	-0.0967742
Q9BR76	CORO1B	2	489	54233.9	25	0.460966	25	23	0.08
Q9BRA2	TXNDC17	2	123	13940.7	9	0.645592	9	9	0
Q9BRC7	PLCD4	2	762	87583.8	34	0.3882	34	32	0.0588235
Q9BRF8	CPPED1	2	314	35547.8	18	0.506361	18	19	-0.0555556
Q9BRG1	VPS25	2	176	20747.4	11	0.530187	11	11	0
Q9BRJ2	MRPL45	2	306	35350.4	22	0.622341	22	21	0.0454545
Q9BRQ6	CHCHD6	2	235	26457.3	16	0.604748	16	16	0
Q9BRT2	UQCC2	2	126	14874.6	8	0.53783	8	8	0
Q9BRT3	MIEN1	2	115	12402.9	8	0.645013	8	8	0
Q9BRX2	PELO	2	385	43358.5	26	0.599651	26	26	0
Q9BRX8	PRXL2A	2	229	25763.8	14	0.543397	14	14	0
Q9BRZ2	TRIM56	2	755	81486.6	46	0.56451	46	46	0
Q9BS26	ERP44	2	406	46970.5	24	0.510959	24	22	0.0833333
Q9BS92	NIPSNAP3B	2	247	28313	17	0.600432	17	17	0
Q9BSD7	NTPCR	2	190	20712.9	14	0.675908	14	14	0
Q9BSE5	AGMAT	2	352	37660	17	0.451408	17	14	0.176471
Q9BSH4	TACO1	2	297	32476.6	17	0.523453	17	17	0
Q9BSH5	HDHD3	2	251	27999.5	12	0.42858	12	12	0
Q9BSJ8	ESYT1	2	1104	122854	57	0.463964	57	53	0.0701754
Q9BSL1	UBAC1	2	405	45337.7	24	0.529361	24	24	0
Q9BT78	COPS4	2	406	46267.9	28	0.605171	28	28	0
Q9BTC0	DIDO1	2	2240	243869	133	0.545375	133	129	0.0300752
Q9BTD8	RBM42	2	480	50413.4	21	0.416556	21	16	0.238095
Q9BTE3	MCMBP	2	642	72979.1	38	0.520697	38	37	0.0263158
Q9BTE6	AARSD1	2	412	45478.9	25	0.549705	25	25	0
Q9BTM1	H2AJ	2	129	14019.2	6	0.427984	6	6	0
Q9BTV4	TMEM43	2	400	44874.9	24	0.53482	24	22	0.0833333
Q9BTY7	HGH1	2	390	42128.4	23	0.54595	23	23	0
Q9BTZ2	DHRS4	2	278	29536.8	16	0.541697	16	16	0
Q9BU02	THTPA	2	230	25565.5	14	0.547612	14	14	0
Q9BU61	NDUFAF3	2	184	20349.9	10	0.491403	10	11	-0.1
Q9BU89	DOHH	2	302	32903.7	19	0.577443	19	18	0.0526316
Q9BUB5	MKNK1	2	465	51341.7	24	0.467457	24	24	0
Q9BUB7	TMEM70	2	260	28968.9	13	0.448757	13	13	0
Q9BUF5	TUBB6	2	446	49856.5	23	0.461324	23	22	0.0434783
Q9BUJ2	HNRNPUL1	2	856	95737.4	47	0.490926	47	46	0.0212766
Q9BUK0	CHCHD7	2	85	10095.4	7	0.693387	7	7	0
Q9BUL8	PDCD10	2	212	24701.2	16	0.647741	16	15	0.0625
Q9BUP0	EFHD1	2	239	26927.3	19	0.705604	19	18	0.0526316
Q9BUQ8	DDX23	2	820	95581.1	54	0.564965	54	52	0.037037
Q9BUR5	APOO	2	198	22284.3	12	0.538495	12	13	-0.0833333
Q9BV20	MRI1	2	369	39149.2	23	0.587496	23	20	0.130435
Q9BV79	MECR	2	373	40461.2	17	0.420156	17	15	0.117647
Q9BV86	NTMT1	2	223	25386.7	11	0.433298	11	11	0
Q9BVA1	TUBB2B	2	445	49952.5	22	0.440419	22	21	0.0454545
Q9BVC6	TMEM109	2	243	26209.4	10	0.381542	10	10	0
Q9BVG4	PBDC1	2	233	26056.5	13	0.498915	13	14	-0.0769231
Q9BVG9	PTDSS2	2	487	56252.2	20	0.355542	20	18	0.1
Q9BVJ6	UTP14A	2	771	87976.5	46	0.522867	46	45	0.0217391
Q9BVJ7	DUSP23	2	150	16587.9	12	0.723419	12	12	0
Q9BVK6	TMED9	2	235	27277	17	0.623236	17	16	0.0588235
Q9BVM4	GGACT	2	153	17328.3	9	0.519381	9	9	0
Q9BVP2	GNL3	2	549	61992.4	31	0.500061	31	30	0.0322581
Q9BVS5	TRMT61B	2	477	52964.6	28	0.528655	28	27	0.0357143
Q9BVT8	TMUB1	2	246	26260.8	6	0.228477	6	5	0.166667
Q9BVV7	TIMM21	2	248	28202.1	19	0.673708	19	19	0
Q9BW27	NUP85	2	656	75018.1	33	0.439894	33	32	0.030303
Q9BW30	TPPP3	2	176	18985.3	14	0.737413	14	14	0
Q9BW72	HIGD2A	2	106	11528.4	6	0.520454	6	5	0.166667
Q9BW91	NUDT9	2	350	39124.4	24	0.613428	24	23	0.0416667
Q9BW92	TARS2	2	718	81034.7	52	0.641701	52	44	0.153846
Q9BWF3	RBM4	2	364	40313.3	22	0.545726	22	22	0
Q9BWH2	FUNDC2	2	189	20675.4	10	0.483666	10	10	0
Q9BWM7	SFXN3	2	321	35502.8	21	0.591502	21	20	0.047619
Q9BWS9	CHID1	2	393	44939.9	22	0.489543	22	22	0
Q9BX46	RBM24	2	236	24775.4	8	0.3229	8	7	0.125
Q9BX66	SORBS1	2	1292	142510	74	0.51926	74	70	0.0540541
Q9BX68	HINT2	2	163	17161.5	11	0.640971	11	11	0
Q9BXI3	NT5C1A	2	368	41019.9	25	0.609461	25	25	0
Q9BXJ8	TMEM120A	2	343	40609.6	16	0.393995	16	16	0
Q9BXJ9	NAA15	2	866	101271	62	0.612219	62	62	0
Q9BXK5	BCL2L13	2	485	52722.3	23	0.436248	23	22	0.0434783
Q9BXN1	ASPN	2	380	43416.6	22	0.506719	22	21	0.0454545
Q9BXP5	SRRT	2	876	100665	53	0.526498	53	49	0.0754717
Q9BXS1	IDI2	2	227	26752.1	14	0.523323	14	14	0
Q9BXS5	AP1M1	2	423	48586.3	31	0.63804	31	29	0.0645161
Q9BXW6	OSBPL1A	2	950	108468	60	0.553157	60	58	0.0333333
Q9BXW7	HDHD5	2	423	46320.8	23	0.496537	23	22	0.0434783
Q9BY32	ITPA	2	194	21445.4	12	0.559561	12	12	0
Q9BY43	CHMP4A	2	222	25097.9	14	0.557816	14	13	0.0714286
Q9BY77	POLDIP3	2	421	46088.6	28	0.607525	28	28	0
Q9BYC9	MRPL20	2	149	17442.3	10	0.573318	10	10	0
Q9BYD1	MRPL13	2	178	20691.6	16	0.773261	16	15	0.0625
Q9BYD2	MRPL9	2	267	30242.9	19	0.628246	19	19	0
Q9BYD3	MRPL4	2	311	34918.6	18	0.515484	18	17	0.0555556
Q9BYD6	MRPL1	2	325	36908.2	21	0.568979	21	21	0
Q9BYG3	NIFK	2	293	34221.8	17	0.49676	17	17	0
Q9BYK8	HELZ2	2	2896	322311	178	0.552262	178	174	0.0224719
Q9BYN8	MRPS26	2	205	24211.3	15	0.619545	15	15	0
Q9BYS8	LRRC2	2	371	42942.9	24	0.558882	24	24	0
Q9BYT8	NLN	2	704	80650.8	38	0.471167	38	39	-0.0263158
Q9BYV2	TRIM54	1	358	40300.4	25	0.620342	25	22	0.12
Q9BYV6	TRIM55	2	548	60464.9	30	0.496156	30	30	0
Q9BYV7	BCO2	2	579	65673.3	32	0.48726	32	31	0.03125
Q9BYV8	CEP41	2	373	41367.8	21	0.507642	21	21	0
Q9BYX4	IFIH1	2	1025	116688	60	0.514193	60	57	0.05
Q9BYX7	POTEKP	2	375	42015.7	23	0.547415	23	23	0
Q9BZ29	DOCK9	2	2069	236442	122	0.515982	122	121	0.00819672
Q9BZE1	MRPL37	2	423	48116.8	32	0.665049	32	32	0
Q9BZE4	GTPBP4	2	634	73963.5	44	0.594888	44	42	0.0454545
Q9BZF3	OSBPL6	2	934	106304	54	0.507975	54	55	-0.0185185
Q9BZF9	UACA	2	1416	162503	110	0.676911	110	108	0.0181818
Q9BZJ0	CRNKL1	2	848	100450	56	0.55749	56	56	0
Q9BZK7	TBL1XR1	2	514	55594	24	0.431701	24	23	0.0416667
Q9BZL1	UBL5	2	73	8546.84	5	0.585012	5	5	0
Q9BZL4	PPP1R12C	2	782	84879.7	44	0.51838	44	39	0.113636
Q9BZQ8	NIBAN1	2	928	103133	43	0.416936	43	41	0.0465116
Q9BZV1	UBXN6	2	441	49752.9	23	0.462284	23	22	0.0434783
Q9BZW5	TM6SF1	2	370	41635.5	12	0.288216	12	12	0
Q9BZZ5	API5	2	524	59003.8	34	0.576234	34	34	0
Q9C029	TRIM7	2	511	56629.9	36	0.635706	36	35	0.0277778
Q9C0B1	FTO	2	505	58281.1	31	0.531904	31	31	0
Q9C0C2	CNOT12	2	1729	181793	96	0.528074	96	86	0.104167
Q9C0D5	TANC1	2	1861	202216	113	0.558808	113	105	0.0707965
Q9C0E2	XPO4	2	1151	130137	60	0.461052	60	59	0.0166667
Q9C0E8	LNPK	2	428	47739.2	22	0.460837	22	22	0
Q9C0I1	MTMR12	1	747	86146.4	44	0.510758	44	42	0.0454545
Q9GZL7	WDR12	2	423	47707.2	25	0.52403	25	25	0
Q9GZM7	TINAGL1	2	467	52386.8	23	0.439042	23	22	0.0434783
Q9GZP4	PITHD1	2	211	24177.5	15	0.620411	15	16	-0.0666667
Q9GZQ8	MAP1LC3B	2	125	14687.8	5	0.340418	5	5	0
Q9GZR7	DDX24	2	859	96330.4	51	0.529428	51	51	0
Q9GZS3	SKIC8	2	305	33580	15	0.446695	15	15	0
Q9GZT3	SLIRP	2	109	12348.8	11	0.890776	11	11	0
Q9GZT8	NIF3L1	2	377	41967.4	25	0.5957	25	22	0.12
Q9GZT9	EGLN1	2	426	46020.4	30	0.651884	30	27	0.1
Q9GZV1	ANKRD2	1	360	39858.6	23	0.57704	23	23	0
Q9GZY8	MFF	2	342	38463.9	21	0.545967	21	17	0.190476
Q9GZZ1	NAA50	2	169	19398.1	12	0.618616	12	12	0
Q9GZZ8	LACRT	2	138	14245.9	4	0.280783	4	5	-0.25
Q9H008	LHPP	2	270	29165	14	0.480028	14	12	0.142857
Q9H019	MTFR1L	2	292	31956.9	14	0.43809	14	14	0
Q9H061	TMEM126A	2	195	21527	11	0.510987	11	12	-0.0909091
Q9H074	PAIP1	2	479	53523.9	25	0.467081	25	22	0.12
Q9H078	CLPB	2	707	78727.6	42	0.533485	42	42	0
Q9H0A0	NAT10	2	1025	115728	58	0.501175	58	59	-0.0172414
Q9H0D6	XRN2	2	950	108581	58	0.534164	58	54	0.0689655
Q9H0E2	TOLLIP	2	274	30281.4	16	0.528377	16	16	0
Q9H0N5	PCBD2	2	130	14365.2	10	0.696126	10	10	0
Q9H0P0	NT5C3A	2	336	37947.6	23	0.606098	23	23	0
Q9H0R4	HDHD2	2	259	28535.5	16	0.560705	16	16	0
Q9H0S4	DDX47	2	455	50645.8	25	0.493624	25	25	0
Q9H0U3	MAGT1	2	335	38036.2	16	0.420652	16	16	0
Q9H0U4	RAB1B	2	201	22170.9	18	0.811875	18	17	0.0555556
Q9H0U6	MRPL18	2	180	20576.3	11	0.534597	11	9	0.181818
Q9H0V9	LMAN2L	2	348	39710.2	22	0.554013	22	20	0.0909091
Q9H0W9	BKGD	2	315	35117	16	0.45562	16	15	0.0625
Q9H0Z9	RBM38	2	239	25497.5	9	0.352975	9	8	0.111111
Q9H173	SIL1	2	461	52083.9	23	0.441595	23	23	0
Q9H1B7	IRF2BPL	2	796	82657.5	39	0.471826	39	36	0.0769231
Q9H1C7	CYSTM1	2	97	10631	2	0.18813	2	2	0
Q9H1E1	RNASE7	2	156	17419.3	7	0.401854	7	7	0
Q9H1E3	NUCKS1	2	243	27296.1	10	0.366353	10	12	-0.2
Q9H1E5	TMX4	2	349	38951.6	16	0.410766	16	16	0
Q9H1H9	KIF13A	2	1805	202306	98	0.484416	98	95	0.0306122
Q9H1K1	ISCU	2	167	17998.8	13	0.722272	13	13	0
Q9H1R3	MYLK2	1	596	64684	35	0.541092	35	33	0.0571429
Q9H223	EHD4	2	541	61174.2	32	0.523096	32	32	0
Q9H239	MMP28	2	520	58938	34	0.576877	34	32	0.0588235
Q9H267	VPS33B	2	617	70584.3	40	0.566698	40	39	0.025
Q9H269	VPS16	2	839	94692.1	47	0.496345	47	47	0
Q9H270	VPS11	2	941	107807	61	0.565826	61	60	0.0163934
Q9H299	SH3BGRL3	2	93	10437.6	4	0.383231	4	4	0
